frequency,model,horizon,threshold,total_rows,evaluated_rows,coverage_ratio,filtered_accuracy,passed_60pct,coverage_ok_50pct,selected_at_50pct_floor,coverage_ok_40pct,selected_at_40pct_floor,coverage_ok_30pct,selected_at_30pct_floor,coverage_ok_20pct,selected_at_20pct_floor
daily,random_forest,10,0.51,1656,1612,0.9734299516908212,0.5310173697270472,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.52,1656,1566,0.9456521739130435,0.5319284802043422,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.53,1656,1520,0.9178743961352657,0.5328947368421053,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.54,1656,1474,0.8900966183574879,0.5305291723202171,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.55,1656,1424,0.8599033816425121,0.5316011235955056,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.56,1656,1370,0.8272946859903382,0.535036496350365,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.57,1656,1322,0.7983091787439613,0.5363086232980333,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.58,1656,1280,0.7729468599033816,0.53984375,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.59,1656,1228,0.7415458937198067,0.5431596091205212,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.6,1656,1171,0.7071256038647343,0.5439795046968403,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.61,1656,1102,0.6654589371980676,0.542649727767695,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.62,1656,1047,0.6322463768115942,0.5367717287488061,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.63,1656,1013,0.6117149758454107,0.5360315893385982,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.64,1656,978,0.5905797101449275,0.532719836400818,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.65,1656,937,0.5658212560386473,0.535752401280683,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.66,1656,880,0.5314009661835749,0.5397727272727273,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.67,1656,838,0.5060386473429952,0.5405727923627685,False,True,False,True,False,True,False,True,False
daily,random_forest,10,0.68,1656,795,0.48007246376811596,0.5471698113207547,False,False,False,True,False,True,False,True,False
daily,random_forest,10,0.69,1656,738,0.44565217391304346,0.551490514905149,False,False,False,True,False,True,False,True,False
daily,random_forest,10,0.7,1656,697,0.42089371980676327,0.5466284074605452,False,False,False,True,False,True,False,True,False
daily,random_forest,10,0.71,1656,654,0.39492753623188404,0.5428134556574924,False,False,False,False,False,True,False,True,False
daily,random_forest,10,0.72,1656,602,0.3635265700483092,0.5448504983388704,False,False,False,False,False,True,False,True,False
daily,random_forest,10,0.73,1656,558,0.33695652173913043,0.5412186379928315,False,False,False,False,False,True,False,True,False
daily,random_forest,10,0.74,1656,518,0.31280193236714976,0.5405405405405406,False,False,False,False,False,True,False,True,False
daily,random_forest,10,0.75,1656,483,0.2916666666666667,0.5424430641821946,False,False,False,False,False,False,False,True,False
daily,random_forest,10,0.76,1656,433,0.2614734299516908,0.5565819861431871,False,False,False,False,False,False,False,True,False
daily,random_forest,10,0.77,1656,403,0.2433574879227053,0.5583126550868487,False,False,False,False,False,False,False,True,False
daily,random_forest,10,0.78,1656,356,0.21497584541062803,0.550561797752809,False,False,False,False,False,False,False,True,False
daily,random_forest,10,0.79,1656,322,0.19444444444444445,0.5279503105590062,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.8,1656,286,0.17270531400966183,0.5384615384615384,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.81,1656,239,0.14432367149758454,0.5271966527196653,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.82,1656,215,0.12983091787439613,0.5395348837209303,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.83,1656,179,0.10809178743961352,0.5642458100558659,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.84,1656,146,0.08816425120772947,0.5753424657534246,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.85,1656,127,0.07669082125603864,0.6062992125984252,True,False,False,False,False,False,False,False,False
daily,random_forest,10,0.86,1656,103,0.06219806763285024,0.5922330097087378,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.87,1656,86,0.051932367149758456,0.5930232558139535,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.88,1656,65,0.0392512077294686,0.5538461538461539,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.89,1656,51,0.030797101449275364,0.5686274509803921,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.9,1656,37,0.022342995169082124,0.5675675675675675,False,False,False,False,False,False,False,False,False
daily,random_forest,20,0.5,1592,1592,1.0,0.5697236180904522,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.51,1592,1537,0.9654522613065326,0.5673389720234222,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.52,1592,1503,0.9440954773869347,0.5695276114437791,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.53,1592,1462,0.9183417085427136,0.5697674418604651,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.54,1592,1419,0.8913316582914573,0.5708245243128964,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.55,1592,1375,0.8636934673366834,0.5716363636363636,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.56,1592,1325,0.832286432160804,0.5713207547169812,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.57,1592,1279,0.803391959798995,0.5746677091477717,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.58,1592,1242,0.7801507537688442,0.5756843800322061,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.59,1592,1192,0.7487437185929648,0.572986577181208,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.6,1592,1146,0.7198492462311558,0.5680628272251309,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.61,1592,1104,0.6934673366834171,0.5643115942028986,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.62,1592,1065,0.6689698492462312,0.5671361502347417,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.63,1592,1031,0.6476130653266332,0.5693501454898157,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.64,1592,1002,0.6293969849246231,0.5678642714570858,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.65,1592,968,0.6080402010050251,0.5661157024793388,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.66,1592,927,0.582286432160804,0.5663430420711975,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.67,1592,892,0.5603015075376885,0.5616591928251121,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.68,1592,853,0.5358040201005025,0.5580304806565064,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.69,1592,803,0.5043969849246231,0.5554171855541719,False,True,False,True,False,True,False,True,False
daily,random_forest,20,0.7,1592,765,0.4805276381909548,0.5581699346405229,False,False,False,True,False,True,False,True,False
daily,random_forest,20,0.71,1592,723,0.45414572864321606,0.5491009681881052,False,False,False,True,False,True,False,True,False
daily,random_forest,20,0.72,1592,680,0.4271356783919598,0.5514705882352942,False,False,False,True,False,True,False,True,False
daily,random_forest,20,0.73,1592,655,0.4114321608040201,0.5526717557251909,False,False,False,True,False,True,False,True,False
daily,random_forest,20,0.74,1592,620,0.38944723618090454,0.55,False,False,False,False,False,True,False,True,False
daily,random_forest,20,0.75,1592,573,0.3599246231155779,0.5427574171029669,False,False,False,False,False,True,False,True,False
daily,random_forest,20,0.76,1592,541,0.3398241206030151,0.5452865064695009,False,False,False,False,False,True,False,True,False
daily,random_forest,20,0.77,1592,511,0.32097989949748745,0.5459882583170255,False,False,False,False,False,True,False,True,False
daily,random_forest,20,0.78,1592,475,0.29836683417085424,0.5557894736842105,False,False,False,False,False,False,False,True,False
daily,random_forest,20,0.79,1592,440,0.27638190954773867,0.5613636363636364,False,False,False,False,False,False,False,True,False
daily,random_forest,20,0.8,1592,413,0.2594221105527638,0.5544794188861986,False,False,False,False,False,False,False,True,False
daily,random_forest,20,0.81,1592,384,0.24120603015075376,0.5520833333333334,False,False,False,False,False,False,False,True,False
daily,random_forest,20,0.82,1592,352,0.22110552763819097,0.5568181818181818,False,False,False,False,False,False,False,True,False
daily,random_forest,20,0.83,1592,317,0.19912060301507536,0.5583596214511041,False,False,False,False,False,False,False,False,False
daily,random_forest,20,0.84,1592,284,0.17839195979899497,0.5598591549295775,False,False,False,False,False,False,False,False,False
daily,random_forest,20,0.85,1592,252,0.15829145728643215,0.5833333333333334,False,False,False,False,False,False,False,False,False
daily,random_forest,20,0.86,1592,214,0.13442211055276382,0.5700934579439252,False,False,False,False,False,False,False,False,False
daily,random_forest,20,0.87,1592,180,0.11306532663316583,0.6,True,False,False,False,False,False,False,False,False
daily,random_forest,20,0.88,1592,150,0.0942211055276382,0.64,True,False,False,False,False,False,False,False,False
daily,random_forest,20,0.89,1592,130,0.08165829145728644,0.6692307692307692,True,False,False,False,False,False,False,False,False
daily,random_forest,20,0.9,1592,106,0.06658291457286432,0.660377358490566,True,False,False,False,False,False,False,False,False
daily,stacking,1,0.5,1601,1601,1.0,0.5178013741411618,False,True,False,True,False,True,False,True,False
daily,stacking,1,0.51,1601,1394,0.8707058088694566,0.5150645624103299,False,True,False,True,False,True,False,True,False
daily,stacking,1,0.52,1601,1203,0.7514053716427233,0.5095594347464671,False,True,False,True,False,True,False,True,False
daily,stacking,1,0.53,1601,994,0.6208619612742037,0.5090543259557344,False,True,False,True,False,True,False,True,False
daily,stacking,1,0.54,1601,803,0.5015615240474703,0.5056039850560399,False,True,False,True,False,True,False,True,False
daily,stacking,1,0.55,1601,599,0.37414116177389134,0.48747913188647746,False,False,False,False,False,True,False,True,False
daily,stacking,1,0.56,1601,471,0.2941911305434104,0.46709129511677283,False,False,False,False,False,False,False,True,False
daily,stacking,1,0.57,1601,381,0.23797626483447845,0.45931758530183725,False,False,False,False,False,False,False,True,False
daily,stacking,1,0.58,1601,323,0.20174890693316677,0.4458204334365325,False,False,False,False,False,False,False,True,False
daily,stacking,1,0.59,1601,277,0.17301686445971268,0.4548736462093863,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.6,1601,227,0.14178638351030606,0.46255506607929514,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.61,1601,184,0.11492816989381636,0.47282608695652173,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.62,1601,152,0.09494066208619613,0.46710526315789475,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.63,1601,118,0.07370393504059962,0.4915254237288136,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.64,1601,91,0.05683947532792005,0.45054945054945056,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.65,1601,76,0.047470331043098064,0.4473684210526316,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.66,1601,57,0.03560274828232355,0.43859649122807015,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.67,1601,32,0.019987507807620236,0.4375,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.68,1601,13,0.008119925046845722,0.46153846153846156,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.69,1601,2,0.0012492192379762648,0.5,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.7,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.71,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.72,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.73,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.74,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.75,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.76,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.77,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.78,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.79,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.8,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.81,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.82,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.83,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.84,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.85,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.86,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.87,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.88,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.89,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,1,0.9,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.5,1677,1677,1.0,0.5050685748360167,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.51,1677,1627,0.9701848539057841,0.505838967424708,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.52,1677,1547,0.9224806201550387,0.5054945054945055,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.53,1677,1460,0.8706022659511031,0.510958904109589,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.54,1677,1366,0.8145497912939773,0.5124450951683748,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.55,1677,1233,0.7352415026833632,0.5141930251419302,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.56,1677,1096,0.6535480023852117,0.5054744525547445,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.57,1677,994,0.5927251043530113,0.5020120724346077,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.58,1677,912,0.5438282647584973,0.4956140350877193,False,True,False,True,False,True,False,True,False
daily,stacking,5,0.59,1677,821,0.4895646988670245,0.4981729598051157,False,False,False,True,False,True,False,True,False
daily,stacking,5,0.6,1677,659,0.39296362552176506,0.503793626707132,False,False,False,False,False,True,False,True,False
daily,stacking,5,0.61,1677,525,0.31305903398926654,0.5066666666666667,False,False,False,False,False,True,False,True,False
daily,stacking,5,0.62,1677,478,0.28503279666070364,0.5083682008368201,False,False,False,False,False,False,False,True,False
daily,stacking,5,0.63,1677,430,0.2564102564102564,0.5069767441860465,False,False,False,False,False,False,False,True,False
daily,stacking,5,0.64,1677,382,0.2277877161598092,0.5130890052356021,False,False,False,False,False,False,False,True,False
daily,stacking,5,0.65,1677,329,0.19618366129994036,0.5167173252279635,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.66,1677,260,0.15503875968992248,0.5384615384615384,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.67,1677,236,0.14072748956469885,0.5508474576271186,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.68,1677,213,0.12701252236135957,0.5492957746478874,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.69,1677,179,0.10673822301729279,0.5363128491620112,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.7,1677,151,0.0900417412045319,0.5496688741721855,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.71,1677,124,0.07394156231365534,0.5403225806451613,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.72,1677,96,0.057245080500894455,0.5,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.73,1677,58,0.0345855694692904,0.5,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.74,1677,33,0.01967799642218247,0.5757575757575758,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.75,1677,26,0.015503875968992248,0.6538461538461539,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.76,1677,26,0.015503875968992248,0.6538461538461539,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.77,1677,25,0.01490757304710793,0.64,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.78,1677,25,0.01490757304710793,0.64,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.79,1677,24,0.014311270125223614,0.6666666666666666,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.8,1677,22,0.01311866428145498,0.6818181818181818,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.81,1677,19,0.011329755515802028,0.7368421052631579,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.82,1677,17,0.010137149672033392,0.7058823529411765,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.83,1677,15,0.008944543828264758,0.8,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.84,1677,7,0.0041741204531902205,0.8571428571428571,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.85,1677,3,0.0017889087656529517,1.0,True,False,False,False,False,False,False,False,False
daily,stacking,5,0.86,1677,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.87,1677,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.88,1677,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.89,1677,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,5,0.9,1677,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,10,0.5,1656,1656,1.0,0.5229468599033816,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.51,1656,1600,0.966183574879227,0.52375,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.52,1656,1537,0.9281400966183575,0.5270006506180872,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.53,1656,1477,0.8919082125603864,0.5253893026404874,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.54,1656,1400,0.8454106280193237,0.5228571428571429,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.55,1656,1343,0.8109903381642513,0.5219657483246463,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.56,1656,1272,0.7681159420289855,0.5204402515723271,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.57,1656,1220,0.7367149758454107,0.5188524590163934,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.58,1656,1162,0.7016908212560387,0.5163511187607573,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.59,1656,1088,0.6570048309178744,0.5220588235294118,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.6,1656,1002,0.605072463768116,0.5159680638722555,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.61,1656,910,0.5495169082125604,0.510989010989011,False,True,False,True,False,True,False,True,False
daily,stacking,10,0.62,1656,809,0.4885265700483092,0.5055624227441285,False,False,False,True,False,True,False,True,False
daily,stacking,10,0.63,1656,742,0.44806763285024154,0.5256064690026954,False,False,False,True,False,True,False,True,False
daily,stacking,10,0.64,1656,658,0.3973429951690821,0.5395136778115501,False,False,False,False,False,True,False,True,False
daily,stacking,10,0.65,1656,525,0.3170289855072464,0.56,False,False,False,False,False,True,False,True,False
daily,stacking,10,0.66,1656,439,0.26509661835748793,0.5831435079726651,False,False,False,False,False,False,False,True,False
daily,stacking,10,0.67,1656,370,0.22342995169082125,0.6081081081081081,True,False,False,False,False,False,False,True,False
daily,stacking,10,0.68,1656,323,0.19504830917874397,0.631578947368421,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.69,1656,271,0.1636473429951691,0.6752767527675276,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.7,1656,202,0.12198067632850242,0.7227722772277227,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.71,1656,162,0.09782608695652174,0.7407407407407407,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.72,1656,139,0.08393719806763285,0.762589928057554,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.73,1656,124,0.0748792270531401,0.7903225806451613,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.74,1656,115,0.06944444444444445,0.782608695652174,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.75,1656,105,0.06340579710144928,0.7714285714285715,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.76,1656,98,0.059178743961352656,0.7755102040816326,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.77,1656,91,0.05495169082125604,0.7912087912087912,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.78,1656,89,0.05374396135265701,0.7865168539325843,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.79,1656,84,0.050724637681159424,0.7857142857142857,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.8,1656,82,0.049516908212560384,0.7926829268292683,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.81,1656,78,0.04710144927536232,0.8076923076923077,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.82,1656,73,0.044082125603864736,0.8082191780821918,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.83,1656,67,0.04045893719806763,0.8208955223880597,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.84,1656,65,0.0392512077294686,0.8307692307692308,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.85,1656,58,0.035024154589371984,0.8275862068965517,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.86,1656,52,0.03140096618357488,0.8076923076923077,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.87,1656,41,0.024758454106280192,0.8048780487804879,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.88,1656,27,0.016304347826086956,0.7407407407407407,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.89,1656,13,0.00785024154589372,0.6153846153846154,True,False,False,False,False,False,False,False,False
daily,stacking,10,0.9,1656,3,0.0018115942028985507,1.0,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.5,1592,1592,1.0,0.532035175879397,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.51,1592,1562,0.9811557788944724,0.5326504481434059,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.52,1592,1535,0.9641959798994975,0.5322475570032573,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.53,1592,1500,0.9422110552763819,0.5306666666666666,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.54,1592,1462,0.9183417085427136,0.5300957592339262,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.55,1592,1424,0.8944723618090452,0.5287921348314607,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.56,1592,1389,0.8724874371859297,0.5320374370050396,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.57,1592,1350,0.8479899497487438,0.5333333333333333,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.58,1592,1297,0.8146984924623115,0.5381649961449498,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.59,1592,1253,0.7870603015075377,0.5434956105347167,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.6,1592,1205,0.7569095477386935,0.5518672199170125,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.61,1592,1140,0.7160804020100503,0.5605263157894737,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.62,1592,1067,0.6702261306532663,0.563261480787254,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.63,1592,989,0.6212311557788944,0.5733063700707786,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.64,1592,949,0.5961055276381909,0.5742887249736565,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.65,1592,875,0.5496231155778895,0.5657142857142857,False,True,False,True,False,True,False,True,False
daily,stacking,20,0.66,1592,768,0.4824120603015075,0.5716145833333334,False,False,False,True,False,True,False,True,False
daily,stacking,20,0.67,1592,661,0.41520100502512564,0.5990922844175491,False,False,False,True,False,True,False,True,False
daily,stacking,20,0.68,1592,599,0.37625628140703515,0.5909849749582637,False,False,False,False,False,True,False,True,False
daily,stacking,20,0.69,1592,482,0.3027638190954774,0.6203319502074689,True,False,False,False,False,True,True,True,False
daily,stacking,20,0.7,1592,411,0.25816582914572866,0.6277372262773723,True,False,False,False,False,False,False,True,False
daily,stacking,20,0.71,1592,344,0.21608040201005024,0.6453488372093024,True,False,False,False,False,False,False,True,True
daily,stacking,20,0.72,1592,300,0.1884422110552764,0.6533333333333333,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.73,1592,261,0.16394472361809045,0.6781609195402298,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.74,1592,239,0.15012562814070352,0.694560669456067,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.75,1592,214,0.13442211055276382,0.7102803738317757,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.76,1592,197,0.12374371859296482,0.7208121827411168,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.77,1592,184,0.11557788944723618,0.7228260869565217,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.78,1592,166,0.10427135678391959,0.7289156626506024,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.79,1592,152,0.09547738693467336,0.7302631578947368,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.8,1592,125,0.0785175879396985,0.736,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.81,1592,85,0.05339195979899498,0.7411764705882353,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.82,1592,52,0.032663316582914576,0.7692307692307693,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.83,1592,32,0.020100502512562814,0.9375,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.84,1592,19,0.01193467336683417,0.8947368421052632,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.85,1592,7,0.0043969849246231155,0.7142857142857143,True,False,False,False,False,False,False,False,False
daily,stacking,20,0.86,1592,4,0.002512562814070352,0.5,False,False,False,False,False,False,False,False,False
daily,stacking,20,0.87,1592,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,20,0.88,1592,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,20,0.89,1592,0,0.0,,False,False,False,False,False,False,False,False,False
daily,stacking,20,0.9,1592,0,0.0,,False,False,False,False,False,False,False,False,False
daily,xgboost,1,0.5,1601,1601,1.0,0.5078076202373517,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.51,1601,1558,0.9731417863835103,0.5109114249037228,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.52,1601,1516,0.9469081823860087,0.5105540897097626,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.53,1601,1455,0.9088069956277327,0.5154639175257731,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.54,1601,1414,0.8831980012492192,0.5190947666195191,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.55,1601,1366,0.8532167395377889,0.5204978038067349,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.56,1601,1326,0.8282323547782636,0.5188536953242836,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.57,1601,1274,0.7957526545908807,0.521193092621664,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.58,1601,1226,0.7657713928794504,0.5252854812398042,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.59,1601,1170,0.730793254216115,0.5230769230769231,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.6,1601,1125,0.7026858213616489,0.5244444444444445,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.61,1601,1085,0.6777014366021237,0.5253456221198156,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.62,1601,1037,0.6477201748906933,0.5274831243972999,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.63,1601,996,0.6221111805121798,0.5291164658634538,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.64,1601,940,0.5871330418488445,0.5329787234042553,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.65,1601,891,0.5565271705184259,0.5331088664421998,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.66,1601,850,0.5309181761399125,0.5329411764705883,False,True,False,True,False,True,False,True,False
daily,xgboost,1,0.67,1601,811,0.5065584009993754,0.5376078914919852,False,True,False,True,False,True,False,True,False
