horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate,rank_in_regime
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,9,9,0.01903605382215714,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,8,8,-0.05568547985943338,0.625,0.625,1.0,1.0,5.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,8,8,-0.05568547985943338,0.625,0.625,1.0,1.0,5.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,8,8,-0.05568547985943338,0.625,0.625,1.0,1.0,5.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,8,8,0.015601607061554687,0.625,0.625,1.0,1.0,5.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,8,8,0.015601607061554687,0.625,0.625,1.0,1.0,5.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,8,8,0.015601607061554687,0.625,0.625,1.0,1.0,5.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,8,8,0.015601607061554687,0.625,0.625,1.0,1.0,5.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,8,8,0.0228308801358982,0.625,0.625,1.0,1.0,5.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,8,8,0.0228308801358982,0.625,0.625,1.0,1.0,5.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,8,8,0.0228308801358982,0.625,0.625,1.0,1.0,5.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,5,5,-0.02901751902400087,0.6,0.6,1.0,1.0,6.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,5,5,-0.02901751902400087,0.6,0.6,1.0,1.0,6.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,5,5,-0.02901751902400087,0.6,0.6,1.0,1.0,6.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,5,-0.02901751902400087,0.6,0.6,1.0,1.0,6.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,5,5,-0.02901751902400087,0.6,0.6,1.0,1.0,6.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,5,5,-0.02901751902400087,0.6,0.6,1.0,1.0,6.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,5,5,0.009685155105460442,0.6,0.6,1.0,1.0,6.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,5,5,0.009685155105460442,0.6,0.6,1.0,1.0,6.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0,6.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,5,5,0.0181382063475613,0.6,0.6,1.0,1.0,6.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,10,10,0.01582810061385447,0.6,0.6,1.0,1.0,6.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,10,10,0.01582810061385447,0.6,0.6,1.0,1.0,6.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,10,10,0.01582810061385447,0.6,0.6,1.0,1.0,6.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,10,10,0.01582810061385447,0.6,0.6,1.0,1.0,6.0
20d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,28,84,0.009387517998217824,0.5833333333333334,0.5833333333333334,0.8032786885245902,1.0710382513661203,7.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,7,7,-0.07478704522606763,0.5714285714285714,0.5714285714285714,1.0,1.0,8.0
20d,bull,cart,predicted_return,predicted_return,3,,,28,84,0.00224930029061828,0.5476190476190477,0.5476190476190477,0.7540983606557377,1.0054644808743172,9.0
20d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,28,84,0.004922378128533856,0.5476190476190477,0.5476190476190477,0.7540983606557377,1.0054644808743172,9.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,10,10,-0.009739475765443959,0.5,0.5,1.0,1.0,10.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,10,10,-0.009739475765443959,0.5,0.5,1.0,1.0,10.0
20d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,28,84,-0.0018841599601167784,0.5,0.5,0.6885245901639344,0.918032786885246,10.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,10,-0.07514235067663547,0.5,0.5,1.0,1.0,10.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,10,10,-0.10485725122691367,0.5,0.5,1.0,1.0,10.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,10,10,-0.10485725122691367,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,6,6,0.008867140931832768,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,6,6,0.008867140931832768,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,6,6,0.005012858612348535,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,4,0.008798315337402102,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,4,0.008798315337402102,0.5,0.5,1.0,1.0,10.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,4,0.008798315337402102,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,8,8,-0.003463089362061987,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,6,6,0.014075130354637052,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,4,0.011183059043801877,0.5,0.5,1.0,1.0,10.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,4,0.011183059043801877,0.5,0.5,1.0,1.0,10.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,2,2,0.00712830957230135,0.5,0.5,1.0,1.0,10.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,2,2,0.00712830957230135,0.5,0.5,1.0,1.0,10.0
5d,bull,lightgbm,predicted_return,predicted_return,3,,,19,57,0.012330871720746442,0.49122807017543857,0.49122807017543857,0.9333333333333333,1.2444444444444445,11.0
20d,bull,cart,combined_weighted_linear,combined_score,3,,,28,84,-0.005087521488156664,0.4880952380952381,0.4880952380952381,0.6721311475409836,0.8961748633879782,12.0
20d,bull,lightgbm,predicted_return,predicted_return,3,,,28,84,-0.0045724648176944304,0.4880952380952381,0.4880952380952381,0.6721311475409836,0.8961748633879782,12.0
20d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,28,84,-0.003187827925650709,0.47619047619047616,0.47619047619047616,0.6557377049180327,0.8743169398907105,13.0
20d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,28,84,-0.004804829998730436,0.47619047619047616,0.47619047619047616,0.6557377049180327,0.8743169398907105,13.0
20d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,28,84,-0.002751562020199186,0.47619047619047616,0.47619047619047616,0.6557377049180327,0.8743169398907105,13.0
20d,bull,xgboost,predicted_return,predicted_return,3,,,28,84,-0.0061061075647207514,0.47619047619047616,0.47619047619047616,0.6557377049180327,0.8743169398907105,13.0
5d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,19,57,0.00967525782313898,0.47368421052631576,0.47368421052631576,0.9,1.2,14.0
20d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,28,84,-0.005001222266731017,0.4642857142857143,0.4642857142857143,0.639344262295082,0.8524590163934427,15.0
5d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,19,57,0.009461286363503756,0.45614035087719296,0.45614035087719296,0.8666666666666667,1.1555555555555554,16.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,11,11,-0.013349573373180828,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,11,11,-0.013349573373180828,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,11,11,-0.013349573373180828,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,11,11,-0.013349573373180828,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,11,11,-0.12152952622994614,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,11,11,-0.12152952622994614,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,11,11,-0.12152952622994614,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,11,11,-0.12152952622994614,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,11,11,-0.12152952622994614,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,11,11,-0.12152952622994614,0.45454545454545453,0.45454545454545453,1.0,1.0,17.0
20d,bull,xgboost,combined_weighted_linear,combined_score,3,,,28,84,-0.005740657966158959,0.4523809523809524,0.4523809523809524,0.6229508196721312,0.8306010928961749,18.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,8,9,-0.09216099827481788,0.4444444444444444,0.4444444444444444,1.0,1.0,19.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,8,9,-0.09216099827481788,0.4444444444444444,0.4444444444444444,1.0,1.0,19.0
20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,8,9,-0.09216099827481788,0.4444444444444444,0.4444444444444444,1.0,1.0,19.0
3d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,18,54,0.007980083914216196,0.4444444444444444,0.4444444444444444,0.8571428571428571,1.1428571428571428,19.0
3d,bull,xgboost,combined_weighted_linear,combined_score,3,,,18,54,0.007706959637388557,0.4444444444444444,0.4444444444444444,0.8571428571428571,1.1428571428571428,19.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,9,-0.003771662722942232,0.4444444444444444,0.4444444444444444,1.0,1.0,19.0
3d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,18,54,0.007459900809763432,0.4444444444444444,0.4444444444444444,0.8571428571428571,1.1428571428571428,19.0
5d,bull,xgboost,combined_weighted_linear,combined_score,3,,,19,57,0.006191743004269511,0.43859649122807015,0.43859649122807015,0.8333333333333334,1.111111111111111,20.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0,21.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,7,7,0.0049791745339693725,0.42857142857142855,0.42857142857142855,1.0,1.0,21.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,7,7,-0.010523358637013555,0.42857142857142855,0.42857142857142855,1.0,1.0,21.0
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,18,54,0.0055187696397566485,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951,22.0
3d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,18,54,0.005902406417405719,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951,22.0
3d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,18,54,0.0057049516870604795,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951,22.0
3d,bull,xgboost,predicted_return,predicted_return,3,,,18,54,0.007923161854196907,0.42592592592592593,0.42592592592592593,0.8214285714285714,1.0952380952380951,22.0
3d,bull,lightgbm,predicted_return,predicted_return,3,,,18,54,0.005172567147803099,0.4074074074074074,0.4074074074074074,0.7857142857142857,1.0476190476190474,23.0
5d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,19,57,0.003258223380825428,0.40350877192982454,0.40350877192982454,0.7666666666666667,1.0222222222222221,24.0
5d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,19,57,0.004021179209730797,0.40350877192982454,0.40350877192982454,0.7666666666666667,1.0222222222222221,24.0
5d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,19,57,0.0027913329493785876,0.40350877192982454,0.40350877192982454,0.7666666666666667,1.0222222222222221,24.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0,25.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,5,5,0.007994066282660561,0.4,0.4,1.0,1.0,25.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,5,0.0033689274992794818,0.4,0.4,1.0,1.0,25.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,5,0.0076983973130446606,0.4,0.4,1.0,1.0,25.0
5d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,19,57,0.005046836704125702,0.38596491228070173,0.38596491228070173,0.7333333333333333,0.9777777777777777,26.0
5d,bull,cart,combined_weighted_linear,combined_score,3,,,19,57,0.005046836704125701,0.38596491228070173,0.38596491228070173,0.7333333333333333,0.9777777777777777,26.0
5d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,19,57,0.0050468367041257,0.38596491228070173,0.38596491228070173,0.7333333333333333,0.9777777777777777,26.0
5d,bull,xgboost,predicted_return,predicted_return,3,,,19,57,0.005927944290604814,0.38596491228070173,0.38596491228070173,0.7333333333333333,0.9777777777777777,26.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,8,8,-0.15766216730791882,0.375,0.375,1.0,1.0,27.0
3d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,18,54,0.0012263638791330188,0.35185185185185186,0.35185185185185186,0.6785714285714286,0.9047619047619048,28.0
3d,bull,cart,combined_weighted_linear,combined_score,3,,,18,54,0.00014650474870218303,0.35185185185185186,0.35185185185185186,0.6785714285714286,0.9047619047619048,28.0
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,18,54,0.0017236722486498675,0.35185185185185186,0.35185185185185186,0.6785714285714286,0.9047619047619048,28.0
3d,bull,cart,predicted_return,predicted_return,3,,,18,54,-0.0008648067449769713,0.35185185185185186,0.35185185185185186,0.6785714285714286,0.9047619047619048,28.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,9,9,-0.17217217941373575,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,9,9,-0.17217217941373575,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,9,9,-0.17217217941373575,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,6,6,-0.02457233371039558,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,3,3,-0.009679418542690365,0.3333333333333333,0.3333333333333333,1.0,1.0,29.0
5d,bull,cart,predicted_return,predicted_return,3,,,19,57,0.0018998939634798492,0.3333333333333333,0.3333333333333333,0.6333333333333333,0.8444444444444443,29.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,5,5,-0.21863957746902676,0.2,0.2,1.0,1.0,30.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,6,6,-0.23024169393423413,0.16666666666666666,0.16666666666666666,1.0,1.0,31.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,6,6,-0.23024169393423413,0.16666666666666666,0.16666666666666666,1.0,1.0,31.0
20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,6,6,-0.23024169393423413,0.16666666666666666,0.16666666666666666,1.0,1.0,31.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,4,-0.04153927429095472,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,3,3,-0.055385699054606295,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,3,3,-0.055385699054606295,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,3,3,-0.055385699054606295,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,2,2,-0.0819251460444239,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,2,2,-0.0819251460444239,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,2,2,-0.0819251460444239,0.0,0.0,,,32.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,2,2,-0.0819251460444239,0.0,0.0,,,32.0
3d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,2,2,-0.0017782953091531987,0.5,0.5,1.0,1.0,1.0
3d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,2,2,-0.0017782953091531987,0.5,0.5,1.0,1.0,1.0
3d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,2,2,-0.0017782953091531987,0.5,0.5,1.0,1.0,1.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,8,9,0.010904700540605078,0.4444444444444444,0.4444444444444444,1.0,1.0,2.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,8,9,0.010904700540605078,0.4444444444444444,0.4444444444444444,1.0,1.0,2.0
3d,sideway,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,10,0.0035784028221454802,0.4,0.4,1.0,1.0,3.0
5d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,5,5,-0.04765425869181638,0.4,0.4,1.0,1.0,3.0
5d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,5,5,-0.04765425869181638,0.4,0.4,1.0,1.0,3.0
5d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,5,5,-0.04765425869181638,0.4,0.4,1.0,1.0,3.0
5d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,5,5,-0.04765425869181638,0.4,0.4,1.0,1.0,3.0
20d,sideway,cart,predicted_profit_probability,predicted_profit_probability,3,,,25,75,-0.05552103315134058,0.37333333333333335,0.37333333333333335,0.7567567567567568,1.0090090090090091,4.0
20d,sideway,lightgbm,combined_rank_based,rank_based_joint_score,3,,,25,75,-0.0429711023930077,0.37333333333333335,0.37333333333333335,0.7567567567567568,1.0090090090090091,4.0
20d,sideway,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,25,75,-0.045615184461581644,0.37333333333333335,0.37333333333333335,0.7567567567567568,1.0090090090090091,4.0
20d,sideway,cart,combined_rank_based,rank_based_joint_score,3,,,25,75,-0.0530731132306262,0.36,0.36,0.7297297297297297,0.9729729729729729,5.0
20d,sideway,cart,combined_weighted_linear,combined_score,3,,,25,75,-0.0531067067592348,0.36,0.36,0.7297297297297297,0.9729729729729729,5.0
20d,sideway,xgboost,combined_rank_based,rank_based_joint_score,3,,,25,75,-0.045515293809112345,0.36,0.36,0.7297297297297297,0.9729729729729729,5.0
20d,sideway,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,25,75,-0.048169743130228336,0.36,0.36,0.7297297297297297,0.9729729729729729,5.0
3d,sideway,cart,predicted_return,predicted_return,3,,,21,63,-0.007087252750779527,0.3492063492063492,0.3492063492063492,0.8461538461538461,1.1282051282051282,6.0
20d,sideway,lightgbm,combined_weighted_linear,combined_score,3,,,25,75,-0.04369704223215685,0.3466666666666667,0.3466666666666667,0.7027027027027027,0.936936936936937,7.0
20d,sideway,xgboost,combined_weighted_linear,combined_score,3,,,25,75,-0.04330149670875315,0.3466666666666667,0.3466666666666667,0.7027027027027027,0.936936936936937,7.0
3d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,3,3,-0.012432973968883298,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
3d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,3,3,-0.012432973968883298,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
3d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,5,6,0.00046456217869176794,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
3d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,3,3,-0.012432973968883298,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
3d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,5,6,0.00046456217869176794,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
3d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,3,3,-0.012432973968883298,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
5d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,6,6,-0.04095798816218341,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
5d,sideway,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,6,6,-0.04095798816218341,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
5d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,3,3,-0.009935991120254931,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
5d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,3,3,-0.009935991120254931,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
5d,sideway,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,3,3,-0.009935991120254931,0.3333333333333333,0.3333333333333333,1.0,1.0,8.0
20d,sideway,cart,predicted_return,predicted_return,3,,,25,75,-0.052628366682420887,0.32,0.32,0.6486486486486487,0.8648648648648649,9.0
20d,sideway,lightgbm,predicted_return,predicted_return,3,,,25,75,-0.042905409273911475,0.32,0.32,0.6486486486486487,0.8648648648648649,9.0
