seed,seed_dir,command,status,return_code,started_at,completed_at,duration_seconds,was_complete_before_run,required_files_present,error_message
258,artifacts\quant_core_repeated_seed_1000_smoke\seed_000258,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 258 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000258 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:48:42.538459+00:00,2026-04-30T10:48:52.850277+00:00,10.311820400005672,False,True,
259,artifacts\quant_core_repeated_seed_1000_smoke\seed_000259,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 259 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000259 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:48:52.850472+00:00,2026-04-30T10:49:03.473525+00:00,10.62305570000899,False,True,
260,artifacts\quant_core_repeated_seed_1000_smoke\seed_000260,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 260 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000260 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:49:03.473848+00:00,2026-04-30T10:49:13.995260+00:00,10.521412800007965,False,True,
261,artifacts\quant_core_repeated_seed_1000_smoke\seed_000261,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 261 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000261 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:49:13.995454+00:00,2026-04-30T10:49:24.400716+00:00,10.405263900000136,False,True,
262,artifacts\quant_core_repeated_seed_1000_smoke\seed_000262,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 262 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000262 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:49:24.400907+00:00,2026-04-30T10:49:34.768199+00:00,10.36729289998766,False,True,
263,artifacts\quant_core_repeated_seed_1000_smoke\seed_000263,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 263 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000263 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:49:34.768389+00:00,2026-04-30T10:49:45.122773+00:00,10.354386399994837,False,True,
264,artifacts\quant_core_repeated_seed_1000_smoke\seed_000264,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 264 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000264 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:49:45.122965+00:00,2026-04-30T10:49:55.278759+00:00,10.155795999977272,False,True,
265,artifacts\quant_core_repeated_seed_1000_smoke\seed_000265,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 265 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000265 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:49:55.278956+00:00,2026-04-30T10:50:05.496108+00:00,10.217155000020284,False,True,
266,artifacts\quant_core_repeated_seed_1000_smoke\seed_000266,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 266 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000266 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:50:05.496314+00:00,2026-04-30T10:50:15.997744+00:00,10.501431999990018,False,True,
267,artifacts\quant_core_repeated_seed_1000_smoke\seed_000267,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 267 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000267 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:50:15.997934+00:00,2026-04-30T10:50:26.244796+00:00,10.246863699983805,False,True,
268,artifacts\quant_core_repeated_seed_1000_smoke\seed_000268,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 268 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000268 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:50:26.244988+00:00,2026-04-30T10:50:36.404701+00:00,10.159714700013865,False,True,
269,artifacts\quant_core_repeated_seed_1000_smoke\seed_000269,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 269 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000269 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:50:36.404896+00:00,2026-04-30T10:50:46.875246+00:00,10.470351500000106,False,True,
270,artifacts\quant_core_repeated_seed_1000_smoke\seed_000270,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 270 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000270 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:50:46.875437+00:00,2026-04-30T10:50:57.339417+00:00,10.463982299988857,False,True,
271,artifacts\quant_core_repeated_seed_1000_smoke\seed_000271,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 271 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000271 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:50:57.339606+00:00,2026-04-30T10:51:07.817789+00:00,10.4781842000084,False,True,
272,artifacts\quant_core_repeated_seed_1000_smoke\seed_000272,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 272 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000272 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:51:07.817983+00:00,2026-04-30T10:51:18.102862+00:00,10.28488120000111,False,True,
273,artifacts\quant_core_repeated_seed_1000_smoke\seed_000273,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 273 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000273 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:51:18.103063+00:00,2026-04-30T10:51:28.504498+00:00,10.401437199994689,False,True,
274,artifacts\quant_core_repeated_seed_1000_smoke\seed_000274,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 274 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000274 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:51:28.504697+00:00,2026-04-30T10:51:38.849084+00:00,10.344389200006844,False,True,
275,artifacts\quant_core_repeated_seed_1000_smoke\seed_000275,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 275 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000275 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:51:38.849278+00:00,2026-04-30T10:51:49.201609+00:00,10.352332000009483,False,True,
276,artifacts\quant_core_repeated_seed_1000_smoke\seed_000276,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 276 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000276 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:51:49.201813+00:00,2026-04-30T10:51:59.686278+00:00,10.484466800000519,False,True,
277,artifacts\quant_core_repeated_seed_1000_smoke\seed_000277,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 277 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000277 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:51:59.686471+00:00,2026-04-30T10:52:10.150340+00:00,10.463871200016001,False,True,
278,artifacts\quant_core_repeated_seed_1000_smoke\seed_000278,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 278 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000278 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:52:10.150533+00:00,2026-04-30T10:52:20.535386+00:00,10.384854200005066,False,True,
279,artifacts\quant_core_repeated_seed_1000_smoke\seed_000279,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 279 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000279 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:52:20.535582+00:00,2026-04-30T10:52:30.768766+00:00,10.233186400000704,False,True,
280,artifacts\quant_core_repeated_seed_1000_smoke\seed_000280,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 280 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000280 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:52:30.768961+00:00,2026-04-30T10:52:41.045295+00:00,10.276336500013713,False,True,
281,artifacts\quant_core_repeated_seed_1000_smoke\seed_000281,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 281 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000281 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:52:41.045492+00:00,2026-04-30T10:52:51.353059+00:00,10.307568399992306,False,True,
282,artifacts\quant_core_repeated_seed_1000_smoke\seed_000282,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 282 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000282 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:52:51.353263+00:00,2026-04-30T10:53:01.731509+00:00,10.378247899992857,False,True,
283,artifacts\quant_core_repeated_seed_1000_smoke\seed_000283,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 283 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000283 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:53:01.731707+00:00,2026-04-30T10:53:12.256437+00:00,10.524731700017583,False,True,
284,artifacts\quant_core_repeated_seed_1000_smoke\seed_000284,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 284 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000284 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:53:12.256638+00:00,2026-04-30T10:53:22.690276+00:00,10.433639599999879,False,True,
285,artifacts\quant_core_repeated_seed_1000_smoke\seed_000285,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 285 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000285 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:53:22.690637+00:00,2026-04-30T10:53:33.170970+00:00,10.480334299994865,False,True,
286,artifacts\quant_core_repeated_seed_1000_smoke\seed_000286,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 286 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000286 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:53:33.171177+00:00,2026-04-30T10:53:43.580748+00:00,10.409572499978822,False,True,
287,artifacts\quant_core_repeated_seed_1000_smoke\seed_000287,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 287 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000287 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:53:43.580958+00:00,2026-04-30T10:53:54.238630+00:00,10.657672800007276,False,True,
288,artifacts\quant_core_repeated_seed_1000_smoke\seed_000288,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 288 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000288 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:53:54.238832+00:00,2026-04-30T10:54:04.938883+00:00,10.700052500003949,False,True,
289,artifacts\quant_core_repeated_seed_1000_smoke\seed_000289,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 289 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000289 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:54:04.939086+00:00,2026-04-30T10:54:15.446066+00:00,10.506981900020037,False,True,
290,artifacts\quant_core_repeated_seed_1000_smoke\seed_000290,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 290 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000290 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:54:15.446333+00:00,2026-04-30T10:54:25.917999+00:00,10.47166670000297,False,True,
291,artifacts\quant_core_repeated_seed_1000_smoke\seed_000291,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 291 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000291 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:54:25.918192+00:00,2026-04-30T10:54:37.428511+00:00,11.510321399982786,False,True,
292,artifacts\quant_core_repeated_seed_1000_smoke\seed_000292,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 292 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000292 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:54:37.428720+00:00,2026-04-30T10:54:47.786987+00:00,10.358269000018481,False,True,
293,artifacts\quant_core_repeated_seed_1000_smoke\seed_000293,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 293 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000293 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:54:47.787180+00:00,2026-04-30T10:54:58.263101+00:00,10.47592359999544,False,True,
294,artifacts\quant_core_repeated_seed_1000_smoke\seed_000294,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 294 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000294 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:54:58.263294+00:00,2026-04-30T10:55:08.571286+00:00,10.307995100010885,False,True,
295,artifacts\quant_core_repeated_seed_1000_smoke\seed_000295,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 295 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000295 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:55:08.571657+00:00,2026-04-30T10:55:19.068758+00:00,10.497101799992379,False,True,
296,artifacts\quant_core_repeated_seed_1000_smoke\seed_000296,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 296 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000296 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:55:19.068951+00:00,2026-04-30T10:55:29.507315+00:00,10.438366400019731,False,True,
297,artifacts\quant_core_repeated_seed_1000_smoke\seed_000297,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 297 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000297 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:55:29.507516+00:00,2026-04-30T10:55:39.839274+00:00,10.33176000000094,False,True,
298,artifacts\quant_core_repeated_seed_1000_smoke\seed_000298,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 298 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000298 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:55:39.839475+00:00,2026-04-30T10:55:50.406858+00:00,10.567384299996775,False,True,
299,artifacts\quant_core_repeated_seed_1000_smoke\seed_000299,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 299 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000299 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:55:50.407063+00:00,2026-04-30T10:56:00.768881+00:00,10.361820500023896,False,True,
300,artifacts\quant_core_repeated_seed_1000_smoke\seed_000300,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 300 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000300 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:56:00.769070+00:00,2026-04-30T10:56:11.409092+00:00,10.640025400003651,False,True,
301,artifacts\quant_core_repeated_seed_1000_smoke\seed_000301,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 301 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000301 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:56:11.409296+00:00,2026-04-30T10:56:21.722965+00:00,10.313670700008515,False,True,
302,artifacts\quant_core_repeated_seed_1000_smoke\seed_000302,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 302 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000302 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:56:21.723157+00:00,2026-04-30T10:56:31.941249+00:00,10.21809390000999,False,True,
303,artifacts\quant_core_repeated_seed_1000_smoke\seed_000303,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 303 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000303 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:56:31.941442+00:00,2026-04-30T10:56:42.417916+00:00,10.476476499985438,False,True,
304,artifacts\quant_core_repeated_seed_1000_smoke\seed_000304,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 304 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000304 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:56:42.418255+00:00,2026-04-30T10:56:52.944464+00:00,10.52621100001852,False,True,
305,artifacts\quant_core_repeated_seed_1000_smoke\seed_000305,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 305 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000305 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:56:52.944657+00:00,2026-04-30T10:57:03.358607+00:00,10.413951599999564,False,True,
306,artifacts\quant_core_repeated_seed_1000_smoke\seed_000306,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 306 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000306 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:57:03.358800+00:00,2026-04-30T10:57:13.797018+00:00,10.438220299984096,False,True,
307,artifacts\quant_core_repeated_seed_1000_smoke\seed_000307,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 307 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000307 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:57:13.797213+00:00,2026-04-30T10:57:24.217738+00:00,10.420526100002462,False,True,
308,artifacts\quant_core_repeated_seed_1000_smoke\seed_000308,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 308 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000308 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:57:24.217929+00:00,2026-04-30T10:57:34.654466+00:00,10.436539999995148,False,True,
309,artifacts\quant_core_repeated_seed_1000_smoke\seed_000309,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 309 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000309 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:57:34.654665+00:00,2026-04-30T10:57:44.962131+00:00,10.307467000006,False,True,
310,artifacts\quant_core_repeated_seed_1000_smoke\seed_000310,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 310 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000310 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:57:44.962329+00:00,2026-04-30T10:57:55.481649+00:00,10.519321700005094,False,True,
311,artifacts\quant_core_repeated_seed_1000_smoke\seed_000311,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 311 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000311 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:57:55.481835+00:00,2026-04-30T10:58:05.749988+00:00,10.268153899989557,False,True,
312,artifacts\quant_core_repeated_seed_1000_smoke\seed_000312,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 312 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000312 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:58:05.750180+00:00,2026-04-30T10:58:16.001243+00:00,10.251064899988705,False,True,
313,artifacts\quant_core_repeated_seed_1000_smoke\seed_000313,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 313 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000313 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:58:16.001437+00:00,2026-04-30T10:58:26.381456+00:00,10.38002020001295,False,True,
314,artifacts\quant_core_repeated_seed_1000_smoke\seed_000314,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 314 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000314 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:58:26.381653+00:00,2026-04-30T10:58:37.098216+00:00,10.716565100010484,False,True,
315,artifacts\quant_core_repeated_seed_1000_smoke\seed_000315,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 315 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000315 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:58:37.098428+00:00,2026-04-30T10:58:47.480837+00:00,10.382410599995637,False,True,
316,artifacts\quant_core_repeated_seed_1000_smoke\seed_000316,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 316 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000316 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:58:47.481034+00:00,2026-04-30T10:58:57.970850+00:00,10.489817699999548,False,True,
317,artifacts\quant_core_repeated_seed_1000_smoke\seed_000317,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 317 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000317 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:58:57.971046+00:00,2026-04-30T10:59:08.617407+00:00,10.646361899998737,False,True,
318,artifacts\quant_core_repeated_seed_1000_smoke\seed_000318,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 318 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000318 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:59:08.617602+00:00,2026-04-30T10:59:18.902163+00:00,10.284562099986942,False,True,
319,artifacts\quant_core_repeated_seed_1000_smoke\seed_000319,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 319 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000319 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:59:18.902357+00:00,2026-04-30T10:59:29.479281+00:00,10.576925300003495,False,True,
320,artifacts\quant_core_repeated_seed_1000_smoke\seed_000320,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 320 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000320 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:59:29.479472+00:00,2026-04-30T10:59:40.022699+00:00,10.543228700000327,False,True,
321,artifacts\quant_core_repeated_seed_1000_smoke\seed_000321,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 321 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000321 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:59:40.170491+00:00,2026-04-30T10:59:50.526086+00:00,10.355594299995573,False,True,
322,artifacts\quant_core_repeated_seed_1000_smoke\seed_000322,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 322 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000322 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T10:59:50.526286+00:00,2026-04-30T11:00:00.790256+00:00,10.263972299988382,False,True,
323,artifacts\quant_core_repeated_seed_1000_smoke\seed_000323,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 323 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000323 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:00:00.790454+00:00,2026-04-30T11:00:11.124545+00:00,10.33409489999758,False,True,
324,artifacts\quant_core_repeated_seed_1000_smoke\seed_000324,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 324 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000324 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:00:11.124760+00:00,2026-04-30T11:00:21.744385+00:00,10.619628099986585,False,True,
325,artifacts\quant_core_repeated_seed_1000_smoke\seed_000325,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 325 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000325 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:00:21.744749+00:00,2026-04-30T11:00:32.496181+00:00,10.751433600002201,False,True,
326,artifacts\quant_core_repeated_seed_1000_smoke\seed_000326,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 326 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000326 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:00:32.496379+00:00,2026-04-30T11:00:42.886269+00:00,10.389892499981215,False,True,
327,artifacts\quant_core_repeated_seed_1000_smoke\seed_000327,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 327 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000327 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:00:42.886483+00:00,2026-04-30T11:00:53.325285+00:00,10.438803700002609,False,True,
328,artifacts\quant_core_repeated_seed_1000_smoke\seed_000328,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 328 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000328 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:00:53.325477+00:00,2026-04-30T11:01:03.932631+00:00,10.607156500016572,False,True,
329,artifacts\quant_core_repeated_seed_1000_smoke\seed_000329,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 329 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000329 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:01:03.932825+00:00,2026-04-30T11:01:14.461730+00:00,10.528905600018334,False,True,
330,artifacts\quant_core_repeated_seed_1000_smoke\seed_000330,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 330 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000330 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:01:14.461919+00:00,2026-04-30T11:01:24.905555+00:00,10.443638100026874,False,True,
