ticker,dir_acc_pct,up_precision_pct,train_samples,test_samples
GAS,66.66666666666666,50.0,68,18
GCB,66.66666666666666,0.0,68,18
GCF,66.66666666666666,100.0,68,18
SHN,66.66666666666666,100.0,68,18
SIP,66.66666666666666,45.45454545454545,68,18
SJC,66.66666666666666,0.0,68,18
SKG,66.66666666666666,50.0,68,18
SKV,66.66666666666666,0.0,68,18
SNZ,66.66666666666666,0.0,68,18
SRC,66.66666666666666,0.0,68,18
LTG,66.66666666666666,44.44444444444444,68,18
MDC,66.66666666666666,75.0,68,18
KMR,66.66666666666666,0.0,68,18
LDG,66.66666666666666,50.0,68,18
VWS,66.66666666666666,50.0,34,9
VW3,66.66666666666666,0.0,68,18
SFI,66.66666666666666,50.0,68,18
SGI,66.66666666666666,57.14285714285714,68,18
BLN,66.66666666666666,0.0,10,3
BIC,66.66666666666666,50.0,68,18
BLW,66.66666666666666,0.0,8,3
SGR,66.66666666666666,0.0,68,18
SHA,66.66666666666666,33.33333333333333,68,18
BLT,66.66666666666666,100.0,68,18
GLW,66.66666666666666,0.0,33,9
GMA,66.66666666666666,66.66666666666666,10,3
KSB,66.66666666666666,25.0,68,18
KSV,66.66666666666666,40.0,68,18
KTS,66.66666666666666,100.0,68,18
KVC,66.66666666666666,20.0,68,18
MDF,66.66666666666666,0.0,68,18
MGC,66.66666666666666,66.66666666666666,68,18
MIC,66.66666666666666,66.66666666666666,68,18
VMD,66.66666666666666,0.0,68,18
VMT,66.66666666666666,0.0,68,18
VNE,66.66666666666666,100.0,68,18
KHP,66.66666666666666,0.0,68,18
KHS,66.66666666666666,0.0,68,18
KHX,66.66666666666666,0.0,8,3
VIX,66.66666666666666,0.0,68,18
CTX,66.66666666666666,0.0,68,18
D11,66.66666666666666,0.0,68,18
DAD,66.66666666666666,66.66666666666666,68,18
GMX,66.66666666666666,50.0,68,18
GTD,66.66666666666666,0.0,68,18
GTS,66.66666666666666,50.0,68,18
LCG,66.66666666666666,0.0,68,18
AGM,66.66666666666666,42.857142857142854,68,18
CMX,66.66666666666666,0.0,68,18
CNG,66.66666666666666,0.0,68,18
SSB,66.66666666666666,100.0,68,18
CPA,66.66666666666666,100.0,68,18
SSG,66.66666666666666,0.0,68,18
STB,66.66666666666666,66.66666666666666,68,18
VIN,66.66666666666666,50.0,68,18
SSC,66.66666666666666,33.33333333333333,68,18
MRF,66.66666666666666,53.84615384615385,68,18
NAB,66.66666666666666,0.0,68,18
NAG,66.66666666666666,0.0,68,18
MML,66.66666666666666,0.0,68,18
KDC,66.66666666666666,100.0,68,18
STL,66.66666666666666,0.0,8,3
SBT,66.66666666666666,33.33333333333333,68,18
CAG,66.66666666666666,0.0,68,18
SD2,66.66666666666666,66.66666666666666,68,18
SD3,66.66666666666666,57.14285714285714,68,18
SD9,66.66666666666666,0.0,68,18
SDG,66.66666666666666,40.0,68,18
GGG,66.66666666666666,0.0,68,18
ELC,66.66666666666666,50.0,68,18
EVF,66.66666666666666,0.0,68,18
F88,66.66666666666666,37.5,68,18
FCM,66.66666666666666,50.0,68,18
ITS,66.66666666666666,0.0,68,18
NAS,66.66666666666666,66.66666666666666,68,18
NBB,66.66666666666666,100.0,68,18
VFG,66.66666666666666,0.0,68,18
VGI,66.66666666666666,0.0,68,18
VGR,66.66666666666666,33.33333333333333,68,18
SCI,66.66666666666666,50.0,68,18
VGS,66.66666666666666,37.5,68,18
VGT,66.66666666666666,33.33333333333333,68,18
DC1,66.66666666666666,60.0,68,18
ALT,66.66666666666666,0.0,68,18
DDB,66.66666666666666,28.57142857142857,68,18
NCT,66.66666666666666,0.0,68,18
CET,66.66666666666666,0.0,68,18
DC4,66.66666666666666,0.0,68,18
CHC,66.66666666666666,0.0,48,12
CIA,66.66666666666666,66.66666666666666,68,18
NJC,66.66666666666666,16.666666666666664,68,18
ILB,66.66666666666666,33.33333333333333,68,18
IST,66.66666666666666,50.0,68,18
ITA,66.66666666666666,33.33333333333333,68,18
FIT,66.66666666666666,0.0,68,18
CGV,66.66666666666666,0.0,68,18
BCP,66.66666666666666,50.0,68,18
S4A,66.66666666666666,0.0,68,18
SAC,66.66666666666666,0.0,68,18
SB1,66.66666666666666,0.0,68,18
BHK,66.66666666666666,0.0,9,3
BHN,66.66666666666666,0.0,68,18
SVD,66.66666666666666,50.0,68,18
SWC,66.66666666666666,42.857142857142854,68,18
SZB,66.66666666666666,50.0,68,18
DHB,66.66666666666666,0.0,68,18
NNC,66.66666666666666,66.66666666666666,68,18
NSC,66.66666666666666,50.0,68,18
NST,66.66666666666666,0.0,68,18
NTC,66.66666666666666,50.0,68,18
SDY,66.66666666666666,0.0,68,18
AAV,66.66666666666666,0.0,68,18
DKG,66.66666666666666,75.0,68,18
NTP,66.66666666666666,0.0,68,18
VC9,66.66666666666666,33.33333333333333,68,18
DL1,66.66666666666666,14.285714285714285,68,18
HUT,66.66666666666666,0.0,68,18
HVA,66.66666666666666,50.0,68,18
HVH,66.66666666666666,0.0,68,18
VET,66.66666666666666,57.14285714285714,68,18
ICT,66.66666666666666,33.33333333333333,68,18
BTP,66.66666666666666,100.0,68,18
VDP,66.66666666666666,0.0,68,18
VDL,66.66666666666666,0.0,68,18
DVN,66.66666666666666,25.0,68,18
HCC,66.66666666666666,0.0,68,18
HD8,66.66666666666666,50.0,68,18
NVT,66.66666666666666,40.0,68,18
QSP,66.66666666666666,66.66666666666666,68,18
BMG,66.66666666666666,0.0,35,9
BMS,66.66666666666666,0.0,68,18
BRC,66.66666666666666,0.0,68,18
BVL,66.66666666666666,50.0,68,18
BVN,66.66666666666666,57.14285714285714,68,18
BWS,66.66666666666666,50.0,68,18
PBP,66.66666666666666,20.0,68,18
PCG,66.66666666666666,0.0,68,18
PCH,66.66666666666666,0.0,68,18
UNI,66.66666666666666,66.66666666666666,68,18
UPH,66.66666666666666,45.45454545454545,68,18
USC,66.66666666666666,100.0,68,18
VAV,66.66666666666666,0.0,68,18
VC1,66.66666666666666,100.0,68,18
RYG,66.66666666666666,80.0,68,18
DXV,66.66666666666666,33.33333333333333,68,18
TCL,66.66666666666666,42.857142857142854,68,18
TCX,66.66666666666666,37.5,68,18
TD6,66.66666666666666,66.66666666666666,68,18
TDF,66.66666666666666,100.0,68,18
TEL,66.66666666666666,0.0,68,18
HTT,66.66666666666666,33.33333333333333,68,18
HU1,66.66666666666666,0.0,68,18
HU4,66.66666666666666,0.0,68,18
PEN,66.66666666666666,33.33333333333333,68,18
PEQ,66.66666666666666,100.0,68,18
DNL,66.66666666666666,66.66666666666666,68,18
DNM,66.66666666666666,0.0,68,18
DNW,66.66666666666666,50.0,68,18
TYA,66.66666666666666,0.0,68,18
THD,66.66666666666666,0.0,68,18
DSN,66.66666666666666,33.33333333333333,68,18
PVG,66.66666666666666,40.0,68,18
PWS,66.66666666666666,0.0,68,18
PXI,66.66666666666666,0.0,68,18
PXL,66.66666666666666,0.0,68,18
QHD,66.66666666666666,0.0,20,6
QNP,66.66666666666666,100.0,68,18
PTN,66.66666666666666,0.0,9,3
PTP,66.66666666666666,40.0,68,18
PTV,66.66666666666666,75.0,68,18
HOM,66.66666666666666,25.0,68,18
TTF,66.66666666666666,50.0,68,18
TV2,66.66666666666666,50.0,68,18
TV4,66.66666666666666,0.0,68,18
TVD,66.66666666666666,50.0,68,18
BRR,66.66666666666666,60.0,68,18
HTN,66.66666666666666,50.0,68,18
CII,66.66666666666666,0.0,68,18
PTX,66.66666666666666,0.0,68,18
CLH,66.66666666666666,50.0,68,18
DTC,66.66666666666666,0.0,68,18
DVC,66.66666666666666,20.0,68,18
DVM,66.66666666666666,0.0,68,18
DTB,66.66666666666666,55.55555555555556,68,18
HPP,66.66666666666666,66.66666666666666,68,18
PMJ,66.66666666666666,100.0,46,12
PMS,66.66666666666666,0.0,68,18
DP3,66.66666666666666,33.33333333333333,68,18
APL,66.66666666666666,50.0,68,18
AST,66.66666666666666,16.666666666666664,68,18
ATA,66.66666666666666,0.0,68,18
BBC,66.66666666666666,100.0,68,18
PIC,66.66666666666666,100.0,68,18
HLO,66.66666666666666,0.0,22,6
HMH,66.66666666666666,100.0,68,18
POS,66.66666666666666,0.0,68,18
POT,66.66666666666666,0.0,68,18
TPP,66.66666666666666,54.54545454545454,68,18
TR1,66.66666666666666,100.0,68,18
TSD,66.66666666666666,100.0,68,18
CQT,66.66666666666666,50.0,68,18
HPA,66.66666666666666,0.0,68,18
HHS,66.66666666666666,0.0,68,18
HID,66.66666666666666,0.0,68,18
HJC,66.66666666666666,0.0,68,18
HJS,66.66666666666666,100.0,68,18
PSL,66.66666666666666,50.0,68,18
PHC,66.66666666666666,50.0,68,18
PTD,66.66666666666666,0.0,68,18
PTM,66.66666666666666,75.0,68,18
TKU,66.66666666666666,25.0,68,18
DSD,66.66666666666666,50.0,24,6
PPC,66.66666666666666,100.0,68,18
PPH,66.66666666666666,0.0,68,18
PPS,66.66666666666666,0.0,68,18
TL4,66.66666666666666,0.0,68,18
PPY,66.66666666666666,25.0,68,18
BT1,66.66666666666666,66.66666666666666,68,18
TLP,66.66666666666666,50.0,68,18
HFB,66.66666666666666,62.5,68,18
TNB,66.66666666666666,50.0,68,18
TNW,66.66666666666666,55.55555555555556,68,18
PMW,66.66666666666666,50.0,68,18
VTP,66.66666666666666,0.0,68,18
VTV,66.66666666666666,50.0,68,18
CCI,66.66666666666666,42.857142857142854,68,18
XLV,66.66666666666666,100.0,68,18
XMC,66.66666666666666,50.0,68,18
CTG,66.66666666666666,0.0,68,18
ADC,66.66666666666666,0.0,68,18
ADS,66.66666666666666,44.44444444444444,68,18
FUCVREIT,66.66666666666666,0.0,68,18
LGM,66.66666666666666,63.63636363636363,68,18
VQC,66.66666666666666,33.33333333333333,68,18
VRE,66.66666666666666,50.0,68,18
VRG,66.66666666666666,28.57142857142857,68,18
VSN,66.66666666666666,40.0,68,18
AG1,66.66666666666666,58.333333333333336,68,18
ACC,66.66666666666666,54.54545454545454,68,18
ABW,66.66666666666666,0.0,68,18
VXT,64.28571428571429,100.0,56,14
LAW,64.28571428571429,0.0,53,14
DXL,64.28571428571429,0.0,54,14
HPH,62.5,0.0,63,16
RAT,62.5,60.0,28,8
PIS,62.5,50.0,60,16
RGG,62.5,0.0,64,16
TTS,61.53846153846154,50.0,51,13
TVA,61.53846153846154,0.0,51,13
ACG,61.111111111111114,50.0,68,18
VSM,61.111111111111114,33.33333333333333,68,18
VSE,61.111111111111114,50.0,68,18
VSF,61.111111111111114,33.33333333333333,68,18
VPR,61.111111111111114,0.0,68,18
VPD,61.111111111111114,0.0,68,18
LHC,61.111111111111114,50.0,68,18
VSC,61.111111111111114,100.0,68,18
TNI,61.111111111111114,0.0,68,18
TMG,61.111111111111114,33.33333333333333,68,18
TLT,61.111111111111114,44.44444444444444,68,18
TMB,61.111111111111114,42.857142857142854,68,18
TIX,61.111111111111114,100.0,68,18
DSH,61.111111111111114,0.0,68,18
DRI,61.111111111111114,37.5,68,18
BSL,61.111111111111114,57.14285714285714,68,18
THW,61.111111111111114,40.0,68,18
TST,61.111111111111114,44.44444444444444,68,18
TRV,61.111111111111114,0.0,68,18
TPS,61.111111111111114,50.0,68,18
HND,61.111111111111114,0.0,68,18
HLC,61.111111111111114,0.0,68,18
PNT,61.111111111111114,75.0,68,18
TIE,61.111111111111114,42.857142857142854,68,18
PND,61.111111111111114,0.0,68,18
PGT,61.111111111111114,80.0,68,18
DPG,61.111111111111114,0.0,68,18
ASP,61.111111111111114,50.0,68,18
CSM,61.111111111111114,44.44444444444444,68,18
PLO,61.111111111111114,0.0,68,18
HPX,61.111111111111114,40.0,68,18
BBM,61.111111111111114,0.0,68,18
BBH,61.111111111111114,0.0,68,18
CTF,61.111111111111114,33.33333333333333,68,18
WCS,61.111111111111114,46.15384615384615,68,18
CCA,61.111111111111114,100.0,68,18
ABI,61.111111111111114,50.0,68,18
PNC,61.111111111111114,0.0,68,18
TNT,61.111111111111114,0.0,68,18
FT1,61.111111111111114,0.0,68,18
HSL,61.111111111111114,50.0,68,18
CIG,61.111111111111114,0.0,68,18
CKG,61.111111111111114,0.0,68,18
CLM,61.111111111111114,0.0,68,18
CMD,61.111111111111114,0.0,68,18
DST,61.111111111111114,0.0,68,18
DTG,61.111111111111114,37.5,68,18
TTP,61.111111111111114,0.0,68,18
PIV,61.111111111111114,0.0,68,18
PTS,61.111111111111114,0.0,68,18
QNC,61.111111111111114,45.45454545454545,68,18
QCG,61.111111111111114,20.0,68,18
QCC,61.111111111111114,0.0,68,18
TGP,61.111111111111114,54.54545454545454,68,18
PLC,61.111111111111114,0.0,68,18
TTG,61.111111111111114,60.0,68,18
UEM,61.111111111111114,0.0,68,18
UIC,61.111111111111114,50.0,68,18
CQN,61.111111111111114,40.0,68,18
DNE,61.111111111111114,0.0,68,18
PET,61.111111111111114,0.0,68,18
TDN,61.111111111111114,0.0,68,18
DMS,61.111111111111114,50.0,68,18
PGC,61.111111111111114,20.0,68,18
EIC,61.111111111111114,50.0,68,18
TDG,61.111111111111114,0.0,68,18
E29,61.111111111111114,0.0,68,18
EIB,61.111111111111114,66.66666666666666,68,18
E12,61.111111111111114,14.285714285714285,68,18
RBC,61.111111111111114,50.0,68,18
VBH,61.111111111111114,33.33333333333333,68,18
PDB,61.111111111111114,14.285714285714285,68,18
V21,61.111111111111114,0.0,68,18
PBT,61.111111111111114,30.0,68,18
PAN,61.111111111111114,16.666666666666664,68,18
PAP,61.111111111111114,50.0,68,18
BMP,61.111111111111114,25.0,68,18
BMJ,61.111111111111114,41.66666666666667,68,18
RIC,61.111111111111114,100.0,68,18
HD6,61.111111111111114,0.0,68,18
HCD,61.111111111111114,50.0,68,18
TA6,61.111111111111114,0.0,68,18
VE8,61.111111111111114,50.0,68,18
VDN,61.111111111111114,66.66666666666666,68,18
VDG,61.111111111111114,20.0,68,18
BTT,61.111111111111114,0.0,68,18
CDO,61.111111111111114,36.36363636363637,68,18
ICN,61.111111111111114,0.0,68,18
ICC,61.111111111111114,33.33333333333333,68,18
NBE,61.111111111111114,0.0,68,18
VES,61.111111111111114,0.0,68,18
DHM,61.111111111111114,0.0,68,18
DHD,61.111111111111114,0.0,68,18
NTL,61.111111111111114,25.0,68,18
NQN,61.111111111111114,0.0,68,18
DHC,61.111111111111114,41.66666666666667,68,18
BHI,61.111111111111114,50.0,68,18
HAH,61.111111111111114,33.33333333333333,68,18
BEL,61.111111111111114,45.45454545454545,68,18
BDW,61.111111111111114,30.0,68,18
BDG,61.111111111111114,100.0,68,18
ITD,61.111111111111114,37.5,68,18
INN,61.111111111111114,33.33333333333333,68,18
TV1,61.111111111111114,60.0,68,18
IJC,61.111111111111114,41.66666666666667,68,18
IFS,61.111111111111114,33.33333333333333,68,18
CI5,61.111111111111114,0.0,68,18
IDV,61.111111111111114,0.0,68,18
ANT,61.111111111111114,0.0,68,18
VGV,61.111111111111114,50.0,68,18
VGG,61.111111111111114,75.0,68,18
CHP,61.111111111111114,40.0,68,18
FCS,61.111111111111114,50.0,68,18
SCS,61.111111111111114,100.0,68,18
SCC,61.111111111111114,0.0,68,18
SC5,61.111111111111114,100.0,68,18
KDH,61.111111111111114,16.666666666666664,68,18
JVC,61.111111111111114,0.0,68,18
MKP,61.111111111111114,45.45454545454545,68,18
NAP,61.111111111111114,50.0,68,18
MTA,61.111111111111114,45.45454545454545,68,18
MSN,61.111111111111114,0.0,68,18
VIP,61.111111111111114,28.57142857142857,68,18
VIF,61.111111111111114,0.0,68,18
VIB,61.111111111111114,50.0,68,18
SRF,61.111111111111114,0.0,68,18
CNN,61.111111111111114,66.66666666666666,68,18
SFC,61.111111111111114,100.0,68,18
SED,61.111111111111114,100.0,68,18
SEA,61.111111111111114,0.0,68,18
DBT,61.111111111111114,0.0,68,18
DBM,61.111111111111114,100.0,68,18
DAN,61.111111111111114,66.66666666666666,68,18
VIT,61.111111111111114,50.0,68,18
C92,61.111111111111114,28.57142857142857,68,18
MZG,61.111111111111114,0.0,68,18
C47,61.111111111111114,0.0,68,18
C32,61.111111111111114,25.0,68,18
KHG,61.111111111111114,0.0,68,18
KKC,61.111111111111114,30.0,68,18
VNB,61.111111111111114,40.0,68,18
VNA,61.111111111111114,40.0,68,18
MFS,61.111111111111114,0.0,68,18
VNC,61.111111111111114,100.0,68,18
VLB,61.111111111111114,40.0,68,18
GMC,61.111111111111114,33.33333333333333,68,18
SHC,61.111111111111114,20.0,68,18
GIC,61.111111111111114,0.0,68,18
BKG,61.111111111111114,33.33333333333333,68,18
BHP,61.111111111111114,0.0,68,18
CMS,61.111111111111114,50.0,68,18
LBM,61.111111111111114,37.5,68,18
L12,61.111111111111114,42.857142857142854,68,18
L10,61.111111111111114,50.0,68,18
CDH,61.111111111111114,100.0,68,18
MCO,61.111111111111114,0.0,68,18
MCH,61.111111111111114,60.0,68,18
MBT,61.111111111111114,0.0,68,18
MAS,61.111111111111114,0.0,68,18
LMC,61.111111111111114,0.0,68,18
LIX,61.111111111111114,40.0,68,18
SMA,61.111111111111114,0.0,68,18
SJE,61.111111111111114,50.0,68,18
SHI,61.111111111111114,50.0,68,18
GEL,61.111111111111114,40.0,68,18
GEG,61.111111111111114,0.0,68,18
GDT,61.111111111111114,60.0,68,18
AGF,61.111111111111114,33.33333333333333,68,18
BDB,60.0,33.33333333333333,38,10
NWT,60.0,0.0,16,5
TBH,60.0,0.0,36,10
DVT,60.0,0.0,39,10
HLY,60.0,33.33333333333333,37,10
DPP,57.14285714285714,33.33333333333333,26,7
VTS,57.14285714285714,0.0,54,14
VGL,56.25,28.57142857142857,61,16
VNY,55.55555555555556,30.0,68,18
LLM,55.55555555555556,28.57142857142857,68,18
LM7,55.55555555555556,33.33333333333333,68,18
AGG,55.55555555555556,20.0,68,18
SLS,55.55555555555556,0.0,68,18
SJM,55.55555555555556,20.0,68,18
SIG,55.55555555555556,100.0,68,18
GDW,55.55555555555556,0.0,68,18
MEC,55.55555555555556,40.0,68,18
VNT,55.55555555555556,28.57142857142857,68,18
VNF,55.55555555555556,0.0,68,18
VNL,55.55555555555556,0.0,68,18
D17,55.55555555555556,75.0,34,9
CVT,55.55555555555556,44.44444444444444,68,18
SCD,55.55555555555556,66.66666666666666,68,18
MTS,55.55555555555556,0.0,68,18
EIN,55.55555555555556,36.36363636363637,68,18
FRM,55.55555555555556,33.33333333333333,68,18
CMV,55.55555555555556,28.57142857142857,68,18
SBG,55.55555555555556,25.0,68,18
GMH,55.55555555555556,0.0,68,18
GMD,55.55555555555556,100.0,68,18
MPC,55.55555555555556,50.0,68,18
MSH,55.55555555555556,28.57142857142857,68,18
KOS,55.55555555555556,0.0,68,18
KSF,55.55555555555556,0.0,68,18
SGH,55.55555555555556,0.0,68,18
VLG,55.55555555555556,0.0,68,18
ILC,55.55555555555556,100.0,68,18
AIG,55.55555555555556,0.0,68,18
APF,55.55555555555556,28.57142857142857,68,18
DCV,55.55555555555556,20.0,68,18
FDC,55.55555555555556,0.0,68,18
NHC,55.55555555555556,40.0,68,18
NET,55.55555555555556,33.33333333333333,68,18
SAB,55.55555555555556,30.0,68,18
DMC,55.55555555555556,0.0,68,18
DM7,55.55555555555556,0.0,68,18
DIG,55.55555555555556,40.0,68,18
DID,55.55555555555556,44.44444444444444,68,18
NTT,55.55555555555556,20.0,68,18
EVE,55.55555555555556,100.0,68,18
SDN,55.55555555555556,11.11111111111111,68,18
NCS,55.55555555555556,33.33333333333333,68,18
HCM,55.55555555555556,20.0,68,18
HDA,55.55555555555556,50.0,68,18
NTF,55.55555555555556,25.0,68,18
DVP,55.55555555555556,40.0,68,18
BHA,55.55555555555556,40.0,68,18
SAV,55.55555555555556,0.0,68,18
NSH,55.55555555555556,37.5,68,18
BHH,55.55555555555556,50.0,68,18
NKG,55.55555555555556,25.0,68,18
VCW,55.55555555555556,0.0,68,18
VCM,55.55555555555556,0.0,68,18
VCR,55.55555555555556,0.0,68,18
VCK,55.55555555555556,40.0,68,18
DBD,55.55555555555556,0.0,68,18
DBC,55.55555555555556,50.0,68,18
CMN,55.55555555555556,50.0,68,18
VCF,55.55555555555556,33.33333333333333,68,18
HVT,55.55555555555556,50.0,68,18
IDC,55.55555555555556,0.0,68,18
VBC,55.55555555555556,20.0,68,18
TCO,55.55555555555556,100.0,68,18
VAF,55.55555555555556,0.0,68,18
V12,55.55555555555556,36.36363636363637,68,18
OPC,55.55555555555556,60.0,68,18
QST,55.55555555555556,63.63636363636363,68,18
REE,55.55555555555556,0.0,68,18
HDP,55.55555555555556,46.15384615384615,68,18
BVH,55.55555555555556,0.0,68,18
TXM,55.55555555555556,50.0,68,18
DXP,55.55555555555556,0.0,68,18
DXG,55.55555555555556,42.857142857142854,68,18
BMK,55.55555555555556,20.0,68,18
PVY,55.55555555555556,40.0,68,18
PVT,55.55555555555556,30.0,68,18
THT,55.55555555555556,0.0,68,18
THG,55.55555555555556,0.0,68,18
TEG,55.55555555555556,100.0,68,18
TED,55.55555555555556,40.0,68,18
TVS,55.55555555555556,28.57142857142857,68,18
TUG,55.55555555555556,0.0,68,18
TTN,55.55555555555556,28.57142857142857,68,18
PJT,55.55555555555556,22.22222222222222,68,18
PJC,55.55555555555556,33.33333333333333,68,18
PHR,55.55555555555556,38.46153846153847,68,18
PGN,55.55555555555556,0.0,68,18
DP1,55.55555555555556,0.0,68,18
PGD,55.55555555555556,50.0,68,18
DMN,55.55555555555556,0.0,68,18
BBT,55.55555555555556,30.0,68,18
HGM,55.55555555555556,42.857142857142854,68,18
PGI,55.55555555555556,50.0,68,18
DTL,55.55555555555556,40.0,68,18
CTD,55.55555555555556,37.5,68,18
PLP,55.55555555555556,50.0,68,18
QNT,55.55555555555556,75.0,68,18
CLX,55.55555555555556,11.11111111111111,68,18
HPB,55.55555555555556,16.666666666666664,68,18
TSJ,55.55555555555556,75.0,68,18
TRA,55.55555555555556,50.0,68,18
TRS,55.55555555555556,0.0,68,18
TPH,55.55555555555556,33.33333333333333,36,9
TPC,55.55555555555556,0.0,68,18
HPW,55.55555555555556,30.0,68,18
DPC,55.55555555555556,27.27272727272727,68,18
PNJ,55.55555555555556,50.0,68,18
PNP,55.55555555555556,50.0,68,18
DSG,55.55555555555556,0.0,68,18
PPE,55.55555555555556,40.0,68,18
DPR,55.55555555555556,25.0,68,18
TN1,55.55555555555556,50.0,68,18
BTD,55.55555555555556,37.5,68,18
TJC,55.55555555555556,50.0,68,18
PRT,55.55555555555556,38.46153846153847,68,18
VPI,55.55555555555556,25.0,68,18
MA1,55.55555555555556,50.0,68,18
L43,55.55555555555556,28.57142857142857,68,18
CTR,55.55555555555556,16.666666666666664,68,18
CCL,55.55555555555556,33.33333333333333,68,18
CC1,55.55555555555556,44.44444444444444,68,18
VTZ,55.55555555555556,12.5,68,18
CC4,54.54545454545454,0.0,40,11
HEV,53.84615384615385,33.33333333333333,50,13
KMT,53.84615384615385,0.0,48,13
CTI,50.0,27.27272727272727,68,18
XHC,50.0,50.0,68,18
LSS,50.0,33.33333333333333,68,18
HHP,50.0,0.0,68,18
BSR,50.0,36.36363636363637,68,18
PRO,50.0,0.0,68,18
TNH,50.0,22.22222222222222,68,18
MBS,50.0,22.22222222222222,68,18
L35,50.0,0.0,68,18
LG9,50.0,100.0,68,18
ACV,50.0,30.76923076923077,68,18
PVP,50.0,38.46153846153847,68,18
HTL,50.0,0.0,68,18
PVC,50.0,36.36363636363637,68,18
DSP,50.0,33.33333333333333,68,18
HPI,50.0,40.0,68,18
APT,50.0,0.0,21,6
CKA,50.0,40.0,68,18
THM,50.0,50.0,68,18
CLC,50.0,33.33333333333333,68,18
HEM,50.0,40.0,68,18
HHC,50.0,100.0,68,18
PHH,50.0,0.0,29,8
PJS,50.0,43.75,68,18
THP,50.0,40.0,68,18
TH1,50.0,18.181818181818183,68,18
TDP,50.0,27.27272727272727,68,18
DSE,50.0,33.33333333333333,68,18
ICF,50.0,0.0,68,18
HVN,50.0,0.0,68,18
VCS,50.0,0.0,68,18
RCD,50.0,33.33333333333333,68,18
RCC,50.0,46.666666666666664,68,18
ODE,50.0,10.0,68,18
CCP,50.0,22.22222222222222,54,14
HCT,50.0,42.857142857142854,40,10
DCL,50.0,100.0,68,18
SSI,50.0,33.33333333333333,68,18
COM,50.0,35.714285714285715,68,18
MKV,50.0,0.0,68,18
BMC,50.0,27.27272727272727,68,18
MSR,50.0,40.0,68,18
MLS,50.0,50.0,68,18
CMT,50.0,50.0,68,18
MIG,50.0,66.66666666666666,68,18
VNZ,50.0,50.0,68,18
SGN,50.0,40.0,68,18
GEX,50.0,0.0,68,18
VJC,50.0,40.0,68,18
KCB,50.0,35.714285714285715,68,18
CAP,50.0,0.0,68,18
VC6,50.0,0.0,68,18
HDG,50.0,40.0,68,18
SZC,50.0,38.46153846153847,68,18
NTH,50.0,0.0,68,18
VEC,50.0,22.22222222222222,68,18
HAG,50.0,0.0,68,18
H11,50.0,0.0,68,18
VFC,50.0,33.33333333333333,68,18
NT2,50.0,37.5,68,18
AFX,50.0,25.0,68,18
MH3,50.0,30.0,68,18
AAA,50.0,18.181818181818183,68,18
AAT,50.0,33.33333333333333,68,18
VPC,50.0,0.0,16,4
VTQ,50.0,25.0,68,18
SLD,45.45454545454545,33.33333333333333,43,11
DNT,45.45454545454545,0.0,42,11
LTC,44.44444444444444,18.181818181818183,68,18
TIN,44.44444444444444,16.666666666666664,68,18
BCM,44.44444444444444,0.0,68,18
PMC,44.44444444444444,18.181818181818183,68,18
DRL,44.44444444444444,36.36363636363637,68,18
CRC,44.44444444444444,0.0,68,18
QBS,44.44444444444444,28.57142857142857,68,18
ARM,44.44444444444444,0.0,68,18
VPS,44.44444444444444,14.285714285714285,68,18
TCW,44.44444444444444,0.0,68,18
TTD,44.44444444444444,46.15384615384615,68,18
ASG,44.44444444444444,23.076923076923077,68,18
PVD,44.44444444444444,0.0,68,18
DTP,44.44444444444444,25.0,68,18
TNG,44.44444444444444,40.0,68,18
MVN,44.44444444444444,20.0,68,18
INC,44.44444444444444,28.57142857142857,35,9
VHC,44.44444444444444,30.0,68,18
NBC,44.44444444444444,0.0,68,18
DCF,44.44444444444444,22.22222222222222,68,18
ANV,44.44444444444444,30.76923076923077,68,18
VIC,44.44444444444444,0.0,68,18
CAN,44.44444444444444,18.181818181818183,68,18
DCM,44.44444444444444,25.0,68,18
CKD,44.44444444444444,0.0,68,18
TNP,44.44444444444444,41.17647058823529,68,18
BSD,44.44444444444444,41.66666666666667,68,18
VPL,44.44444444444444,0.0,68,18
BRS,44.44444444444444,28.57142857142857,68,18
TLG,44.44444444444444,30.0,68,18
WSS,44.44444444444444,20.0,68,18
AGR,44.44444444444444,33.33333333333333,68,18
VTC,44.44444444444444,16.666666666666664,68,18
VOC,44.44444444444444,16.666666666666664,68,18
FMC,44.44444444444444,23.076923076923077,68,18
FTS,44.44444444444444,0.0,68,18
DAT,44.44444444444444,12.5,68,18
IN4,44.44444444444444,42.857142857142854,35,9
SCR,44.44444444444444,30.0,68,18
VC5,44.44444444444444,23.076923076923077,68,18
VCB,44.44444444444444,14.285714285714285,68,18
VDT,44.44444444444444,41.66666666666667,68,18
QTC,44.44444444444444,40.0,68,18
BMI,44.44444444444444,33.33333333333333,68,18
BQB,44.44444444444444,28.57142857142857,68,18
TCB,44.44444444444444,0.0,68,18
DWS,44.44444444444444,41.17647058823529,68,18
VDS,44.44444444444444,30.76923076923077,68,18
DLG,44.44444444444444,18.181818181818183,68,18
DHN,44.44444444444444,30.0,68,18
DHG,44.44444444444444,22.22222222222222,68,18
IHK,44.44444444444444,37.5,68,18
GVR,44.44444444444444,33.33333333333333,68,18
PTE,42.857142857142854,0.0,28,7
STW,41.66666666666667,22.22222222222222,48,12
TVP,41.17647058823529,28.57142857142857,67,17
UDL,40.0,40.0,16,5
