Meta_CP,Meta_Năm,Meta_Kỳ,Chỉ tiêu cơ cấu nguồn vốn_(Vay NH+DH)/VCSH,Chỉ tiêu cơ cấu nguồn vốn_Nợ/VCSH,Chỉ tiêu cơ cấu nguồn vốn_TSCĐ / Vốn CSH,Chỉ tiêu cơ cấu nguồn vốn_Vốn CSH/Vốn điều lệ,Chỉ tiêu hiệu quả hoạt động_Vòng quay tài sản,Chỉ tiêu hiệu quả hoạt động_Vòng quay TSCĐ,Chỉ tiêu hiệu quả hoạt động_Số ngày thu tiền bình quân,Chỉ tiêu hiệu quả hoạt động_Số ngày tồn kho bình quân,Chỉ tiêu hiệu quả hoạt động_Số ngày thanh toán bình quân,Chỉ tiêu hiệu quả hoạt động_Chu kỳ tiền,Chỉ tiêu hiệu quả hoạt động_Vòng quay hàng tồn kho,Chỉ tiêu khả năng sinh lợi_Biên EBIT (%),Chỉ tiêu khả năng sinh lợi_Biên lợi nhuận gộp (%),Chỉ tiêu khả năng sinh lợi_Biên lợi nhuận ròng (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Tỷ đồng),Chỉ tiêu khả năng sinh lợi_EBIT (Tỷ đồng),Chỉ tiêu khả năng sinh lợi_Tỷ suất cổ tức (%),Chỉ tiêu thanh khoản_Chỉ số thanh toán hiện thời,Chỉ tiêu thanh khoản_Chỉ số thanh toán tiền mặt,Chỉ tiêu thanh khoản_Chỉ số thanh toán nhanh,Chỉ tiêu thanh khoản_Khả năng chi trả lãi vay,Chỉ tiêu thanh khoản_Đòn bẩy tài chính,Chỉ tiêu định giá_Vốn hóa (Tỷ đồng),Chỉ tiêu định giá_Số CP lưu hành (Triệu CP),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA,ticker_
DPM,2013,4,0.0076516169,0.1336583193,0.2536639008903426,1.3730975105495589,0.9691858286,4.3729020488,2.663931209885679,66.098124225,26.1323550045,94.89441043938568,5.5220931649,0.08967185051864042,0.2337326241643956,0.10956146477836128,0.2340583133,0.0,0.2003504222,2720630257621.0,211755389569.0,0.0683060109,6.1442887871,4.7151805237,5.0481742118,-535.1629747355092,1.156292740067824,13905593916000.0,379934260.0,6.484212268,1.487863287,1.3417960589,9.0877551025,680.969582458818,24599.0342792145,3.6541776909,DPM
DPM,2013,3,0.0028425941,0.1130954979,0.23203506502049392,1.4746536810577342,0.9730162004,4.6134640575,2.9245343872401066,67.432386501,19.7677329852,90.1246538734401,5.4128293382,0.17531608785889216,0.32470669735062824,0.1919160066239641,0.2583786004,8.5708407477,0.2223496442,3065758567380.0,333507113478.0,0.0578703703,7.3411941022,5.4441329313,5.9247950333,-337.77445768401265,1.1344238078949664,16413160032000.0,379934260.0,6.5959208662,1.6368133281,1.5112432933,-78.6836894886,960.91743149986,26392.7469661172,3.7884742966,DPM
DPM,2013,2,0.0077464098,0.1531313109,0.24425851900183182,1.4220952445639183,1.1238414993,5.2163333987,2.36774596962297,52.7356944642,20.2877618965,75.39120233032298,6.9213083037,0.28197727944789297,0.3425173601356056,0.27630862714221105,0.2872476491,8.1145228375,0.2435478701,3349296392792.0,906816517380.0,0.0611246943,5.5468667294,4.3092210989,4.638575796,-613.3192908724562,1.174990834271678,15539311234000.0,379934260.0,5.7897767619,1.6072195573,1.2600311781,21.5490202905,2338.790353217949,25447.6744096184,2.8951293493,DPM
DPM,2013,1,0.002200945,0.1379736465,0.2413223064916697,1.4359751256748325,1.240958939,5.7255814244,1.8540696193055575,43.8118202525,22.0045586044,67.67044847620555,8.3310850335,0.24733321871247962,0.37488780918731707,0.244310592716434,0.3077325266,7.9756434736,0.2577409625,3498511955763.0,713242511028.0,0.0,6.0029129341,4.7191834575,5.0962543944,-1639.3248980905535,1.1602813675984645,15273357252000.0,379934260.0,5.4249580263,1.5644429146,1.1333231472,34.7241016258,1854.3367745830556,25696.0478548605,2.5957968314,DPM
VGC,2015,4,0.0,0.0,0.9284553501539646,0.7365079758655069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09129300039897376,0.2298627463123827,0.04473714682837137,0.0,0.0,0.0,0.0,184271061524.0,0.0248524386,0.0,0.0,0.0,-5.2176137827304805,3.532049943699016,4941165000000.0,307000000.0,12.9637422658,1.4358111681,0.6318702404,4.7116323989,294.13693625081436,11209.6913279584,5.3102308649,VGC
VGC,2015,3,0.0,0.0,0.9635089537398039,0.6985920179930858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07888233233354161,0.2025241020465456,0.039325590898309816,0.0,0.0,0.0,0.0,171844197038.0,0.0,0.0,0.0,0.0,-3.8078239934730123,3.9760325424899845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGC
VGC,2015,2,0.0,0.0,1.0276242116905991,0.6701024264119549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12501656783228773,0.24363416850099973,0.045529108518792806,0.0,0.0,0.0,0.0,227521259753.0,0.0,0.0,0.0,0.0,-5.741933536313392,4.132170878046003,0.0,264500000.0,0.0,0.0,0.0,0.0,313.2693329111531,0.0,0.0,VGC
VGC,2015,1,0.0,0.0,1.367886639200561,0.5993318938835731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08389029346620726,0.20427764643649796,0.038577910665955756,0.0,0.0,0.0,0.0,151256735930.0,0.0,0.0,0.0,0.0,-3.683493722404867,4.551032443657261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGC
VEF,2016,4,0.0,0.0069725215,0.0015252082969672528,1.0474524381790238,0.0111905118,0.7925887619,119.258618159078,0.2743530599,20.4647325329,139.997703751878,1330.4025115222,-0.845418252933943,-0.11671823918757213,2.310451725396968,0.02578405,0.0,0.0255741875,-25721158153.0,-5345745459.0,0.0,136.4666794966,0.237920034,136.4666794966,0.0,1.006972521490049,8996618700000.0,166604050.0,202.5216539525,5.1553653447,462.8319837046,-274.670961345,87.68958198195062,10474.5243817902,-349.6624723768,VEF
VEF,2016,3,0.0,0.0,0.001724045901932078,1.0386834799808289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.63257006666667,-83.32886193333333,76.04456486666666,0.0,0.0,0.0,0.0,-12555908408.0,0.0,0.0,0.0,0.0,0.0,1.0063326886499047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEF
VEF,2016,2,0.0,0.0,0.021315246296420717,1.0332062135014124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.83616538500493,-3.0937198901102385,2.9761137484639555,0.0,0.0,0.0,0.0,-12218624849.0,0.0,0.0,0.0,0.0,0.0,1.0030735575948804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEF
VEF,2016,1,0.0,0.0,0.024261335899401014,1.0275165185828317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9029267108620461,-0.5425007363804183,1.1426175220874377,0.0,0.0,0.0,0.0,-8857607541.0,0.0,0.0,0.0,0.0,0.0,1.00403382810631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VEF
PNJ,2013,4,1.079590518,1.1763439997,0.3764719620944032,0.3874477529016828,3.2417066291,19.1752969599,1.390059973230255,41.5820133044,3.6148317587,46.58690503633026,8.7778337553,0.03450134995595714,0.08033721550494081,0.018215068785374336,0.127479506,11.5698570039,0.059338378,340342485332.0,87664921096.0,0.064516129,1.2134337622,0.3587627263,0.4452535259,-4.136759439200321,2.240033392574742,2343486106000.0,75596326.0,13.8114334331,1.7777647681,0.2628941109,-88.5647192327,612.2374399517776,17437.6276067437,9.1943260077,PNJ
PNJ,2013,3,1.0891190786,1.1801846307,0.39401326153940347,0.36336585096227936,3.0390415983,17.6902885785,1.2857451044498043,41.9837899579,2.3775361771,45.6470712394498,8.6938316041,0.023170412550611197,0.05999908739773462,0.012762893266122888,0.1211160587,10.9020767337,0.0581976561,312389596176.0,59124116878.0,0.0337837837,1.1256450387,0.3473860539,0.4303965202,-2.8353024027928346,2.249000425553223,2237651249600.0,75596326.0,11.8960691858,1.7533326096,0.2830218134,-66.0497937414,430.80362446450107,16882.1362456689,9.7024061621,PNJ
PNJ,2013,2,0.9259532514000001,0.980670907,0.35898034212668245,0.35409813471789436,2.6008823733,15.9624624533,1.1610413847657213,46.412845446,2.3705239169,49.94441074766572,7.8642021727,0.023985379055801878,0.0666775030780202,0.011522949180314289,0.1657410324,8.02786607,0.0780258334,347235113116.0,49158305438.0,0.0,1.072648298,0.2142379224,0.29618651,-2.248238340880896,1.9806709070662911,1936722689400.0,71997126.0,9.3924623949,1.6024631031,0.2817687941,-19.9137853232,328.0188513080369,16786.657956451,7.8926642228,PNJ
PNJ,2013,1,1.0636963474999999,1.0514845249,0.33373420802566883,0.38289691412364774,2.3489107614,14.939336153,1.5839395990326954,50.0047671097,2.9075243146,54.4962310233327,7.2993040683,0.05558705342413366,0.09968707694502998,0.03727275602456243,0.1790244578,7.9084925968,0.0810299998,366782371290.0,98340279953.0,0.0,1.2240341538,0.4993062682,0.5901457152,-5.013284296016447,2.051484524915971,1907923839000.0,71997126.0,8.5748398199,1.4599009976,0.2958019683,18.9168669882,915.8706312388081,18151.915810274,6.8946755518,PNJ
ANV,2013,2,0.7527985774,0.9715588541,0.374822697737175,0.5122768134954578,0.7968689704,3.5166093534,107.18202406478366,160.7083885028,25.9760218933,293.8664344608837,2.2711944497,0.0191741152995614,0.14401448315100612,0.0028221913844707356,0.0155572243,5.694040566,0.0087337669,133079964126.0,13320491629.0,0.0,1.3551012274,0.0934249123,0.7428762504,-0.7081146106950367,1.9724753160410788,452676225000.0,65605250.0,20.6820755264,0.333363646,0.2266777019,0.0,29.884967392091333,20698.1177519394,10.3575202899,ANV
ANV,2013,1,0.6257467276,0.7677233132,0.3740822644675474,0.5336832894413455,0.7898981835,3.1211358007,102.9707622241497,153.4635504746,21.0755217087,277.5098344074497,2.3784149322,0.029945535019412488,0.11863490250414277,0.012984394720127931,0.0216337352,5.776562893,0.0127954547,149919478778.0,14654811504.0,0.0,1.4518189827,0.0719253706,0.7468380837,-1.0253498256953053,1.7684716436183565,459236750000.0,65605250.0,14.9754284044,0.3246297233,0.2425849557,8.7588307321,96.85705826896475,21563.028573803,8.7075878841,ANV
ANV,2011,2,0.0,0.0,0.4778602377464068,0.5244388332023963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022821371343162058,0.0949498266070339,0.04162227851272842,0.0,0.0,0.0,0.0,10811452198.0,0.0,0.0,0.0,0.0,-1.032645191199593,1.404881258631704,498599900000.0,65605250.0,10.0421966009,0.356522756,0.3457381242,0.0,300.5588711116869,21317.0123660835,3.6762009125,ANV
ANV,2010,2,0.0,0.0,0.4376234712341245,0.5509689752598274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026610895955408526,0.16942227296611875,0.07569250217182669,0.0,0.0,0.0,0.0,10001791577.0,0.0604026845,0.0,0.0,0.0,-1.0266050912346263,1.4611950654249717,984078750000.0,0.0,-20.8671726485,0.6697806856,0.5967550405,4.4814607512,0.0,22395.390492392,13.3095077,ANV
HHV,2020,3,5.6797234641,3.3282599956,3.2124375347676373,1.3246524112371498,0.0380275803,0.0632084627,17.442525359124275,84.6818892219,1141.5311075582,1243.655522139224,4.3102486654,0.5062730536346863,0.5551495094042208,0.10748347076549851,0.0011448294,0.0193636664,0.0002702631,744930631873.0,149353138036.0,,0.4598067692,0.0742092345,0.4176134334,-1.281486065200748,4.3282599956267775,4545529530000.0,267384090.0,377.8907252507,0.7394836561,3.915742557,-2.7661355331,118.58661130510795,22989.0138330108,35.2112173938,HHV
HHV,2020,2,0.0,0.0,3.24047660809931,1.281128621015429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268464851559464,0.7509940412474201,0.133413392336377,0.0,0.0,0.0,0.0,153402551280.0,,0.0,0.0,0.0,-1.4603386800168265,4.387793862857969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HHV
HHV,2020,1,0.0,0.0,1.917764818845789,1.3462464142160906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246660285241559,0.39555750533465633,-0.03256599154719947,0.0,0.0,0.0,0.0,98865278153.0,,0.0,0.0,0.0,-0.7298248608131502,4.117541235429201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HHV
HHV,2019,4,5.7953196511,3.2963864126,1.8516872790599361,1.3161237753787014,0.0314247214,0.0669325355,32.453927465029444,126.9736127335,796.0263414937,955.4538816922294,2.8746130172,0.44567235195525245,0.5617337947582964,-0.14589749431587984,0.0567694499,0.005696645,0.0132461371,202888428918.0,141097483147.0,,0.7553123572,0.3021728479,0.7154209201,-0.5768943834743113,4.116481334048978,4411837485000.0,267384090.0,18.6252351547,0.7433236421,9.2472348438,16.3704903402,-172.74912068253576,22197.5988199335,127.0091250066,HHV
GMD,2013,4,0.6808681941,0.6032883433,0.6713548899634036,1.0449047443446766,0.3495375307,1.0518226242,43.28286127295747,17.6274168364,48.1110429684,109.02132107775746,20.7063804859,0.08207628701650359,0.20286997245167462,-0.04033219089416016,0.0432993408,0.0,0.026605301,565626796385.0,57750961681.0,0.0,2.0152249389,0.9899696532,1.9159607255,-2.0742018120589383,1.7114137443100104,3718704242500.0,114421669.0,19.2110929824,0.8292673422,1.4726739106,11.8232905281,-248.01905868022254,39191.2213900848,8.89784403,GMD
GMD,2013,3,0.6005941724,0.5934162937,0.6255239913622112,1.0518698210161654,0.3401944286,1.045678539,46.94655145612169,17.4305320005,58.9656676065,123.34275106312168,20.9402673416,0.08095813614375647,0.1802249008422575,0.04187760528181515,0.0434865768,10.526793548,0.0268316656,503480724097.0,52620233679.0,0.0,1.9943732245,1.0387957713,1.8987580982,-1.9315199941491723,1.6873206045507496,3947547580500.0,114421669.0,19.95471345,0.8799364807,1.6042975835,-24.7281719156,237.88432846579087,39207.3754813085,9.8134759945,GMD
GMD,2013,2,0.574121167,0.594237594,0.6010596066620026,1.0468230198874333,0.3491044275,1.0912940213,48.846447014627955,15.4696125952,54.7216156395,119.03767524932796,23.5946438705,0.09258213868868881,0.1819880821226557,-0.012485635271118595,0.0468365641,8.1468228328,0.029365776,530365275668.0,56371583746.0,0.0,1.9572230256,1.0439853647,1.8677210623,-1.8765626027176525,1.6875263512342538,3055058562300.0,114421669.0,14.308063681,0.6842774373,1.2407657089,7.6835889705,-66.44088266183218,39019.2611130851,7.3965175094,GMD
GMD,2013,1,0.5129993997,0.5066710671,0.4111728883489537,1.063893156291272,0.3703355744,1.1616898105,45.95909046977941,13.4104015244,46.8541292834,106.22362127757941,27.2176787052,0.017733650462463824,0.13565436720211949,0.2589975143942553,0.0481353435,8.4214348384,0.0309121355,503570105255.0,10033270208.0,0.0,2.5282408312,1.1783077234,2.4450284279,-0.3357268412667311,1.5602247275320527,3158038064400.0,114421669.0,14.4304512321,0.6857080534,1.251098204,346.2401596995,1280.6536224532786,40250.3658215083,7.836108598,GMD
VSC,2013,4,0.0202340234,0.2818698342,0.5167278824088013,0.2360028000392296,0.7241249833,1.9282528704,51.67649912671269,9.5718035883,59.2800179314,120.5283206464127,38.1328342804,0.34916151277126706,0.39944201911518784,0.36895968020801495,0.2930813345,10.6181358666,0.2198880208,359697610433.0,75127060635.0,0.0215827338,2.0614816289,1.4656378818,2.0183570703,-277.19537934157233,1.2818698342522035,1990900475000.0,28646050.0,8.2795152525,2.2533618388,2.5141602131,8.3059526887,2771.304164692863,30842.8050930931,4.7765509461,VSC
VSC,2013,3,0.0378015428,0.327281754,0.4880321744084538,0.21487053740701834,0.7367357222,2.0819722796,53.38333491871576,10.1205829694,51.7865049185,115.29042280661577,36.0651161202,0.3599852029145287,0.4063148704623861,0.27830035754329374,0.2854700108,11.4227239875,0.2115179254,342658416664.0,76754652322.0,0.0234375,2.0690366706,1.4531332276,2.0158865706,-165.56581561540455,1.3272817540478636,1833347200000.0,28646050.0,8.2063045675,2.2791157911,2.3567333643,-8.3463982661,2071.4243534099814,28081.0655822356,4.4823024109,VSC
VSC,2013,2,0.038828404,0.3182357161,0.4704960116313951,0.2104830160027465,0.7247784098,2.1785531372,56.76806870269284,11.6661479867,51.9786507025,120.41286739189283,31.2871052566,0.3265611137658508,0.36487532255490995,0.2891552176992319,0.2814811298,8.674131028,0.2055068962,323385673621.0,63595251712.0,0.0308641975,2.1588541449,1.4736509448,2.103043173,-102.70285605023126,1.3182357161136493,1392198030000.0,28646050.0,6.4405454392,1.4826039476,1.8290669667,29.0008472172,1965.7419679502061,32780.1636290814,3.4249108005,VSC
VSC,2013,1,0.0891044686,0.3628943201,0.47001984182828754,0.2082614355719217,0.746404239,2.4473605739,58.258362512346906,12.6984330301,51.5925637846,122.54935932704691,28.7437039777,0.3147316232860395,0.35321806165666575,0.2682787722403497,0.2946191353,6.4253342803,0.2119761886,323969078225.0,53111696427.0,0.0,2.1354260814,1.5052930367,2.0851015198,-479.2795326499723,1.3628943201310393,1031266152000.0,28646282.0,4.7014679668,1.1099402077,1.3390146629,81.5200048151,1580.402976239639,32434.1795614802,3.1670026343,VSC
NT2,2013,4,5.6536825147,3.3714478934,3.2777945466113794,0.9683597715306821,0.4581602832,0.6107964464,0.0022127413561795818,14.609892285,13.7503220935,28.36242711985618,24.9830726248,0.1694144926515989,0.18350122851987266,0.060447160504054215,0.002951178,0.0,0.0006403197,1256993360351.0,269396625088.0,0.0,0.9523512834,0.1458354939,0.8460799301,-4.217632274196298,4.371447893497709,2008320000000.0,256000000.0,244.3444458829,0.7204281442,0.3414930794,2.2273737007,375.4719780820312,10889.3580340469,8.2740194093,NT2
NT2,2013,3,6.2103210153,3.6041907031,3.484108884365434,0.9349701118487361,0.3899098804,0.5145626363,4.559560479912848,13.8616167542,31.839777041,50.26095427511285,26.3317047694,0.10830473952381008,0.11745379290654501,-0.0804726565878378,0.0027635511,0.0,0.000549539,1339005773621.0,123083034297.0,0.0,1.002715122,0.3961077229,0.8884343916,-1.9313453518890467,4.604190703158527,1638400000000.0,256000000.0,213.2711808905,0.6087187901,0.3005844358,1.3338683916,-357.23919761328125,10513.8860559648,7.8445427786,NT2
NT2,2013,2,5.918837953500001,3.5720239503,3.4577760579987586,0.966738381998454,0.3899098804,0.5145626363,4.559560479912848,13.8616167542,31.839777041,50.26095427511285,26.3317047694,0.16294860260122895,0.17709105159370375,0.0014786209029459534,0.0027635511,0.0,0.000549539,1339005773621.0,249242270423.0,0.0,0.8736765771,0.2686792295,0.7767352335,-3.6257541532762305,4.572023950366113,1433600000000.0,256000000.0,186.6122832792,0.5151260673,0.2630113813,1.1671348427,8.8346212265625,10871.1252535781,7.5914232894,NT2
NT2,2013,1,6.2911749839999995,3.8468246516,3.5432004405690116,0.9669927660329787,0.3899098804,0.5145626363,4.559560479912848,13.8616167542,31.839777041,50.26095427511285,26.3317047694,0.06091588560924335,0.06811274270702156,0.0007939167073377544,0.0027635511,0.0,0.000549539,1339005773621.0,98976606954.0,0.0,0.8217878068,0.2159989074,0.7487163237,-1.4127012446491936,4.780186883343585,1254400000000.0,256000000.0,163.2857478693,0.4508256441,0.2301349587,1.0212429873,5.0389143359375,10868.9469277461,7.8707227934,NT2
REE,2013,4,0.1463742918,0.3373827118,0.008027317451710793,0.9593964576459544,0.3567782618,57.5269420859,89.37152190612379,111.1286285308,34.2139489589,234.71409939582378,3.2844821791,0.07910720803038171,0.20396327658486818,0.1868509579990461,0.2073490646,8.5726743295,0.1442571061,1205886934795.0,57718230651.0,0.0551724137,1.8035407896,0.7343557244,1.4204202053,-3.7234916247959755,1.3328690934880907,7646825502000.0,263683638.0,7.3191961796,1.4714989544,3.168477405,-175.5167798064,517.0220903884829,19707.7951780687,6.330538485,REE
REE,2013,3,0.3532258909,0.4784587716,0.008354015953147702,0.8570197918772526,0.3504742066,58.4672712717,70.89747185168301,110.9988976656,40.9854649245,222.881834441783,3.2883209444,0.22269467847722169,0.27720750599179556,0.3564400373498271,0.236023724,12.8596481916,0.1519027133,1212334439069.0,124873167789.0,0.0283911671,1.9889456738,0.8866088419,1.602263243,-8.734049172746596,1.4785095955528103,8358771324600.0,263683638.0,7.7113870825,1.8006376195,3.5669205721,-36.4364824583,757.9884506068594,17604.8748824681,7.0143255783,REE
REE,2013,2,0.3246470653,0.4870256578,0.00875928814160224,0.8200197406565694,0.3711835116,58.4904499358,65.66280326862231,107.6799268804,40.2109902241,213.5537203731223,3.3896754072,0.1540909112196659,0.25819839636652203,0.41760210636682144,0.2149389539,9.5221663713,0.1419135636,1074339634654.0,94038307641.0,0.0355731225,1.9270744822,0.9499105007,1.5705270697,-7.3751365849546,1.4870780918616546,6189408141400.0,244640638.0,6.934038279,1.3934918006,2.6510418776,38.7908638784,1041.7460472368455,18155.8298282743,5.7689127979,REE
REE,2013,1,0.3787667363,0.7317829905,0.010337199359941537,0.7223587591368216,0.4018506256,61.9470339692,61.15397819258617,107.4497562129,32.2752573664,200.87899177188615,3.3969365112,0.21587278637188345,0.2755061593308883,0.7503301982734532,0.1287329613,10.0867216898,0.0870254465,718975510038.0,110691150295.0,0.0,1.4911079629,0.8568171266,1.251698793,-7.583140672866524,1.7318417787432598,6556369098400.0,244640638.0,12.6002055369,1.6756760199,2.7331909292,-395.0919204256,1572.6744400331395,15993.5451009395,8.7112033766,REE
DGW,2015,4,0.0,0.0,0.1334668607499128,0.27521286499379094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027013059501141266,0.06666865453026218,0.019695623388428014,0.0,0.0,0.0,0.0,25536240689.0,0.0576923077,0.0,0.0,0.0,-4.7175586739010065,2.0605619401222572,792008360000.0,30461860.0,7.6850376534,1.3079518028,0.1884228717,-27.5865776251,611.2185149232515,19878.4083208657,7.5506537392,DGW
DGW,2015,3,0.0,0.0,0.1388384902021671,0.2668069949408904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03302156346817271,0.04726569201256486,0.02210188015222164,0.0,0.0,0.0,0.0,38523561142.0,0.0,0.0,0.0,0.0,-11.111062447118163,2.0820985902485383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DGW
DGW,2015,2,0.0,0.0,0.13903392176355225,0.26578934776206503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411614571672919,0.06520710508785088,0.024660064151855475,0.0,0.0,0.0,0.0,47716376873.0,0.0,0.0,0.0,0.0,-5.785868248438866,2.6156161274425633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DGW
DGW,2015,1,0.0,0.0,0.15594386083941894,0.23925016958305323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04678999728458425,0.07554611590133983,0.03339441276150334,0.0,0.0,0.0,0.0,43649149169.0,0.0,0.0,0.0,0.0,-7.266886967269057,2.5458412115408926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DGW
CTD,2013,4,0.0566345922,0.9050106624,0.10866913746481649,2.119452932589173,1.5160805239,25.9350588598,103.89073049082918,23.427667135,50.6480073867,177.9664050125292,15.5798696428,0.02526643582627258,0.06895253480784508,0.02912336860852417,0.1174016777,0.0,0.0629827777,430323413262.0,61330094894.0,0.0149253731,1.9950744765,0.8357990385,1.871084058,0.0,1.988285587065052,2822934048000.0,42133344.0,10.9783382363,1.2260420812,0.4560731877,7.6682529461,1677.8198625297816,54647.3901866655,5.2742088047,CTD
CTD,2013,3,0.0,0.8167837419,0.10698933088180088,2.0544209297183587,1.3139647368,22.1599573482,116.9741632808897,32.6232185601,46.1083311912,195.7057130321897,11.1883503869,0.04570147546572581,0.07614844179179414,0.043102930515218914,0.1184541067,11.2993968,0.0644818049,434290086631.0,68701590917.0,0.0,2.1164552264,0.7936973011,1.8799941704,0.0,1.8892754826624427,2485867296000.0,42133344.0,9.805863413,1.1131261336,0.4812133939,-19.6755083601,1537.8622690855016,53003.8763956642,4.8376280987,CTD
CTD,2013,2,0.0,0.9060978956,0.11416171103015241,1.9948136585623972,1.2884205242,20.6745190856,119.9285172296193,32.0912959504,41.5388070491,193.5586202291193,11.3738005645,0.06449308761044162,0.08593113279989296,0.060684541033680435,0.1147632735,8.10109296,0.0643335604,403577118620.0,83180945319.0,0.0,1.9852262082,0.7820494821,1.7669445239,0.0,1.9770444611262288,1782240451200.0,42133344.0,7.4483593925,0.8232018813,0.3719109532,8.5396055558,1857.6454356435606,51384.7222157346,3.0796057316,CTD
CTD,2013,1,0.0,0.7333927608,0.10526503664058695,1.9140971040761088,1.3089277705,19.4812293948,120.28032423355651,30.2786169365,30.1836215707,180.74256274075654,12.0547117711,0.03912234894381361,0.07729275726938988,0.046247446780576414,0.105784061,6.8945472,0.0627678718,337032535058.0,37920625069.0,0.0,2.0501626242,0.7925575277,1.8752163569,0.0,1.7333927608790438,1516800384000.0,42133344.0,7.0176678317,0.730141199,0.3381492312,66.874360891,1063.9283885703446,49305.5316544076,2.6296319018,CTD
VGT,2015,4,0.0,0.0,0.6445282249682383,1.4665822644496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03598858268985092,0.13676484033680408,0.04221934663202184,0.0,0.0,0.0,0.0,144501345684.0,0.0,0.0,0.0,0.0,-1.3186442985423188,2.565216293182091,0.0,500000000.0,0.0,0.0,0.0,0.0,339.038214136,0.0,0.0,VGT
VGT,2015,3,0.0,0.0,0.8036731691361984,1.1167855875446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01533812155897524,0.10577005588100565,0.009649827747528535,0.0,0.0,0.0,0.0,60456111575.0,0.0,0.0,0.0,0.0,-0.7869136483238586,3.2694869005461453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGT
VGT,2015,2,0.0,0.0,0.6305560478366256,1.4071812661486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008749953303367025,0.1267772799283567,0.0319635993279229,0.0,0.0,0.0,0.0,33061678143.0,0.0,0.0,0.0,0.0,-0.3507019654930586,2.61386715935428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGT
VGT,2015,1,0.0,0.0,0.9286095668013361,1.1674681822096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025002428331369043,0.12294102214183404,0.015731234730033777,0.0,0.0,0.0,0.0,85595644619.0,0.0,0.0,0.0,0.0,-1.162965668113158,3.0763455990335484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGT
HT1,2013,4,4.3632928858,3.1039216305,3.499431959350759,0.8377956413050973,0.4818514846,0.562598733,18.25270876769088,71.5938642826,69.8667156166,159.7132886668909,5.0982022503,0.16326080944383398,0.24939651554386158,0.04127669270350416,0.0009959631,0.0,0.0001914981,1395825275664.0,288324490273.0,,0.3986142546,0.0507188153,0.1636527755,-1.708496415256755,4.10392163056784,3370291200000.0,317952000.0,842.9709899939,1.0542229008,0.5291921178,1.8064449918,229.2677234079358,10054.7995987382,8.1612728556,HT1
HT1,2013,3,8.9542525457,5.8729146047,5.916655023522723,0.4970981706733331,0.463523503,0.5424027884,20.337935168878825,79.5646010767,67.655966094,167.5585023395788,4.5874672286,0.13842213575851983,0.19795804486210156,-0.045909379048230246,-0.0208988286,2297.9708411215,-0.0030037901,1388833372952.0,218835477798.0,,0.4074928848,0.0380932785,0.1643845128,-1.230648116862761,6.8729146047236975,1844121600000.0,317952000.0,-30.013366411,0.5954779338,0.2997821365,3.8461436254,-228.27168432027477,9740.075442378,8.23613008,HT1
