date,advancers,decliners,unchanged,net_advancers,advance_decline_ratio,market_breadth,breadth_member_count,pct_above_ma20,pct_above_ma50,new_highs_252,new_lows_252,up_volume,down_volume,advancing_share,declining_share,new_high_low_spread,up_down_volume_ratio
2019-02-28,3,6,40,-3,0.5,-0.3333333333333333,,,,,,,,,,,
2019-03-01,6,5,38,1,1.2,0.0909090909090909,,,,,,,,,,,
2019-03-04,6,6,37,0,1.0,0.0,,,,,,,,,,,
2019-03-05,4,4,41,0,1.0,0.0,,,,,,,,,,,
2019-03-06,3,7,39,-4,0.4285714285714285,-0.4,,,,,,,,,,,
2019-03-07,6,5,38,1,1.2,0.0909090909090909,,,,,,,,,,,
2019-03-08,2,8,39,-6,0.25,-0.6,,,,,,,,,,,
2019-03-11,2,4,43,-2,0.5,-0.3333333333333333,,,,,,,,,,,
2019-03-12,4,2,43,2,2.0,0.3333333333333333,,,,,,,,,,,
2019-03-13,7,5,37,2,1.4,0.1666666666666666,,,,,,,,,,,
2019-03-14,7,4,38,3,1.75,0.2727272727272727,,,,,,,,,,,
2019-03-15,4,6,39,-2,0.6666666666666666,-0.2,,,,,,,,,,,
2019-03-18,7,1,41,6,7.0,0.75,,,,,,,,,,,
2019-03-19,4,6,39,-2,0.6666666666666666,-0.2,,,,,,,,,,,
2019-03-20,1,5,43,-4,0.2,-0.6666666666666666,,,,,,,,,,,
2019-03-21,3,5,41,-2,0.6,-0.25,,,,,,,,,,,
2019-03-22,7,4,38,3,1.75,0.2727272727272727,,,,,,,,,,,
2019-03-25,2,7,40,-5,0.2857142857142857,-0.5555555555555556,,,,,,,,,,,
2019-03-26,5,5,39,0,1.0,0.0,,,,,,,,,,,
2019-03-27,4,4,41,0,1.0,0.0,,,,,,,,,,,
2019-03-28,5,7,37,-2,0.7142857142857143,-0.1666666666666666,,,,,,,,,,,
2019-03-29,4,6,39,-2,0.6666666666666666,-0.2,,,,,,,,,,,
2019-04-01,5,4,40,1,1.25,0.1111111111111111,,,,,,,,,,,
2019-04-02,3,7,39,-4,0.4285714285714285,-0.4,,,,,,,,,,,
2019-04-03,4,6,39,-2,0.6666666666666666,-0.2,,,,,,,,,,,
2019-04-04,3,6,42,-3,0.5,-0.3333333333333333,,,,,,,,,,,
2019-04-05,10,3,38,7,3.333333333333333,0.5384615384615384,,,,,,,,,,,
2019-04-08,3,7,41,-4,0.4285714285714285,-0.4,,,,,,,,,,,
2019-04-09,5,8,38,-3,0.625,-0.2307692307692307,,,,,,,,,,,
2019-04-10,7,2,42,5,3.5,0.5555555555555556,,,,,,,,,,,
2019-04-11,4,4,43,0,1.0,0.0,,,,,,,,,,,
2019-04-12,3,8,40,-5,0.375,-0.4545454545454545,,,,,,,,,,,
2019-04-16,2,5,44,-3,0.4,-0.4285714285714285,,,,,,,,,,,
2019-04-17,5,4,42,1,1.25,0.1111111111111111,,,,,,,,,,,
2019-04-18,5,1,45,4,5.0,0.6666666666666666,,,,,,,,,,,
2019-04-19,7,5,40,2,1.4,0.1666666666666666,,,,,,,,,,,
2019-04-22,5,7,40,-2,0.7142857142857143,-0.1666666666666666,,,,,,,,,,,
2019-04-23,4,4,44,0,1.0,0.0,,,,,,,,,,,
2019-04-24,5,3,46,2,1.6666666666666667,0.25,,,,,,,,,,,
2019-04-25,7,10,41,-3,0.7,-0.1764705882352941,,,,,,,,,,,
2019-04-26,10,10,42,0,1.0,0.0,,,,,,,,,,,
2019-05-02,11,10,46,1,1.1,0.0476190476190476,,,,,,,,,,,
2019-05-03,11,14,48,-3,0.7857142857142857,-0.12,,,,,,,,,,,
2019-05-06,8,18,50,-10,0.4444444444444444,-0.3846153846153846,,,,,,,,,,,
2019-05-07,11,9,57,2,1.2222222222222223,0.1,,,,,,,,,,,
2019-05-08,8,16,54,-8,0.5,-0.3333333333333333,,,,,,,,,,,
2019-05-09,4,17,57,-13,0.2352941176470588,-0.6190476190476191,,,,,,,,,,,
2019-05-10,10,13,55,-3,0.7692307692307693,-0.1304347826086956,,,,,,,,,,,
2019-05-13,14,11,99,3,1.2727272727272727,0.12,,,,,,,,,,,
2019-05-14,9,21,99,-12,0.4285714285714285,-0.4,,,,,,,,,,,
2019-05-15,13,12,108,1,1.0833333333333333,0.04,,,,,,,,,,,
2019-05-16,11,18,108,-7,0.6111111111111112,-0.2413793103448276,,,,,,,,,,,
2019-05-17,11,26,102,-15,0.4230769230769231,-0.4054054054054054,,,,,,,,,,,
2019-05-20,13,9,116,4,1.4444444444444444,0.1818181818181818,,,,,,,,,,,
2019-05-21,10,16,114,-6,0.625,-0.2307692307692307,,,,,,,,,,,
2019-05-22,8,12,122,-4,0.6666666666666666,-0.2,,,,,,,,,,,
2019-05-23,8,18,116,-10,0.4444444444444444,-0.3846153846153846,,,,,,,,,,,
2019-05-24,14,20,110,-6,0.7,-0.1764705882352941,,,,,,,,,,,
2019-05-27,16,10,119,6,1.6,0.2307692307692307,,,,,,,,,,,
2019-05-28,12,12,121,0,1.0,0.0,,,,,,,,,,,
2019-05-29,11,15,119,-4,0.7333333333333333,-0.1538461538461538,,,,,,,,,,,
2019-05-30,9,15,124,-6,0.6,-0.25,,,,,,,,,,,
2019-05-31,14,22,116,-8,0.6363636363636364,-0.2222222222222222,,,,,,,,,,,
2019-06-03,6,20,126,-14,0.3,-0.5384615384615384,,,,,,,,,,,
2019-06-04,12,12,131,0,1.0,0.0,,,,,,,,,,,
2019-06-05,18,9,129,9,2.0,0.3333333333333333,,,,,,,,,,,
2019-06-06,14,14,132,0,1.0,0.0,,,,,,,,,,,
2019-06-07,18,15,130,3,1.2,0.0909090909090909,,,,,,,,,,,
2019-06-10,12,17,134,-5,0.7058823529411765,-0.1724137931034483,,,,,,,,,,,
2019-06-11,14,15,135,-1,0.9333333333333332,-0.0344827586206896,,,,,,,,,,,
2019-06-12,15,13,136,2,1.1538461538461535,0.0714285714285714,,,,,,,,,,,
2019-06-13,17,10,139,7,1.7,0.2592592592592592,,,,,,,,,,,
2019-06-14,22,16,130,6,1.375,0.1578947368421052,,,,,,,,,,,
2019-06-17,13,18,139,-5,0.7222222222222222,-0.1612903225806451,,,,,,,,,,,
2019-06-18,16,21,134,-5,0.7619047619047619,-0.1351351351351351,,,,,,,,,,,
2019-06-19,15,15,142,0,1.0,0.0,,,,,,,,,,,
2019-06-20,19,30,125,-11,0.6333333333333333,-0.2244897959183673,,,,,,,,,,,
2019-06-21,21,20,133,1,1.05,0.024390243902439,,,,,,,,,,,
2019-06-24,28,14,134,14,2.0,0.3333333333333333,,,,,,,,,,,
2019-06-25,9,17,151,-8,0.5294117647058824,-0.3076923076923077,,,,,,,,,,,
2019-06-26,14,14,150,0,1.0,0.0,,,,,,,,,,,
2019-06-27,12,18,151,-6,0.6666666666666666,-0.2,,,,,,,,,,,
2019-06-28,13,24,146,-11,0.5416666666666666,-0.2972972972972973,,,,,,,,,,,
2019-07-01,18,9,156,9,2.0,0.3333333333333333,,,,,,,,,,,
2019-07-02,10,10,164,0,1.0,0.0,,,,,,,,,,,
2019-07-03,13,13,160,0,1.0,0.0,,,,,,,,,,,
2019-07-04,15,28,145,-13,0.5357142857142857,-0.3023255813953488,,,,,,,,,,,
2019-07-05,33,21,134,12,1.5714285714285714,0.2222222222222222,,,,,,,,,,,
2019-07-08,16,13,164,3,1.2307692307692308,0.1034482758620689,,,,,,,,,,,
2019-07-09,14,15,164,-1,0.9333333333333332,-0.0344827586206896,,,,,,,,,,,
2019-07-10,12,14,168,-2,0.8571428571428571,-0.0769230769230769,,,,,,,,,,,
2019-07-11,17,6,175,11,2.833333333333333,0.4782608695652174,,,,,,,,,,,
2019-07-12,19,20,160,-1,0.95,-0.0256410256410256,,,,,,,,,,,
2019-07-15,15,20,166,-5,0.75,-0.1428571428571428,,,,,,,,,,,
2019-07-16,20,11,172,9,1.818181818181818,0.2903225806451613,,,,,,,,,,,
2019-07-17,18,19,170,-1,0.9473684210526316,-0.027027027027027,,,,,,,,,,,
2019-07-18,20,15,173,5,1.3333333333333333,0.1428571428571428,,,,,,,,,,,
2019-07-19,24,23,162,1,1.0434782608695652,0.0212765957446808,,,,,,,,,,,
2019-07-22,14,22,177,-8,0.6363636363636364,-0.2222222222222222,,,,,,,,,,,
2019-07-23,21,14,178,7,1.5,0.2,,,,,,,,,,,
2019-07-24,19,20,175,-1,0.95,-0.0256410256410256,,,,,,,,,,,
2019-07-25,23,17,174,6,1.3529411764705883,0.15,,,,,,,,,,,
2019-07-26,19,27,168,-8,0.7037037037037037,-0.1739130434782608,,,,,,,,,,,
2019-07-29,13,23,180,-10,0.5652173913043478,-0.2777777777777778,,,,,,,,,,,
2019-07-30,15,22,179,-7,0.6818181818181818,-0.1891891891891892,,,,,,,,,,,
2019-07-31,15,21,181,-6,0.7142857142857143,-0.1666666666666666,,,,,,,,,,,
2019-08-01,14,19,185,-5,0.7368421052631579,-0.1515151515151515,,,,,,,,,,,
2019-08-02,24,17,178,7,1.411764705882353,0.1707317073170731,,,,,,,,,,,
2019-08-05,13,22,187,-9,0.5909090909090909,-0.2571428571428571,,,,,,,,,,,
2019-08-06,21,19,183,2,1.105263157894737,0.05,,,,,,,,,,,
2019-08-07,20,16,187,4,1.25,0.1111111111111111,,,,,,,,,,,
2019-08-08,18,23,183,-5,0.782608695652174,-0.1219512195121951,,,,,,,,,,,
2019-08-09,18,21,186,-3,0.8571428571428571,-0.0769230769230769,,,,,,,,,,,
2019-08-12,22,17,187,5,1.2941176470588236,0.1282051282051282,,,,,,,,,,,
2019-08-13,16,26,186,-10,0.6153846153846154,-0.238095238095238,,,,,,,,,,,
2019-08-14,18,21,193,-3,0.8571428571428571,-0.0769230769230769,,,,,,,,,,,
2019-08-15,11,26,197,-15,0.4230769230769231,-0.4054054054054054,,,,,,,,,,,
2019-08-16,32,19,185,13,1.6842105263157894,0.2549019607843137,,,,,,,,,,,
2019-08-19,17,24,199,-7,0.7083333333333334,-0.1707317073170731,,,,,,,,,,,
2019-08-20,16,30,195,-14,0.5333333333333333,-0.3043478260869565,,,,,,,,,,,
2019-08-21,23,19,204,4,1.2105263157894737,0.0952380952380952,,,,,,,,,,,
2019-08-22,22,23,203,-1,0.9565217391304348,-0.0222222222222222,,,,,,,,,,,
2019-08-23,37,27,186,10,1.3703703703703705,0.15625,,,,,,,,,,,
2019-08-26,19,27,208,-8,0.7037037037037037,-0.1739130434782608,,,,,,,,,,,
2019-08-27,25,21,213,4,1.1904761904761905,0.0869565217391304,,,,,,,,,,,
2019-08-28,23,26,216,-3,0.8846153846153846,-0.0612244897959183,,,,,,,,,,,
2019-08-29,21,32,215,-11,0.65625,-0.2075471698113207,,,,,,,,,,,
2019-08-30,29,38,202,-9,0.7631578947368421,-0.1343283582089552,,,,,,,,,,,
2019-09-03,16,42,216,-26,0.3809523809523809,-0.4482758620689655,,,,,,,,,,,
2019-09-04,23,31,220,-8,0.7419354838709677,-0.1481481481481481,,,,,,,,,,,
2019-09-05,37,23,219,14,1.608695652173913,0.2333333333333333,,,,,,,,,,,
2019-09-06,36,47,207,-11,0.7659574468085106,-0.1325301204819277,,,,,,,,,,,
2019-09-09,29,30,231,-1,0.9666666666666668,-0.0169491525423728,,,,,,,,,,,
2019-09-10,26,28,236,-2,0.9285714285714286,-0.037037037037037,,,,,,,,,,,
2019-09-11,30,26,235,4,1.1538461538461535,0.0714285714285714,,,,,,,,,,,
2019-09-12,32,25,235,7,1.28,0.1228070175438596,,,,,,,,,,,
2019-09-13,33,38,221,-5,0.868421052631579,-0.0704225352112676,,,,,,,,,,,
2019-09-16,26,27,240,-1,0.9629629629629628,-0.0188679245283018,,,,,,,,,,,
2019-09-17,18,36,240,-18,0.5,-0.3333333333333333,,,,,,,,,,,
2019-09-18,26,27,243,-1,0.9629629629629628,-0.0188679245283018,,,,,,,,,,,
2019-09-19,27,32,239,-5,0.84375,-0.0847457627118644,,,,,,,,,,,
2019-09-20,32,39,227,-7,0.8205128205128205,-0.0985915492957746,,,,,,,,,,,
2019-09-23,23,30,248,-7,0.7666666666666667,-0.1320754716981132,,,,,,,,,,,
2019-09-24,23,35,245,-12,0.6571428571428571,-0.2068965517241379,,,,,,,,,,,
2019-09-25,25,32,249,-7,0.78125,-0.1228070175438596,,,,,,,,,,,
2019-09-26,22,34,250,-12,0.6470588235294118,-0.2142857142857142,,,,,,,,,,,
2019-09-27,41,36,231,5,1.1388888888888888,0.0649350649350649,,,,,,,,,,,
2019-09-30,28,34,246,-6,0.8235294117647058,-0.0967741935483871,,,,,,,,,,,
2019-10-01,30,22,257,8,1.3636363636363635,0.1538461538461538,,,,,,,,,,,
2019-10-02,23,39,247,-16,0.5897435897435898,-0.2580645161290322,,,,,,,,,,,
2019-10-03,26,31,252,-5,0.8387096774193549,-0.087719298245614,,,,,,,,,,,
2019-10-04,37,38,234,-1,0.9736842105263158,-0.0133333333333333,,,,,,,,,,,
2019-10-07,18,28,264,-10,0.6428571428571429,-0.217391304347826,,,,,,,,,,,
2019-10-08,27,30,253,-3,0.9,-0.0526315789473684,,,,,,,,,,,
2019-10-09,27,30,255,-3,0.9,-0.0526315789473684,,,,,,,,,,,
2019-10-10,27,30,256,-3,0.9,-0.0526315789473684,,,,,,,,,,,
2019-10-11,47,38,230,9,1.236842105263158,0.1058823529411764,,,,,,,,,,,
2019-10-14,37,20,258,17,1.85,0.2982456140350877,,,,,,,,,,,
2019-10-15,29,57,229,-28,0.5087719298245614,-0.3255813953488372,,,,,,,,,,,
2019-10-16,54,31,230,23,1.7419354838709675,0.2705882352941176,,,,,,,,,,,
2019-10-17,32,26,260,6,1.2307692307692308,0.1034482758620689,,,,,,,,,,,
2019-10-18,40,40,238,0,1.0,0.0,,,,,,,,,,,
2019-10-21,39,25,255,14,1.56,0.21875,,,,,,,,,,,
2019-10-22,39,29,252,10,1.3448275862068966,0.1470588235294117,,,,,,,,,,,
2019-10-23,25,36,259,-11,0.6944444444444444,-0.180327868852459,,,,,,,,,,,
2019-10-24,32,26,262,6,1.2307692307692308,0.1034482758620689,,,,,,,,,,,
2019-10-25,43,49,228,-6,0.8775510204081632,-0.0652173913043478,,,,,,,,,,,
2019-10-28,40,27,254,13,1.4814814814814814,0.1940298507462686,,,,,,,,,,,
2019-10-29,34,37,251,-3,0.918918918918919,-0.0422535211267605,,,,,,,,,,,
2019-10-30,30,29,264,1,1.0344827586206895,0.0169491525423728,,,,,,,,,,,
2019-10-31,23,61,240,-38,0.3770491803278688,-0.4523809523809524,,,,,,,,,,,
2019-11-01,63,47,216,16,1.3404255319148937,0.1454545454545454,,,,,,,,,,,
2019-11-04,28,31,267,-3,0.9032258064516128,-0.0508474576271186,,,,,,,,,,,
2019-11-05,22,43,261,-21,0.5116279069767442,-0.3230769230769231,,,,,,,,,,,
2019-11-06,38,22,268,16,1.7272727272727273,0.2666666666666666,,,,,,,,,,,
2019-11-07,32,25,271,7,1.28,0.1228070175438596,,,,,,,,,,,
2019-11-08,41,37,251,4,1.108108108108108,0.0512820512820512,,,,,,,,,,,
2019-11-11,29,31,268,-2,0.935483870967742,-0.0333333333333333,,,,,,,,,,,
2019-11-12,44,18,267,26,2.4444444444444446,0.4193548387096774,,,,,,,,,,,
2019-11-13,34,30,266,4,1.1333333333333333,0.0625,,,,,,,,,,,
2019-11-14,35,30,267,5,1.1666666666666667,0.0769230769230769,,,,,,,,,,,
2019-11-15,30,50,252,-20,0.6,-0.25,,,,,,,,,,,
2019-11-18,37,31,267,6,1.1935483870967742,0.088235294117647,,,,,,,,,,,
2019-11-19,33,36,267,-3,0.9166666666666666,-0.0434782608695652,,,,,,,,,,,
2019-11-20,34,29,274,5,1.1724137931034482,0.0793650793650793,,,,,,,,,,,
2019-11-21,26,37,274,-11,0.7027027027027027,-0.1746031746031746,,,,,,,,,,,
2019-11-22,33,66,238,-33,0.5,-0.3333333333333333,,,,,,,,,,,
2019-11-25,45,44,248,1,1.0227272727272727,0.0112359550561797,,,,,,,,,,,
2019-11-26,34,32,273,2,1.0625,0.0303030303030303,,,,,,,,,,,
2019-11-27,37,29,273,8,1.2758620689655171,0.1212121212121212,,,,,,,,,,,
2019-11-28,26,36,277,-10,0.7222222222222222,-0.1612903225806451,,,,,,,,,,,
2019-11-29,48,35,257,13,1.3714285714285714,0.1566265060240964,,,,,,,,,,,
2019-12-02,30,50,262,-20,0.6,-0.25,,,,,,,,,,,
2019-12-03,51,52,240,-1,0.9807692307692308,-0.0097087378640776,,,,,,,,,,,
2019-12-04,31,32,281,-1,0.96875,-0.0158730158730158,,,,,,,,,,,
2019-12-05,32,29,283,3,1.103448275862069,0.0491803278688524,,,,,,,,,,,
2019-12-06,42,41,261,1,1.024390243902439,0.0120481927710843,,,,,,,,,,,
2019-12-09,33,27,284,6,1.2222222222222223,0.1,,,,,,,,,,,
2019-12-10,24,35,285,-11,0.6857142857142857,-0.1864406779661017,,,,,,,,,,,
2019-12-11,37,23,284,14,1.608695652173913,0.2333333333333333,,,,,,,,,,,
2019-12-12,30,30,284,0,1.0,0.0,,,,,,,,,,,
2019-12-13,42,39,262,3,1.0769230769230769,0.037037037037037,,,,,,,,,,,
2019-12-16,39,30,275,9,1.3,0.1304347826086956,,,,,,,,,,,
2019-12-17,34,36,274,-2,0.9444444444444444,-0.0285714285714285,,,,,,,,,,,
2019-12-18,34,31,279,3,1.096774193548387,0.0461538461538461,,,,,,,,,,,
2019-12-19,40,32,273,8,1.25,0.1111111111111111,,,,,,,,,,,
2019-12-20,48,39,260,9,1.2307692307692308,0.1034482758620689,,,,,,,,,,,
2019-12-23,40,31,277,9,1.2903225806451613,0.1267605633802817,,,,,,,,,,,
2019-12-24,37,32,279,5,1.15625,0.072463768115942,,,,,,,,,,,
2019-12-25,40,37,271,3,1.0810810810810811,0.0389610389610389,,,,,,,,,,,
2019-12-26,37,43,268,-6,0.8604651162790697,-0.075,,,,,,,,,,,
2019-12-27,30,55,263,-25,0.5454545454545454,-0.2941176470588235,,,,,,,,,,,
2019-12-30,28,44,278,-16,0.6363636363636364,-0.2222222222222222,,,,,,,,,,,
2019-12-31,36,29,287,7,1.2413793103448276,0.1076923076923077,,,,,,,,,,,
2020-01-02,43,40,269,3,1.075,0.036144578313253,,,,,,,,,,,
2020-01-03,40,39,273,1,1.0256410256410255,0.0126582278481012,,,,,,,,,,,
2020-01-06,20,43,291,-23,0.4651162790697674,-0.365079365079365,,,,,,,,,,,
2020-01-07,38,36,282,2,1.0555555555555556,0.027027027027027,,,,,,,,,,,
2020-01-08,29,48,280,-19,0.6041666666666666,-0.2467532467532467,,,,,,,,,,,
2020-01-09,37,36,285,1,1.0277777777777777,0.0136986301369863,,,,,,,,,,,
2020-01-10,43,53,264,-10,0.8113207547169812,-0.1041666666666666,,,,,,,,,,,
2020-01-13,31,38,291,-7,0.8157894736842105,-0.1014492753623188,,,,,,,,,,,
2020-01-14,38,30,292,8,1.2666666666666666,0.1176470588235294,,,,,,,,,,,
2020-01-15,27,40,294,-13,0.675,-0.1940298507462686,,,,,,,,,,,
2020-01-16,27,37,298,-10,0.7297297297297297,-0.15625,,,,,,,,,,,
2020-01-17,38,37,288,1,1.027027027027027,0.0133333333333333,,,,,,,,,,,
2020-01-20,31,37,295,-6,0.8378378378378378,-0.088235294117647,,,,,,,,,,,
2020-01-21,45,25,294,20,1.8,0.2857142857142857,,,,,,,,,,,
2020-01-22,50,25,290,25,2.0,0.3333333333333333,,,,,,,,,,,
2020-01-30,25,41,300,-16,0.6097560975609756,-0.2424242424242424,,,,,,,,,,,
2020-01-31,31,62,273,-31,0.5,-0.3333333333333333,,,,,,,,,,,
2020-02-03,24,48,295,-24,0.5,-0.3333333333333333,,,,,,,,,,,
2020-02-04,28,41,298,-13,0.6829268292682927,-0.1884057971014492,,,,,,,,,,,
2020-02-05,21,33,313,-12,0.6363636363636364,-0.2222222222222222,,,,,,,,,,,
2020-02-06,43,24,300,19,1.7916666666666667,0.2835820895522388,,,,,,,,,,,
2020-02-07,60,34,274,26,1.7647058823529411,0.2765957446808511,,,,,,,,,,,
2020-02-10,24,44,300,-20,0.5454545454545454,-0.2941176470588235,,,,,,,,,,,
2020-02-11,36,32,300,4,1.125,0.0588235294117647,,,,,,,,,,,
2020-02-12,45,25,299,20,1.8,0.2857142857142857,,,,,,,,,,,
2020-02-13,37,30,304,7,1.2333333333333334,0.1044776119402985,,,,,,,,,,,
2020-02-14,49,58,265,-9,0.8448275862068966,-0.0841121495327102,,,,,,,,,,,
2020-02-17,32,35,305,-3,0.9142857142857144,-0.044776119402985,,,,,,,,,,,
2020-02-18,30,45,301,-15,0.6666666666666666,-0.2,,,,,,,,,,,
2020-02-19,45,32,299,13,1.40625,0.1688311688311688,,,,,,,,,,,
2020-02-20,40,31,306,9,1.2903225806451613,0.1267605633802817,,,,,,,,,,,
2020-02-21,38,57,283,-19,0.6666666666666666,-0.2,,,,,,,,,,,
2020-02-24,11,57,312,-46,0.1929824561403508,-0.6764705882352942,,,,,,,,,,,
2020-02-25,42,32,306,10,1.3125,0.1351351351351351,,,,,,,,,,,
2020-02-26,27,39,314,-12,0.6923076923076923,-0.1818181818181818,,,,,,,,,,,
2020-02-27,44,28,308,16,1.5714285714285714,0.2222222222222222,,,,,,,,,,,
2020-02-28,37,52,293,-15,0.7115384615384616,-0.1685393258426966,,,,,,,,,,,
2020-03-02,36,35,311,1,1.0285714285714285,0.0140845070422535,,,,,,,,,,,
2020-03-03,42,30,311,12,1.4,0.1666666666666666,,,,,,,,,,,
2020-03-04,46,35,303,11,1.3142857142857145,0.1358024691358024,,,,,,,,,,,
2020-03-05,34,35,317,-1,0.9714285714285714,-0.0144927536231884,,,,,,,,,,,
2020-03-06,53,46,291,7,1.1521739130434785,0.0707070707070707,,,,,,,,,,,
2020-03-09,20,71,301,-51,0.2816901408450704,-0.5604395604395604,,,,,,,,,,,
2020-03-10,52,41,301,11,1.2682926829268293,0.1182795698924731,,,,,,,,,,,
2020-03-11,30,50,316,-20,0.6,-0.25,,,,,,,,,,,
2020-03-12,29,56,314,-27,0.5178571428571429,-0.3176470588235294,,,,,,,,,,,
2020-03-13,44,61,298,-17,0.7213114754098361,-0.1619047619047619,,,,,,,,,,,
2020-03-16,47,32,328,15,1.46875,0.189873417721519,,,,,,,,,,,
2020-03-17,37,45,325,-8,0.8222222222222222,-0.0975609756097561,,,,,,,,,,,
2020-03-18,51,29,328,22,1.7586206896551724,0.275,,,,,,,,,,,
2020-03-19,26,49,334,-23,0.5306122448979592,-0.3066666666666666,,,,,,,,,,,
2020-03-20,38,58,315,-20,0.6551724137931034,-0.2083333333333333,,,,,,,,,,,
2020-03-23,19,77,316,-58,0.2467532467532467,-0.6041666666666666,,,,,,,,,,,
2020-03-24,35,35,343,0,1.0,0.0,,,,,,,,,,,
2020-03-25,45,31,339,14,1.4516129032258065,0.1842105263157894,,,,,,,,,,,
2020-03-26,33,48,335,-15,0.6875,-0.1851851851851851,,,,,,,,,,,
2020-03-27,37,70,311,-33,0.5285714285714286,-0.308411214953271,,,,,,,,,,,
2020-03-30,17,56,349,-39,0.3035714285714285,-0.5342465753424658,,,,,,,,,,,
2020-03-31,38,51,335,-13,0.7450980392156863,-0.146067415730337,,,,,,,,,,,
2020-04-01,58,27,341,31,2.1481481481481484,0.3647058823529411,,,,,,,,,,,
2020-04-03,71,40,317,31,1.775,0.2792792792792792,,,,,,,,,,,
2020-04-06,64,31,336,33,2.064516129032258,0.3473684210526316,,,,,,,,,,,
2020-04-07,45,38,350,7,1.1842105263157894,0.0843373493975903,,,,,,,,,,,
2020-04-08,35,50,351,-15,0.7,-0.1764705882352941,,,,,,,,,,,
2020-04-09,46,31,359,15,1.4838709677419355,0.1948051948051948,,,,,,,,,,,
2020-04-10,36,62,343,-26,0.5806451612903226,-0.2653061224489796,,,,,,,,,,,
2020-04-13,45,28,371,17,1.6071428571428572,0.2328767123287671,,,,,,,,,,,
2020-04-14,29,45,375,-16,0.6444444444444445,-0.2162162162162162,,,,,,,,,,,
2020-04-15,54,29,368,25,1.862068965517241,0.3012048192771084,,,,,,,,,,,
2020-04-16,39,42,374,-3,0.9285714285714286,-0.037037037037037,,,,,,,,,,,
2020-04-17,63,50,346,13,1.26,0.1150442477876106,,,,,,,,,,,
2020-04-20,63,35,364,28,1.8,0.2857142857142857,,,,,,,,,,,
2020-04-21,29,58,377,-29,0.5,-0.3333333333333333,,,,,,,,,,,
2020-04-22,59,45,361,14,1.3111111111111111,0.1346153846153846,,,,,,,,,,,
2020-04-23,49,38,380,11,1.2894736842105263,0.1264367816091954,,,,,,,,,,,
2020-04-24,65,60,345,5,1.0833333333333333,0.04,,,,,,,,,,,
2020-04-27,55,36,384,19,1.5277777777777777,0.2087912087912088,,,,,,,,,,,
2020-04-28,41,49,389,-8,0.8367346938775511,-0.0888888888888888,,,,,,,,,,,
2020-04-29,49,36,396,13,1.3611111111111112,0.1529411764705882,,,,,,,,,,,
2020-05-04,29,71,382,-42,0.4084507042253521,-0.42,,,,,,,,,,,
2020-05-05,59,38,387,21,1.5526315789473684,0.2164948453608247,,,,,,,,,,,
2020-05-06,55,41,393,14,1.3414634146341464,0.1458333333333333,,,,,,,,,,,
2020-05-07,41,44,403,-3,0.9318181818181818,-0.0352941176470588,,,,,,,,,,,
2020-05-08,56,68,365,-12,0.8235294117647058,-0.0967741935483871,,,,,,,,,,,
2020-05-11,51,40,398,11,1.275,0.1208791208791208,,,,,,,,,,,
2020-05-12,58,34,401,24,1.7058823529411764,0.2608695652173913,,,,,,,,,,,
2020-05-13,56,37,403,19,1.5135135135135136,0.2043010752688172,,,,,,,,,,,
2020-05-14,58,50,390,8,1.16,0.074074074074074,,,,,,,,,,,
2020-05-15,49,66,385,-17,0.7424242424242424,-0.1478260869565217,,,,,,,,,,,
2020-05-18,45,45,411,0,1.0,0.0,,,,,,,,,,,
2020-05-19,55,48,400,7,1.1458333333333333,0.0679611650485436,,,,,,,,,,,
2020-05-20,59,37,409,22,1.5945945945945943,0.2291666666666666,,,,,,,,,,,
2020-05-21,42,54,411,-12,0.7777777777777778,-0.125,,,,,,,,,,,
2020-05-22,67,80,359,-13,0.8375,-0.0884353741496598,,,,,,,,,,,
2020-05-25,47,49,412,-2,0.9591836734693876,-0.0208333333333333,,,,,,,,,,,
2020-05-26,62,51,395,11,1.2156862745098038,0.0973451327433628,,,,,,,,,,,
2020-05-27,47,51,412,-4,0.9215686274509804,-0.0408163265306122,,,,,,,,,,,
2020-05-28,48,54,407,-6,0.8888888888888888,-0.0588235294117647,,,,,,,,,,,
2020-05-29,85,57,370,28,1.4912280701754386,0.1971830985915492,,,,,,,,,,,
2020-06-01,78,35,401,43,2.2285714285714286,0.3805309734513274,,,,,,,,,,,
2020-06-02,55,49,412,6,1.1224489795918366,0.0576923076923076,,,,,,,,,,,
2020-06-03,53,40,424,13,1.325,0.1397849462365591,,,,,,,,,,,
2020-06-04,58,34,427,24,1.7058823529411764,0.2608695652173913,,,,,,,,,,,
2020-06-05,74,60,388,14,1.2333333333333334,0.1044776119402985,,,,,,,,,,,
2020-06-08,91,32,400,59,2.84375,0.4796747967479675,,,,,,,,,,,
2020-06-09,73,35,414,38,2.085714285714286,0.3518518518518518,,,,,,,,,,,
2020-06-10,69,46,407,23,1.5,0.2,,,,,,,,,,,
2020-06-11,53,63,408,-10,0.8412698412698413,-0.0862068965517241,,,,,,,,,,,
2020-06-12,83,71,372,12,1.1690140845070425,0.0779220779220779,,,,,,,,,,,
2020-06-15,50,61,417,-11,0.819672131147541,-0.0990990990990991,,,,,,,,,,,
2020-06-16,76,37,418,39,2.054054054054054,0.3451327433628318,,,,,,,,,,,
2020-06-17,52,58,424,-6,0.896551724137931,-0.0545454545454545,,,,,,,,,,,
