experiment_id,source_artifact,group_key,policy_id,candidate_type,top_n,horizon,metric_name,estimate,ci_lower,ci_upper,confidence,n_bootstrap,sample_size,seed,warning
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=5,candidate_policy_risk_aware,risk_aware,3,5,cvar_95,-0.05828780950464236,-0.07546050216749517,-0.035062348781179566,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=1,candidate_policy_risk_aware,risk_aware,5,1,average_realized_return,-0.00019965388338491832,-0.002300885318279037,0.0018438967254837775,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=1,candidate_policy_risk_aware,risk_aware,5,1,hit_ratio,0.5,0.4083333333333333,0.5916666666666667,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=1,candidate_policy_risk_aware,risk_aware,5,1,return_volatility_proxy,-0.016511168501470795,-0.18320076505384708,0.17330418327487235,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=1,candidate_policy_risk_aware,risk_aware,5,1,max_drawdown,-0.09706793705856498,-0.2889043643825049,-0.05624462408262703,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=1,candidate_policy_risk_aware,risk_aware,5,1,var_95,-0.013551661635376142,-0.02415281750335576,-0.01089678080301758,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=1,candidate_policy_risk_aware,risk_aware,5,1,cvar_95,-0.03276250812856538,-0.0463068885440613,-0.0163574696706852,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=3,candidate_policy_risk_aware,risk_aware,5,3,average_realized_return,0.0014409071949368362,-0.0023712814181669987,0.005167702920283429,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=3,candidate_policy_risk_aware,risk_aware,5,3,hit_ratio,0.5357142857142857,0.45535714285714285,0.625,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=3,candidate_policy_risk_aware,risk_aware,5,3,return_volatility_proxy,0.07009139300492043,-0.1094213077054495,0.2772360308996518,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=3,candidate_policy_risk_aware,risk_aware,5,3,max_drawdown,-0.20039996078550748,-0.34131573535592263,-0.07876977767073433,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=3,candidate_policy_risk_aware,risk_aware,5,3,var_95,-0.028596378327674157,-0.0512416149484563,-0.021185496005329915,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=3,candidate_policy_risk_aware,risk_aware,5,3,cvar_95,-0.050824986897402884,-0.06330370779627013,-0.029211084720389278,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=5,candidate_policy_risk_aware,risk_aware,5,5,average_realized_return,0.0045809878505931,-1.2785267602901197e-05,0.009209647187467928,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=5,candidate_policy_risk_aware,risk_aware,5,5,hit_ratio,0.5752212389380531,0.48672566371681414,0.6637168141592921,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=5,candidate_policy_risk_aware,risk_aware,5,5,return_volatility_proxy,0.18108398381431745,-0.00047709276783985667,0.3940562497915171,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=5,candidate_policy_risk_aware,risk_aware,5,5,max_drawdown,-0.2380231656946008,-0.3259654250753326,-0.07562929926143068,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=5,candidate_policy_risk_aware,risk_aware,5,5,var_95,-0.03886887216920116,-0.058072017673063,-0.0226958206476611,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=5|horizon=5,candidate_policy_risk_aware,risk_aware,5,5,cvar_95,-0.0603905388265543,-0.0757516980709811,-0.03627483706165446,0.95,1000,113,42,
