experiment_id,universe_group,ticker,horizon,model_name,model_type,metric_name,metric_value,sample_size,rank,best_baseline_value,model_vs_best_baseline_delta,robustness_note
EXP-RB-002,large_cap_core,MWG,5,moving_average_rule,baseline,directional_accuracy,0.512,125,3,0.512,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,ets,model,directional_accuracy,0.504,125,4,0.512,-0.008000000000000007,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,sarimax,model,directional_accuracy,0.4,125,5,0.512,-0.11199999999999999,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,persistence,baseline,directional_accuracy,0.016,125,6,0.512,-0.496,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,zero_return,baseline,directional_accuracy,0.016,125,7,0.512,-0.496,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,persistence,baseline,mae,1.5012,125,1,1.5012,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,zero_return,baseline,mae,1.5012,125,2,1.5012,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,moving_average_rule,baseline,mae,1.6836160000000002,125,3,1.5012,0.18241600000000013,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,sarimax,model,mae,1.751145193919108,125,4,1.5012,0.24994519391910797,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,lightgbm,model,mae,5.319570003579417,125,5,1.5012,3.8183700035794175,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,xgboost,model,mae,5.615725697021484,125,6,1.5012,4.1145256970214845,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,ets,model,mae,5.63260860092953,125,7,1.5012,4.1314086009295306,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,ets,model,missing_prediction_rate,0.0,125,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,lightgbm,model,missing_prediction_rate,0.0,125,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,moving_average_rule,baseline,missing_prediction_rate,0.0,125,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,persistence,baseline,missing_prediction_rate,0.0,125,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,sarimax,model,missing_prediction_rate,0.0,125,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,xgboost,model,missing_prediction_rate,0.0,125,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,zero_return,baseline,missing_prediction_rate,0.0,125,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,ets,model,prediction_count,125.0,125,1,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,lightgbm,model,prediction_count,125.0,125,2,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,moving_average_rule,baseline,prediction_count,125.0,125,3,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,persistence,baseline,prediction_count,125.0,125,4,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,sarimax,model,prediction_count,125.0,125,5,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,xgboost,model,prediction_count,125.0,125,6,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,zero_return,baseline,prediction_count,125.0,125,7,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,persistence,baseline,rmse,1.971559585708736,125,1,1.971559585708736,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,zero_return,baseline,rmse,1.971559585708736,125,2,1.971559585708736,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,sarimax,model,rmse,2.2453926595775124,125,3,1.971559585708736,0.2738330738687764,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,moving_average_rule,baseline,rmse,2.283512059963775,125,4,1.971559585708736,0.3119524742550388,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,lightgbm,model,rmse,6.062485826509823,125,5,1.971559585708736,4.090926240801087,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,xgboost,model,rmse,6.349060584853505,125,6,1.971559585708736,4.377500999144769,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,MWG,5,ets,model,rmse,7.230130232624805,125,7,1.971559585708736,5.258570646916069,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,ets,model,directional_accuracy,0.5271317829457365,129,1,0.4418604651162791,0.0852713178294574,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,lightgbm,model,directional_accuracy,0.4418604651162791,129,2,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,moving_average_rule,baseline,directional_accuracy,0.4418604651162791,129,3,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,sarimax,model,directional_accuracy,0.4418604651162791,129,4,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,xgboost,model,directional_accuracy,0.4418604651162791,129,5,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,persistence,baseline,directional_accuracy,0.1085271317829457,129,6,0.4418604651162791,-0.33333333333333337,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,zero_return,baseline,directional_accuracy,0.1085271317829457,129,7,0.4418604651162791,-0.33333333333333337,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,persistence,baseline,mae,0.1475968992248061,129,1,0.1475968992248061,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,zero_return,baseline,mae,0.1475968992248061,129,2,0.1475968992248061,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,moving_average_rule,baseline,mae,0.2345891472868217,129,3,0.1475968992248061,0.08699224806201561,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,ets,model,mae,0.5503845260580388,129,4,0.1475968992248061,0.40278762683323266,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,lightgbm,model,mae,1.189479936073262,129,5,0.1475968992248061,1.041883036848456,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,xgboost,model,mae,1.2821290345894276,129,6,0.1475968992248061,1.1345321353646216,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,sarimax,model,mae,1.1247539267764527e+91,129,7,0.1475968992248061,1.1247539267764527e+91,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,ets,model,missing_prediction_rate,0.0,129,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,lightgbm,model,missing_prediction_rate,0.0,129,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,persistence,baseline,missing_prediction_rate,0.0,129,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,sarimax,model,missing_prediction_rate,0.0,129,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,xgboost,model,missing_prediction_rate,0.0,129,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,zero_return,baseline,missing_prediction_rate,0.0,129,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,ets,model,prediction_count,129.0,129,1,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,lightgbm,model,prediction_count,129.0,129,2,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,moving_average_rule,baseline,prediction_count,129.0,129,3,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,persistence,baseline,prediction_count,129.0,129,4,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,sarimax,model,prediction_count,129.0,129,5,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,xgboost,model,prediction_count,129.0,129,6,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,zero_return,baseline,prediction_count,129.0,129,7,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,persistence,baseline,rmse,0.2066829200910524,129,1,0.2066829200910524,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,zero_return,baseline,rmse,0.2066829200910524,129,2,0.2066829200910524,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,moving_average_rule,baseline,rmse,0.2984703639216713,129,3,0.2066829200910524,0.0917874438306189,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,ets,model,rmse,0.645851998633601,129,4,0.2066829200910524,0.4391690785425486,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,lightgbm,model,rmse,1.2866704985762931,129,5,0.2066829200910524,1.0799875784852406,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,xgboost,model,rmse,1.373050151255412,129,6,0.2066829200910524,1.1663672311643596,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,1,sarimax,model,rmse,1.0581349067125969e+92,129,7,0.2066829200910524,1.0581349067125969e+92,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,ets,model,directional_accuracy,0.5984251968503937,127,1,0.5196850393700787,0.07874015748031504,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,sarimax,model,directional_accuracy,0.5669291338582677,127,2,0.5196850393700787,0.047244094488189003,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,moving_average_rule,baseline,directional_accuracy,0.5196850393700787,127,3,0.5196850393700787,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,lightgbm,model,directional_accuracy,0.4488188976377952,127,4,0.5196850393700787,-0.0708661417322835,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,xgboost,model,directional_accuracy,0.4488188976377952,127,5,0.5196850393700787,-0.0708661417322835,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,persistence,baseline,directional_accuracy,0.0393700787401574,127,6,0.5196850393700787,-0.4803149606299213,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,zero_return,baseline,directional_accuracy,0.0393700787401574,127,7,0.5196850393700787,-0.4803149606299213,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,sarimax,model,mae,0.2762968530820263,127,1,0.2840944881889761,-0.007797635106949807,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,persistence,baseline,mae,0.2840944881889761,127,2,0.2840944881889761,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,zero_return,baseline,mae,0.2840944881889761,127,3,0.2840944881889761,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,moving_average_rule,baseline,mae,0.3169133858267718,127,4,0.2840944881889761,0.03281889763779572,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,ets,model,mae,0.7419037871245333,127,5,0.2840944881889761,0.4578092989355572,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,lightgbm,model,mae,1.22705387056661,127,6,0.2840944881889761,0.942959382377634,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,xgboost,model,mae,1.3237161441112129,127,7,0.2840944881889761,1.0396216559222369,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,ets,model,missing_prediction_rate,0.0,127,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,lightgbm,model,missing_prediction_rate,0.0,127,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,moving_average_rule,baseline,missing_prediction_rate,0.0,127,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,persistence,baseline,missing_prediction_rate,0.0,127,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,sarimax,model,missing_prediction_rate,0.0,127,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,xgboost,model,missing_prediction_rate,0.0,127,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,zero_return,baseline,missing_prediction_rate,0.0,127,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,ets,model,prediction_count,127.0,127,1,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,lightgbm,model,prediction_count,127.0,127,2,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,moving_average_rule,baseline,prediction_count,127.0,127,3,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,persistence,baseline,prediction_count,127.0,127,4,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,sarimax,model,prediction_count,127.0,127,5,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,xgboost,model,prediction_count,127.0,127,6,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,zero_return,baseline,prediction_count,127.0,127,7,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,sarimax,model,rmse,0.3519031924555273,127,1,0.3590297511414957,-0.007126558685968398,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,persistence,baseline,rmse,0.3590297511414957,127,2,0.3590297511414957,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,zero_return,baseline,rmse,0.3590297511414957,127,3,0.3590297511414957,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,moving_average_rule,baseline,rmse,0.3955177211156732,127,4,0.3590297511414957,0.03648796997417747,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,ets,model,rmse,0.8762326928622169,127,5,0.3590297511414957,0.5172029417207212,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,lightgbm,model,rmse,1.3279675784462353,127,6,0.3590297511414957,0.9689378273047395,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,3,xgboost,model,rmse,1.42159874995513,127,7,0.3590297511414957,1.0625689988136342,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,ets,model,directional_accuracy,0.584,125,1,0.488,0.09599999999999997,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,sarimax,model,directional_accuracy,0.496,125,2,0.488,0.008000000000000007,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,moving_average_rule,baseline,directional_accuracy,0.488,125,3,0.488,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,lightgbm,model,directional_accuracy,0.44,125,4,0.488,-0.04799999999999999,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,xgboost,model,directional_accuracy,0.44,125,5,0.488,-0.04799999999999999,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,persistence,baseline,directional_accuracy,0.064,125,6,0.488,-0.424,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,zero_return,baseline,directional_accuracy,0.064,125,7,0.488,-0.424,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,persistence,baseline,mae,0.3535200000000001,125,1,0.3535200000000001,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,zero_return,baseline,mae,0.3535200000000001,125,2,0.3535200000000001,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,sarimax,model,mae,0.3591950552097508,125,3,0.3535200000000001,0.005675055209750701,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,moving_average_rule,baseline,mae,0.373008,125,4,0.3535200000000001,0.019487999999999894,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,ets,model,mae,0.736916714800729,125,5,0.3535200000000001,0.38339671480072884,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,lightgbm,model,mae,1.2727139232081282,125,6,0.3535200000000001,0.9191939232081281,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,xgboost,model,mae,1.3410483544921874,125,7,0.3535200000000001,0.9875283544921873,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,ets,model,missing_prediction_rate,0.0,125,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,lightgbm,model,missing_prediction_rate,0.0,125,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,moving_average_rule,baseline,missing_prediction_rate,0.0,125,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,persistence,baseline,missing_prediction_rate,0.0,125,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,sarimax,model,missing_prediction_rate,0.0,125,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,xgboost,model,missing_prediction_rate,0.0,125,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,zero_return,baseline,missing_prediction_rate,0.0,125,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,ets,model,prediction_count,125.0,125,1,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,lightgbm,model,prediction_count,125.0,125,2,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,moving_average_rule,baseline,prediction_count,125.0,125,3,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,persistence,baseline,prediction_count,125.0,125,4,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,sarimax,model,prediction_count,125.0,125,5,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,xgboost,model,prediction_count,125.0,125,6,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,zero_return,baseline,prediction_count,125.0,125,7,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,persistence,baseline,rmse,0.4446220867208465,125,1,0.4446220867208465,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,zero_return,baseline,rmse,0.4446220867208465,125,2,0.4446220867208465,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,sarimax,model,rmse,0.4462327472326721,125,3,0.4446220867208465,0.001610660511825568,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,moving_average_rule,baseline,rmse,0.4608185065728155,125,4,0.4446220867208465,0.016196419851968957,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,ets,model,rmse,0.8610848449586037,125,5,0.4446220867208465,0.4164627582377572,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,lightgbm,model,rmse,1.3803333962729578,125,6,0.4446220867208465,0.9357113095521112,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,banking,ACB,5,xgboost,model,rmse,1.4462360614275147,125,7,0.4446220867208465,1.0016139747066681,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,ets,model,directional_accuracy,0.5271317829457365,129,1,0.4418604651162791,0.0852713178294574,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,lightgbm,model,directional_accuracy,0.4418604651162791,129,2,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,moving_average_rule,baseline,directional_accuracy,0.4418604651162791,129,3,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,sarimax,model,directional_accuracy,0.4418604651162791,129,4,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,xgboost,model,directional_accuracy,0.4418604651162791,129,5,0.4418604651162791,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,persistence,baseline,directional_accuracy,0.1085271317829457,129,6,0.4418604651162791,-0.33333333333333337,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,zero_return,baseline,directional_accuracy,0.1085271317829457,129,7,0.4418604651162791,-0.33333333333333337,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,persistence,baseline,mae,0.1475968992248061,129,1,0.1475968992248061,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,zero_return,baseline,mae,0.1475968992248061,129,2,0.1475968992248061,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,moving_average_rule,baseline,mae,0.2345891472868217,129,3,0.1475968992248061,0.08699224806201561,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,ets,model,mae,0.5503845260580388,129,4,0.1475968992248061,0.40278762683323266,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,lightgbm,model,mae,1.189479936073262,129,5,0.1475968992248061,1.041883036848456,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,xgboost,model,mae,1.2821290345894276,129,6,0.1475968992248061,1.1345321353646216,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,sarimax,model,mae,1.1247539267764527e+91,129,7,0.1475968992248061,1.1247539267764527e+91,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,ets,model,missing_prediction_rate,0.0,129,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,lightgbm,model,missing_prediction_rate,0.0,129,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,persistence,baseline,missing_prediction_rate,0.0,129,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,sarimax,model,missing_prediction_rate,0.0,129,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,xgboost,model,missing_prediction_rate,0.0,129,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,zero_return,baseline,missing_prediction_rate,0.0,129,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,ets,model,prediction_count,129.0,129,1,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,lightgbm,model,prediction_count,129.0,129,2,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,moving_average_rule,baseline,prediction_count,129.0,129,3,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,persistence,baseline,prediction_count,129.0,129,4,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,sarimax,model,prediction_count,129.0,129,5,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,xgboost,model,prediction_count,129.0,129,6,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,zero_return,baseline,prediction_count,129.0,129,7,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,persistence,baseline,rmse,0.2066829200910524,129,1,0.2066829200910524,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,zero_return,baseline,rmse,0.2066829200910524,129,2,0.2066829200910524,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,moving_average_rule,baseline,rmse,0.2984703639216713,129,3,0.2066829200910524,0.0917874438306189,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,ets,model,rmse,0.645851998633601,129,4,0.2066829200910524,0.4391690785425486,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,lightgbm,model,rmse,1.2866704985762931,129,5,0.2066829200910524,1.0799875784852406,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,diversified_core,ACB,1,xgboost,model,rmse,1.373050151255412,129,6,0.2066829200910524,1.1663672311643596,computed_from_forecasting_core_metrics_by_ticker_group
