ticker,dir_acc_pct,best_cv_acc,n_features,has_hourly,train_rows,test_rows,overfit_flag
VIE,78.17460317460318,79.58115183246073,19,True,764,252,False
BTW,78.13504823151125,86.6096866096866,19,True,939,311,False
BHA,78.13504823151125,80.70921985815603,19,True,941,311,False
SRB,78.13504823151125,72.05673758865248,19,True,942,311,False
HLO,78.125,100.0,38,True,105,32,False
MTS,78.08764940239044,85.71428571428571,19,True,759,251,False
VTL,78.08219178082192,92.42424242424244,19,True,883,292,False
DAS,78.06691449814126,91.29720853858784,20,True,814,269,False
BCP,78.04054054054053,80.71748878923766,19,True,894,296,False
BSL,78.0327868852459,81.38528138528139,19,True,924,305,False
CX8,77.96052631578947,80.14492753623189,19,True,920,304,False
CCA,77.92642140468227,80.97345132743362,19,True,906,299,False
HEC,77.89115646258503,86.78678678678678,19,True,888,294,False
PVY,77.81350482315112,90.35460992907801,19,True,942,311,False
SEP,77.74086378737542,92.25146198830409,19,True,912,301,False
SHG,77.68924302788844,88.71252204585538,19,True,759,251,False
SAP,77.57847533632287,89.15187376725838,19,True,677,223,False
VQC,77.55775577557755,81.22270742358079,19,True,917,303,False
SMA,77.491961414791,73.47517730496453,20,True,942,311,False
HAT,77.491961414791,73.90070921985816,19,True,942,311,False
HAD,77.491961414791,79.29078014184398,19,True,942,311,False
AMV,77.491961414791,66.52482269503545,19,True,942,311,False
VDN,77.47440273037543,85.43543543543545,19,True,888,293,False
CNN,77.43055555555556,73.42549923195084,20,True,870,288,False
PIA,77.41935483870968,75.92592592592592,19,True,938,310,False
DTI,77.34627831715211,74.24892703862662,21,True,933,309,False
PPY,77.17041800643086,77.02127659574468,20,True,942,311,False
DBT,77.17041800643086,63.829787234042556,20,True,942,311,False
EPH,77.0764119601329,84.14096916299559,19,True,910,301,False
NUE,76.94805194805194,79.74137931034483,19,True,931,308,False
KVC,76.84887459807074,72.9078014184397,20,True,942,311,False
QCC,76.8166089965398,85.77981651376146,20,True,875,289,False
TIX,76.69902912621359,80.11444921316166,19,True,933,309,False
DBM,76.56765676567657,87.91848617176127,19,True,917,303,False
BCF,76.52733118971061,75.74468085106383,19,True,942,311,False
SIV,76.52733118971061,81.76638176638176,19,True,939,311,False
TIS,76.52733118971061,71.77304964539006,19,True,942,311,False
LMH,76.52733118971061,72.62411347517728,19,True,942,311,False
EIN,76.52733118971061,72.48226950354612,19,True,942,311,False
VCW,76.49006622516556,86.54970760233918,19,True,913,302,False
TVW,76.42276422764228,90.50179211469533,15,False,747,246,False
SB1,76.39344262295083,84.55988455988455,19,True,924,305,False
HDP,76.37540453074433,77.39628040057225,20,True,933,309,False
NBW,76.2987012987013,74.53505007153076,20,True,933,308,False
DNM,76.20578778135048,69.9290780141844,19,True,940,311,False
CLM,76.20578778135048,75.177304964539,20,True,940,311,False
GND,76.20578778135048,79.14893617021276,19,True,940,311,False
SDK,76.20578778135048,82.4113475177305,19,True,942,311,False
S74,76.171875,85.83765112262523,19,True,775,256,False
NHC,76.15894039735099,89.47368421052632,19,True,912,302,False
CTW,76.0655737704918,82.02898550724638,19,True,922,305,False
DND,76.05633802816901,82.015503875969,19,True,860,284,False
TDF,76.02739726027397,82.05128205128206,20,True,885,292,False
BIO,75.97173144876325,78.50467289719626,19,True,857,283,False
PXT,75.88424437299035,66.24113475177306,19,True,942,311,False
POV,75.88424437299035,72.3404255319149,19,True,942,311,False
KCE,75.87412587412588,88.73456790123457,19,True,867,286,False
SCC,75.81699346405229,74.45887445887448,19,True,924,306,False
DPC,75.68493150684932,84.24242424242424,19,True,883,292,False
BSP,75.6578947368421,87.10144927536231,20,True,920,304,False
GCB,75.63025210084034,89.44444444444444,19,True,722,238,False
HLB,75.60137457044674,87.21461187214614,19,True,879,291,False
LKW,75.56270096463022,79.43262411347517,19,True,942,311,False
PSW,75.56270096463022,69.9290780141844,19,True,942,311,False
QHW,75.56270096463022,77.58865248226951,19,True,942,311,False
VHG,75.56270096463022,72.62411347517731,19,True,942,311,False
SIG,75.40983606557377,72.89855072463767,20,True,921,305,False
CMN,75.27272727272727,84.54106280193237,19,True,831,275,False
BBH,75.2542372881356,89.98505231689087,20,True,894,295,False
BBM,75.2542372881356,76.98056801195816,19,True,894,295,False
NTW,75.25083612040135,81.41592920353983,20,True,905,299,False
TKU,75.2442996742671,71.69540229885057,19,True,930,307,False
BAX,75.2411575562701,77.16312056737587,19,True,942,311,False
PCM,75.08896797153025,74.21383647798741,19,True,849,281,False
TTT,75.08196721311475,81.44927536231884,20,True,923,305,False
VIT,75.08090614886731,73.6766809728183,19,True,933,309,False
SPC,75.0,78.1159420289855,19,True,920,304,False
SGD,75.0,80.09049773755656,19,True,885,292,False
AAH,75.0,70.6521739130435,19,True,369,120,False
LIG,74.91961414790997,68.93617021276596,19,True,942,311,False
S4A,74.91961414790997,74.60992907801419,20,True,942,311,False
HTE,74.91961414790997,70.49645390070921,19,True,942,311,False
EFI,74.91961414790997,89.07801418439716,19,True,940,311,False
ISH,74.91961414790997,70.35460992907801,19,True,942,311,False
DC2,74.91961414790997,67.80141843971631,19,True,942,311,False
MTP,74.83870967741936,75.21367521367522,19,True,939,310,False
TDW,74.75083056478405,86.63729809104258,19,True,910,301,False
GDW,74.67532467532467,81.60919540229884,19,True,931,308,False
DCR,74.59807073954984,75.60283687943262,20,True,941,311,False
PFL,74.59807073954984,72.19858156028369,19,True,942,311,False
ITQ,74.59807073954984,71.77304964539006,19,True,942,311,False
SPV,74.5819397993311,92.4778761061947,19,True,905,299,False
VBH,74.46808510638297,90.76682316118936,19,True,854,282,False
VNT,74.4336569579288,75.82260371959944,20,True,934,309,False
ALT,74.4336569579288,72.96137339055795,19,True,935,309,False
AMC,74.4336569579288,87.12446351931331,19,True,934,309,False
TDB,74.4186046511628,81.05726872246696,19,True,910,301,False
NDC,74.32432432432432,83.03571428571429,19,True,897,296,False
HNB,74.31506849315068,83.86123680241327,19,True,884,292,False
BSG,74.29577464788733,71.80685358255451,19,True,858,284,False
BLI,74.27652733118971,72.19858156028369,19,True,942,311,False
CMC,74.27652733118971,73.61702127659574,19,True,942,311,False
TTH,74.27652733118971,71.34751773049646,20,True,942,311,False
MNB,74.25373134328358,87.62376237623762,19,True,811,268,False
PNP,74.19354838709677,88.09523809523809,19,True,843,279,False
BTN,74.19354838709677,70.65527065527066,19,True,936,310,False
VW3,74.18300653594771,81.38528138528139,20,True,927,306,False
VSM,74.02597402597402,84.54935622317596,19,True,932,308,False
KHW,74.0,94.53262786596119,20,True,757,250,False
HU3,73.95498392282958,68.93617021276596,19,True,942,311,False
VE1,73.95498392282958,76.73758865248227,19,True,942,311,False
AMS,73.95498392282958,68.93617021276596,20,True,942,311,False
MQN,73.95498392282958,76.87943262411348,20,True,940,311,False
DIH,73.95498392282958,64.25531914893618,19,True,942,311,False
KHA,73.87096774193549,83.76068376068376,16,False,937,310,False
SVI,73.87096774193549,82.19373219373219,19,True,939,310,False
HJC,73.84615384615385,78.40136054421768,19,True,787,260,False
CAN,73.7864077669903,78.96995708154506,19,True,935,309,False
BTD,73.7864077669903,74.10586552217454,19,True,933,309,False
PTT,73.77049180327869,74.34782608695652,19,True,922,305,False
THT,73.63344051446946,61.702127659574465,20,True,942,311,False
PPS,73.63344051446946,70.35460992907801,20,True,942,311,False
MBG,73.63344051446946,67.09219858156028,20,True,942,311,False
FID,73.63344051446946,66.95035460992908,19,True,942,311,False
SPI,73.63344051446946,66.80851063829788,19,True,942,311,False
PGS,73.63344051446946,70.07092198581559,19,True,942,311,False
HJS,73.54838709677419,78.49002849002848,20,True,938,310,False
L10,73.48993288590604,83.4074074074074,19,True,900,298,False
USD,73.46278317152104,82.689556509299,19,True,934,309,False
PRO,73.42657342657343,73.4567901234568,19,True,867,286,False
PV2,73.31189710610933,73.19148936170214,19,True,942,311,False
PJT,73.31189710610933,68.65248226950355,19,True,942,311,False
CPC,73.31189710610933,78.72340425531915,19,True,940,311,False
CGV,73.31189710610933,73.04964539007092,19,True,942,311,False
VHE,73.31189710610933,74.89361702127658,20,True,942,311,False
SBV,73.31189710610933,72.7659574468085,19,True,942,311,False
LDP,73.31189710610933,66.09929078014184,19,True,942,311,False
DFF,73.25581395348837,72.3076923076923,19,True,781,258,False
HHC,73.17073170731707,86.91756272401433,19,True,744,246,False
CAB,73.07692307692307,77.59103641456582,19,True,477,156,False
L35,73.06397306397307,84.375,19,True,899,297,False
VTJ,73.02631578947368,71.47016011644834,20,True,919,304,False
BSQ,72.9903536977492,67.23404255319149,19,True,942,311,False
CVN,72.9903536977492,65.53191489361703,19,True,942,311,False
SDD,72.9903536977492,69.9290780141844,19,True,942,311,False
WTC,72.9903536977492,69.64539007092198,20,True,942,311,False
SZE,72.9903536977492,71.77304964539007,19,True,942,311,False
KSQ,72.9903536977492,70.92198581560284,19,True,942,311,False
UDJ,72.9903536977492,70.49645390070923,19,True,942,311,False
DTK,72.9903536977492,72.48226950354609,19,True,942,311,False
VGV,72.9903536977492,67.94326241134753,19,True,942,311,False
TOW,72.97297297297297,83.33333333333334,20,True,896,296,False
TTP,72.94520547945206,90.90909090909092,19,True,882,292,False
BMK,72.91666666666666,67.56756756756758,19,True,151,48,False
ND2,72.90322580645162,79.91452991452991,19,True,936,310,False
X20,72.90322580645162,86.75213675213675,20,True,938,310,False
CID,72.69736842105263,75.40029112081514,19,True,918,304,False
BOT,72.66881028938906,68.36879432624113,20,True,942,311,False
SSC,72.66881028938906,76.59574468085107,20,True,941,311,False
PWA,72.66881028938906,70.35460992907801,19,True,942,311,False
AME,72.66881028938906,78.29787234042554,19,True,942,311,False
SMN,72.54901960784314,79.50937950937951,20,True,927,306,False
DVG,72.44444444444444,72.54901960784314,19,True,683,225,False
HSM,72.36842105263158,73.94468704512373,19,True,919,304,False
GTA,72.34726688102894,65.95744680851064,19,True,942,311,False
HNM,72.34726688102894,75.46099290780143,19,True,942,311,False
VE9,72.34726688102894,72.9078014184397,19,True,942,311,False
KTT,72.31833910034602,75.84097859327218,19,True,875,289,False
HEM,72.31270358306189,77.05627705627705,19,True,927,307,False
VBC,72.25806451612902,77.77777777777777,20,True,939,310,False
XMP,72.24489795918367,87.02702702702703,20,True,743,245,False
TDS,72.168284789644,73.36182336182337,19,True,936,309,False
ICI,72.14285714285714,75.47169811320754,19,True,848,280,False
DSG,72.13740458015268,72.05387205387206,20,True,795,262,False
SZG,72.07207207207207,78.76984126984127,20,True,674,222,False
SD4,72.05387205387206,72.17261904761905,21,True,897,297,False
PSE,72.02572347266882,67.94326241134753,19,True,942,311,False
VNH,72.02572347266882,67.23404255319147,19,True,942,311,False
CHS,72.02572347266882,70.92198581560284,19,True,942,311,False
PTV,72.02572347266882,70.2127659574468,19,True,942,311,False
PTS,72.02572347266882,74.60992907801418,20,True,942,311,False
BHP,72.02572347266882,75.88652482269504,19,True,940,311,False
TLP,72.02572347266882,72.62411347517731,19,True,942,311,False
SHE,72.02572347266882,69.7872340425532,19,True,942,311,False
SBH,72.02572347266882,79.00709219858156,19,True,942,311,False
DGT,72.02572347266882,70.63829787234043,19,True,942,311,False
BVG,72.02572347266882,66.66666666666666,19,True,942,311,False
SBL,72.02572347266882,78.29787234042553,19,True,942,311,False
GMX,72.02572347266882,70.0709219858156,19,True,942,311,False
PSL,72.02572347266882,75.177304964539,20,True,942,311,False
SCD,71.93548387096774,70.08547008547009,19,True,939,310,False
ASG,71.84466019417476,70.95851216022889,19,True,934,309,False
TLT,71.76079734219269,85.75624082232012,19,True,909,301,False
BLF,71.70418006430869,92.05673758865248,19,True,942,311,False
DID,71.70418006430869,68.51063829787235,19,True,942,311,False
TTC,71.70418006430869,76.02836879432623,20,True,942,311,False
SHN,71.70418006430869,71.77304964539006,20,True,942,311,False
HPD,71.70418006430869,70.35460992907801,19,True,941,311,False
VBB,71.70418006430869,70.0709219858156,19,True,942,311,False
CMT,71.70418006430869,67.23404255319149,19,True,942,311,False
CMS,71.70418006430869,65.53191489361701,19,True,942,311,False
UDC,71.70418006430869,73.33333333333333,19,True,942,311,False
V21,71.70418006430869,71.20567375886525,20,True,942,311,False
PMB,71.70418006430869,71.20567375886525,19,True,942,311,False
QNC,71.70418006430869,69.07801418439718,19,True,942,311,False
C92,71.70418006430869,66.24113475177306,19,True,942,311,False
BCC,71.70418006430869,62.269503546099294,19,True,942,311,False
HD6,71.61716171617162,61.13537117903931,19,True,918,303,False
PND,71.57894736842105,87.59689922480621,19,True,862,285,False
BTU,71.57190635451505,88.64306784660766,19,True,905,299,False
IST,71.47540983606558,74.02597402597402,20,True,924,305,False
DDB,71.42857142857143,81.3953488372093,20,True,175,56,False
SDA,71.38263665594855,60.851063829787236,19,True,942,311,False
AVC,71.38263665594855,74.04255319148936,20,True,942,311,False
OCH,71.38263665594855,76.45390070921985,19,True,942,311,False
HNF,71.38263665594855,76.73758865248227,19,True,941,311,False
HBH,71.28712871287128,80.7017543859649,20,True,915,303,False
QPH,71.19741100323624,83.2618025751073,19,True,934,309,False
MEL,71.1864406779661,73.09417040358744,19,True,893,295,False
SDU,71.07142857142857,80.41074249605056,20,True,847,280,False
SPM,71.06109324758843,75.74468085106383,19,True,942,311,False
HAS,71.06109324758843,71.91489361702126,19,True,942,311,False
DDN,71.06109324758843,69.07801418439718,19,True,942,311,False
HAC,71.06109324758843,66.9503546099291,19,True,942,311,False
VTC,71.06109324758843,75.74468085106383,21,True,942,311,False
AAM,71.06109324758843,66.52482269503545,20,True,942,311,False
SVC,71.06109324758843,76.45390070921985,19,True,942,311,False
PSP,71.06109324758843,67.80141843971631,19,True,942,311,False
VCX,71.06109324758843,74.04255319148936,20,True,942,311,False
QLT,71.00840336134453,89.81481481481481,15,False,723,238,False
VAV,70.96774193548387,72.50712250712252,20,True,937,310,False
SFC,70.96774193548387,76.78062678062678,19,True,939,310,False
HPW,70.81967213114754,76.33477633477634,19,True,924,305,False
SDV,70.77922077922078,77.72988505747126,19,True,930,308,False
HNI,70.7395498392283,73.47517730496455,19,True,940,311,False
STG,70.7395498392283,67.80141843971631,19,True,942,311,False
HU6,70.7395498392283,73.64672364672366,19,True,939,311,False
PCE,70.7395498392283,72.3404255319149,19,True,942,311,False
IVS,70.7395498392283,65.39007092198581,19,True,942,311,False
CIA,70.7395498392283,71.20567375886525,19,True,942,311,False
PVO,70.7395498392283,66.52482269503545,19,True,942,311,False
LEC,70.7395498392283,65.67375886524823,19,True,942,311,False
PTD,70.60931899641577,89.25750394944707,19,True,846,279,False
TS3,70.47244094488188,71.875,19,True,771,254,False
CTB,70.45454545454545,80.31609195402298,19,True,931,308,False
SD2,70.41800643086816,70.63829787234043,19,True,942,311,False
HNA,70.41800643086816,65.53191489361701,20,True,942,311,False
SVT,70.41800643086816,67.09219858156028,19,True,942,311,False
NDT,70.41800643086816,66.9503546099291,19,True,942,311,False
PAS,70.41800643086816,71.34751773049645,19,True,942,311,False
RCL,70.41800643086816,67.94326241134753,19,True,942,311,False
IDJ,70.41800643086816,61.702127659574465,19,True,942,311,False
GIC,70.41800643086816,66.09929078014184,19,True,942,311,False
YTC,70.35830618892508,90.80459770114942,19,True,929,307,False
AMP,70.3056768558952,92.48554913294798,19,True,695,229,False
BST,70.19867549668875,71.63742690058479,19,True,915,302,False
C21,70.17543859649122,77.77777777777779,19,True,348,114,False
CPA,70.15706806282722,86.4367816091954,19,True,582,191,False
HKP,70.1492537313433,88.61386138613861,17,False,811,268,False
AFX,70.09646302250803,70.92198581560284,20,True,942,311,False
KMR,70.09646302250803,62.836879432624116,19,True,942,311,False
WSS,70.09646302250803,69.36170212765957,19,True,942,311,False
PBC,70.09646302250803,70.92198581560284,20,True,942,311,False
VIG,70.09646302250803,64.25531914893618,20,True,942,311,False
AGP,70.09646302250803,69.36170212765957,19,True,942,311,False
TA9,70.09646302250803,67.80141843971631,19,True,942,311,False
BBC,70.09646302250803,74.46808510638299,19,True,942,311,False
VCC,70.09646302250803,67.09219858156028,19,True,942,311,False
SJ1,70.09646302250803,76.45390070921985,19,True,941,311,False
BRR,70.09646302250803,71.34751773049645,19,True,942,311,False
DHM,70.09646302250803,69.50354609929079,19,True,942,311,False
D11,70.09646302250803,70.63829787234043,19,True,942,311,False
SBS,70.09646302250803,64.9645390070922,19,True,942,311,False
YBC,70.0,78.99543378995433,19,True,878,290,False
VMS,70.0,74.64387464387464,19,True,937,310,False
CKD,70.0,79.77207977207978,19,True,939,310,False
HFB,69.93006993006993,81.17283950617283,20,True,864,286,False
PTX,69.91869918699187,91.57706093189964,19,True,744,246,False
PGI,69.77491961414792,73.04964539007092,19,True,942,311,False
VMC,69.77491961414792,73.61702127659574,21,True,942,311,False
TBC,69.77491961414792,66.24113475177306,20,True,942,311,False
EVS,69.77491961414792,63.68794326241135,20,True,942,311,False
FDC,69.77491961414792,73.19148936170214,19,True,942,311,False
SBA,69.77491961414792,63.829787234042556,19,True,942,311,False
SID,69.77491961414792,63.40425531914894,19,True,942,311,False
NBE,69.77491961414792,71.63120567375887,20,True,942,311,False
AAV,69.77491961414792,67.65957446808511,20,True,942,311,False
SD5,69.77491961414792,71.91489361702126,19,True,942,311,False
FUCVREIT,69.77491961414792,69.21985815602837,20,True,942,311,False
SDT,69.77491961414792,69.9290780141844,19,True,942,311,False
PVG,69.77491961414792,63.546099290780134,19,True,942,311,False
PEG,69.72789115646259,80.33033033033034,19,True,889,294,False
VE3,69.57928802588997,68.37606837606836,19,True,936,309,False
VIF,69.45337620578779,73.47517730496453,19,True,942,311,False
SD3,69.45337620578779,66.9503546099291,19,True,942,311,False
SD9,69.45337620578779,67.80141843971631,20,True,942,311,False
PCT,69.45337620578779,69.50354609929079,19,True,942,311,False
CCR,69.45337620578779,72.62411347517731,19,True,942,311,False
PPP,69.45337620578779,70.49645390070923,19,True,942,311,False
NHT,69.45337620578779,68.36879432624113,19,True,942,311,False
LPT,69.36619718309859,65.10903426791278,20,True,859,284,False
PRE,69.35483870967742,73.78917378917379,19,True,937,310,False
VNY,69.25675675675676,81.39880952380952,20,True,896,296,False
SFG,69.13183279742765,68.08510638297872,19,True,942,311,False
BLT,69.13183279742765,72.19858156028369,19,True,941,311,False
BMF,69.13183279742765,77.87234042553192,19,True,942,311,False
HWS,69.13183279742765,68.08510638297872,19,True,942,311,False
CAG,69.13183279742765,69.64539007092198,19,True,942,311,False
EID,69.13183279742765,70.0709219858156,19,True,942,311,False
PCF,69.13183279742765,66.38297872340426,19,True,942,311,False
BNA,69.13183279742765,62.836879432624116,19,True,942,311,False
NSH,69.13183279742765,68.93617021276596,20,True,942,311,False
DC1,69.13183279742765,65.52706552706553,19,True,939,311,False
L61,69.0721649484536,79.45205479452055,19,True,879,291,False
TSA,68.96551724137932,66.16915422885573,20,True,269,87,False
HSV,68.96551724137932,69.558599695586,19,True,879,290,False
DSP,68.93203883495146,80.11444921316166,19,True,933,309,False
CST,68.85813148788927,62.079510703363916,20,True,874,289,False
RYG,68.85245901639344,68.08510638297874,19,True,189,61,False
HMR,68.85245901639344,63.76811594202899,19,True,739,244,False
NNT,68.8135593220339,78.9237668161435,19,True,892,295,False
VTR,68.81028938906752,72.3404255319149,21,True,942,311,False
THI,68.81028938906752,74.7517730496454,17,False,942,311,False
SJM,68.81028938906752,71.34751773049645,19,True,942,311,False
TVD,68.81028938906752,63.262411347517734,19,True,942,311,False
DNW,68.81028938906752,69.21985815602837,19,True,942,311,False
ABR,68.70967741935485,69.65811965811965,19,True,937,310,False
VNI,68.6411149825784,94.00921658986175,19,True,870,287,False
ILC,68.62745098039215,70.41847041847042,19,True,925,306,False
AGX,68.56187290969899,85.77777777777777,19,True,903,299,False
KDM,68.55123674911661,67.91277258566979,19,True,858,283,False
QSP,68.5064935064935,78.87931034482759,19,True,930,308,False
SAV,68.48874598070739,62.836879432624116,19,True,942,311,False
MAS,68.48874598070739,83.68794326241135,20,True,942,311,False
MDC,68.48874598070739,69.7872340425532,19,True,942,311,False
MCG,68.48874598070739,72.48226950354609,19,True,942,311,False
MCO,68.48874598070739,69.7872340425532,19,True,942,311,False
DL1,68.48874598070739,67.23404255319149,19,True,942,311,False
VSI,68.48874598070739,78.58156028368795,19,True,942,311,False
VOC,68.48874598070739,63.97163120567376,19,True,942,311,False
SHA,68.48874598070739,66.38297872340425,19,True,942,311,False
DSH,68.42105263157895,74.44444444444444,19,True,122,38,False
QNP,68.42105263157895,77.01149425287356,19,True,351,114,False
BRS,68.42105263157895,82.4074074074074,19,True,864,285,False
DTG,68.30065359477125,73.16017316017316,19,True,927,306,False
H11,68.22742474916387,68.43657817109144,19,True,904,299,False
MAC,68.16720257234726,67.94326241134753,19,True,942,311,False
HTV,68.16720257234726,67.23404255319149,19,True,942,311,False
L12,68.16720257234726,69.9290780141844,19,True,942,311,False
NBP,68.16720257234726,78.58156028368795,19,True,942,311,False
ACC,68.16720257234726,64.9645390070922,19,True,942,311,False
PMS,68.16720257234726,72.7659574468085,20,True,942,311,False
DS3,68.16720257234726,70.78014184397162,19,True,942,311,False
HPT,68.16720257234726,75.60283687943262,19,True,942,311,False
EMS,68.16720257234726,77.77777777777779,19,True,939,311,False
YBM,68.16720257234726,66.52482269503545,19,True,942,311,False
VAF,68.06451612903226,68.37606837606839,19,True,939,310,False
SII,68.01346801346801,70.53571428571429,19,True,897,297,False
BTB,67.89297658862876,82.30088495575222,19,True,906,299,False
PIT,67.84565916398714,64.9645390070922,19,True,942,311,False
TOT,67.84565916398714,73.90070921985816,19,True,942,311,False
BSA,67.84565916398714,70.63829787234042,20,True,942,311,False
VGP,67.84565916398714,83.12056737588652,19,True,942,311,False
CMV,67.84565916398714,68.65248226950355,19,True,942,311,False
WSB,67.84565916398714,68.79432624113475,19,True,942,311,False
CC1,67.84565916398714,63.68794326241134,19,True,942,311,False
NST,67.74193548387096,76.49572649572649,19,True,939,310,False
KHB,67.6923076923077,89.1156462585034,15,False,787,260,False
FT1,67.64705882352942,75.03607503607505,19,True,927,306,False
TSD,67.62589928057554,90.95238095238095,19,True,843,278,False
XMD,67.56756756756756,71.44992526158445,21,True,894,296,False
TVP,67.53246753246754,77.15517241379311,19,True,931,308,False
AG1,67.52411575562701,72.62411347517731,19,True,942,311,False
VNB,67.52411575562701,67.5177304964539,19,True,942,311,False
APP,67.52411575562701,66.80851063829788,19,True,942,311,False
RIC,67.52411575562701,66.80851063829788,19,True,942,311,False
HTM,67.52411575562701,71.91489361702126,19,True,942,311,False
PIV,67.52411575562701,84.11347517730498,19,True,942,311,False
SHI,67.52411575562701,70.35460992907801,19,True,942,311,False
VLG,67.52411575562701,71.34751773049645,19,True,942,311,False
BIG,67.47967479674797,67.38351254480287,21,True,744,246,False
L45,67.43421052631578,68.26086956521739,19,True,921,304,False
PCG,67.41935483870968,68.66096866096866,19,True,938,310,False
CTX,67.33333333333333,80.7017543859649,22,True,457,150,False
MTL,67.32673267326733,71.32459970887918,19,True,918,303,False
BMJ,67.3202614379085,75.46897546897546,21,True,927,306,False
APS,67.20257234726688,62.97872340425532,19,True,942,311,False
CAT,67.20257234726688,71.77304964539006,19,True,942,311,False
VSA,67.20257234726688,67.94326241134753,19,True,942,311,False
NRC,67.20257234726688,70.49645390070923,19,True,942,311,False
DTC,67.20257234726688,71.77304964539006,20,True,942,311,False
CNC,67.20257234726688,69.07801418439718,20,True,942,311,False
HAN,67.20257234726688,69.08831908831908,19,True,939,311,False
TEL,66.93227091633466,93.29805996472663,19,True,759,251,False
HSP,66.91176470588235,90.93851132686085,19,True,824,272,False
TJC,66.88311688311688,80.68669527896995,19,True,933,308,False
VNR,66.88102893890675,62.4113475177305,20,True,942,311,False
PDC,66.88102893890675,66.52482269503545,19,True,942,311,False
PSB,66.88102893890675,72.9078014184397,19,True,942,311,False
FIC,66.88102893890675,68.93617021276596,19,True,942,311,False
PIC,66.88102893890675,79.00709219858156,19,True,942,311,False
DST,66.88102893890675,69.64539007092199,19,True,942,311,False
MDG,66.88102893890675,73.33333333333334,19,True,942,311,False
CQN,66.88102893890675,78.86524822695034,19,True,942,311,False
SKG,66.88102893890675,57.02127659574469,19,True,942,311,False
QTP,66.88102893890675,63.120567375886516,19,True,942,311,False
ASP,66.88102893890675,60.99290780141844,19,True,942,311,False
OPC,66.88102893890675,70.0709219858156,19,True,942,311,False
KTS,66.88102893890675,63.262411347517734,19,True,941,311,False
NBC,66.88102893890675,62.269503546099294,19,True,942,311,False
NCS,66.88102893890675,69.07801418439718,19,True,942,311,False
LG9,66.66666666666666,80.34682080924856,19,True,693,228,False
SP2,66.66666666666666,90.12345679012346,20,True,756,249,False
MKV,66.66666666666666,84.82003129890455,19,True,854,282,False
DQC,66.55948553054662,60.851063829787236,19,True,942,311,False
HMH,66.55948553054662,70.0709219858156,19,True,942,311,False
VTD,66.55948553054662,67.5177304964539,19,True,942,311,False
VNS,66.55948553054662,63.97163120567376,19,True,942,311,False
TRA,66.55948553054662,69.36170212765957,19,True,942,311,False
BDT,66.55948553054662,70.21276595744682,19,True,942,311,False
CEN,66.55948553054662,61.702127659574465,20,True,942,311,False
BWS,66.55948553054662,73.90070921985816,19,True,942,311,False
TVC,66.55948553054662,70.35460992907801,19,True,942,311,False
DNP,66.55948553054662,75.88652482269504,19,True,942,311,False
CDP,66.55948553054662,72.48226950354609,19,True,942,311,False
VMG,66.55948553054662,71.34751773049646,20,True,942,311,False
VNA,66.55948553054662,60.42553191489362,19,True,942,311,False
TV3,66.55948553054662,71.20567375886525,19,True,942,311,False
CVT,66.55948553054662,78.58156028368795,19,True,942,311,False
CDH,66.55948553054662,98.43971631205673,38,True,942,311,False
VC1,66.55737704918033,71.5942028985507,19,True,921,305,False
DHB,66.55405405405406,81.54761904761905,19,True,897,296,False
NXT,66.38297872340425,69.28838951310861,19,True,712,235,False
DVM,66.35514018691589,66.66666666666666,19,True,648,214,False
TED,66.34615384615384,74.73460721868365,20,True,631,208,False
SSG,66.32996632996633,77.92592592592592,19,True,900,297,False
L62,66.28787878787878,79.0,19,True,801,264,False
VE8,66.26984126984127,72.28070175438597,20,True,763,252,False
DP1,66.2379421221865,66.80851063829788,19,True,942,311,False
XMC,66.2379421221865,67.23404255319149,19,True,942,311,False
VC2,66.2379421221865,63.97163120567376,20,True,942,311,False
SGB,66.2379421221865,68.08510638297874,20,True,942,311,False
VHL,66.23376623376623,74.24892703862662,20,True,932,308,False
TNC,66.23376623376623,78.96995708154506,19,True,933,308,False
HAV,66.22516556291392,72.22222222222223,19,True,914,302,False
GTH,66.11842105263158,86.02620087336244,15,False,919,304,False
CIP,66.07142857142857,72.32704402515724,20,True,849,280,False
VIW,65.93406593406593,84.95145631067963,19,True,825,273,False
PDV,65.91639871382637,66.38297872340426,19,True,942,311,False
API,65.91639871382637,64.39716312056738,19,True,942,311,False
PMG,65.91639871382637,70.92198581560284,20,True,942,311,False
TXM,65.91639871382637,69.7872340425532,19,True,942,311,False
EIC,65.91639871382637,65.81560283687942,19,True,942,311,False
NAG,65.91639871382637,69.64539007092199,19,True,942,311,False
NAV,65.91639871382637,66.38297872340425,19,True,942,311,False
SCI,65.91639871382637,63.82978723404255,19,True,942,311,False
DRG,65.91639871382637,72.9078014184397,19,True,942,311,False
INN,65.91639871382637,63.97163120567376,19,True,942,311,False
SEA,65.91639871382637,63.40425531914894,19,True,942,311,False
KSD,65.91639871382637,71.06382978723404,19,True,942,311,False
BDG,65.91639871382637,67.23404255319149,20,True,942,311,False
SAC,65.91639871382637,75.46099290780143,19,True,942,311,False
ABC,65.91639871382637,74.89361702127658,19,True,942,311,False
HVX,65.91639871382637,63.82978723404255,19,True,942,311,False
DHD,65.91639871382637,83.12056737588654,19,True,941,311,False
DMS,65.9090909090909,85.57213930348259,21,True,271,88,False
AVG,65.88235294117646,73.33333333333334,19,True,262,85,False
CDR,65.76271186440678,71.44992526158445,19,True,893,295,False
