index_code,chunk_start,chunk_end,chunk_days,provider,source,success,rows,exception_type,exception_message
VNINDEX,2005-03-12,2005-03-16,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb4cd0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d37cd0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d363d0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-17,2005-03-21,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-17,2005-03-21,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85dd0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c85850 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c850d0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-17,2005-03-21,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-17,2005-03-21,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d35bd0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d37dd0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2b6d0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-17,2005-03-21,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-17,2005-03-21,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb4dd0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb67d0 state=finished raised ValueError>]
VNINDEX,2005-03-17,2005-03-21,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb7b50 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-22,2005-03-26,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-22,2005-03-26,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d370d0 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d343d0 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d34650 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-22,2005-03-26,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-22,2005-03-26,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c93750 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c85fd0 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c84150 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-22,2005-03-26,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-22,2005-03-26,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c92450 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d369d0 state=finished raised ValueError>]
VNINDEX,2005-03-22,2005-03-26,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d340d0 state=finished raised ValueError>]
VNINDEX,2005-03-27,2005-03-31,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-27,2005-03-31,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-27,2005-03-31,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2ac50 state=finished raised ConnectionError>]
VNINDEX,2005-03-27,2005-03-31,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c28d50 state=finished raised ValueError>]
VNINDEX,2005-03-27,2005-03-31,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c28ed0 state=finished raised ValueError>]
VNINDEX,2005-03-27,2005-03-31,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-27,2005-03-31,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-27,2005-03-31,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c92450 state=finished raised ConnectionError>]
VNINDEX,2005-03-27,2005-03-31,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d35950 state=finished raised ValueError>]
VNINDEX,2005-03-27,2005-03-31,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d35250 state=finished raised ValueError>]
VNINDEX,2005-03-27,2005-03-31,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-27,2005-03-31,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-27,2005-03-31,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d35e50 state=finished raised ConnectionError>]
VNINDEX,2005-03-27,2005-03-31,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d37750 state=finished raised ValueError>]
VNINDEX,2005-03-27,2005-03-31,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d377d0 state=finished raised ValueError>]
