feature_name,mean_mutual_information,mean_model_importance,mean_permutation_importance,mean_combined_score,score_std,selection_hit_rate,folds_selected,regime_mean_abs_ic,regime_max_abs_ic,regime_bucket_count,early_score,late_score,decay_ratio,freshness_label,regime_behavior,evidence_score,task_name
unchanged,0.04271447378303487,0.0017560036092992386,0.0,0.4261627906976744,0.04617154008819438,0.0,0.0,0.10579907115236416,0.1959122673144277,5,0.4026162790697674,0.4379360465116279,1.0877256290673096,weak,robust,0.417296511627907,regression_forecasting
true_range,0.052261808997151604,0.0010333533802488754,0.0,0.42480620155038756,0.005054574168893416,0.0,0.0,0.15583625110527105,0.44242576538604655,5,0.42093023255813944,0.4267441860465116,1.0138121522876287,weak,robust,0.5550872093023256,regression_forecasting
log_return_lag_1,0.05010573315799712,0.0010646396517939114,0.0,0.4234496124031007,0.03955660882791933,0.0,0.0,0.08801938860102694,0.2536248238361722,5,0.37819767441860463,0.4460755813953488,1.1794773220158323,weak,robust,0.3994186046511628,regression_forecasting
m_ret_5d,0.030470292522370396,0.004560315916456991,0.0,0.4187015503875968,0.1052118110945651,0.0,0.0,0.1179228471896394,0.29678463403495614,5,0.3212209302325581,0.46744186046511627,1.4552036153792756,weak,robust,0.3684593023255814,regression_forecasting
vroc_60,0.016964038335680904,0.003428104454132401,0.0,0.41802325581395344,0.02676313787554396,0.0,0.0,0.0793274108158533,0.18524694496275343,5,0.41686046511627906,0.41860465116279066,1.0041840980094885,weak,robust,0.4129360465116279,regression_forecasting
open_to_close_return_1d,0.07656593631452946,0.00018367515921087314,0.0,0.4153100775193798,0.021441457940696965,0.0,0.0,0.09417332470682707,0.17262025642705967,5,0.3965116279069767,0.42470930232558135,1.0711143668001222,weak,robust,0.4395348837209302,regression_forecasting
volume_lag_5,0.06749169713713969,0.00039374057289575157,0.0,0.41157945736434104,0.049665579279702256,0.0,0.0,0.10225268442049923,0.2877025977228969,5,0.4026162790697674,0.41606104651162784,1.0333934992383582,weak,robust,0.3928779069767442,regression_forecasting
volume_lag_1,0.05215584721202493,0.0009947422894267895,0.0,0.4112403100775193,0.101756366934192,0.0,0.0,0.08349897191729533,0.1971396401367951,5,0.32325581395348835,0.4552325581395348,1.4082733769384346,weak,robust,0.31351744186046515,regression_forecasting
open_close_spread_pct,0.07834471543772192,7.132915373870914e-05,0.0,0.40920542635658913,0.010237897215281164,0.0,0.0,0.09417332470682707,0.17262025642705967,5,0.40465116279069757,0.4114825581395348,1.0168821813950613,weak,robust,0.4491279069767442,regression_forecasting
new_high_low_ratio,0.04895071085798186,0.0011217014252322582,0.0,0.405813953488372,0.092203418534237,0.0,0.0,0.13703708040362467,0.3475526311382724,5,0.32529069767441854,0.4460755813953488,1.371313668706596,weak,robust,0.3902616279069767,regression_forecasting
turnover_ratio_20,0.0,0.004203825692687158,0.0,0.3980135658914728,0.019862509369130463,0.0,0.0,0.07540377228478702,0.2598832416972559,5,0.38735465116279066,0.40334302325581395,1.0412757946851867,weak,robust,0.3963662790697674,regression_forecasting
momentum_10,0.03603493296675412,0.001539434241216668,0.0,0.3949612403100775,0.030563834230390816,0.0,0.0,0.1358130713729153,0.4168407626939863,5,0.37005813953488365,0.4074127906976744,1.1009426521702728,weak,robust,0.4704941860465116,regression_forecasting
volume_lag_2,0.052217035204876826,0.0005673091579281858,0.0,0.39360465116279064,0.04074747783240752,0.0,0.0,0.07692547747219952,0.20088249206415257,5,0.3517441860465116,0.41453488372093017,1.1785123933437331,weak,robust,0.34752906976744186,regression_forecasting
new_high_low_spread,0.04725009274548627,0.0008323802409417059,0.0,0.39021317829457364,0.0529080415601169,0.0,0.0,0.1345342319776353,0.33957520847115175,5,0.443313953488372,0.3636627906976744,0.8203278670020145,weak,robust,0.417296511627907,regression_forecasting
up_down_volume_spread,0.042104890870139876,0.0010720588452467195,0.0,0.38614341085271314,0.05672802063549231,0.0,0.0,0.06616730895437249,0.18527667402522124,5,0.41889534883720925,0.36976744186046506,0.882720330994755,weak,robust,0.31046511627906975,regression_forecasting
turnover,0.039768246805735874,0.0010476992208941793,0.0,0.3820736434108527,0.058615301419366134,0.0,0.0,0.08726255533703002,0.22097427503403938,5,0.31715116279069766,0.41453488372093017,1.3070577410666555,weak,robust,0.33880813953488376,regression_forecasting
m_ret,0.04605356061274879,0.000754524275073531,0.0,0.38003875968992246,0.06079984310192483,0.0,0.0,0.06044768146734015,0.16355750882184808,5,0.4066860465116279,0.3667151162790697,0.9017155088621147,weak,robust,0.29171511627906976,regression_forecasting
log_return_lag_5,0.02939477051803537,0.0013655949694363183,0.0,0.3705426356589147,0.034951887531873636,0.0,0.0,0.07096006758819923,0.19683746135072194,5,0.36802325581395345,0.3718023255813953,1.0102685596561423,weak,robust,0.3383720930232558,regression_forecasting
close_return_5d,0.04024672144072531,0.0009303842960051382,0.0,0.36782945736434103,0.009394228672958456,0.0,0.0,0.10919877404804622,0.30143099765211046,5,0.37819767441860463,0.3626453488372092,0.9588777837828287,weak,robust,0.4399709302325582,regression_forecasting
high_low_range,0.045480374592233495,0.0006111736277124275,0.0,0.36749031007751937,0.08861325500201174,0.0,0.0,0.1637168527970411,0.383269909526561,5,0.2652616279069767,0.41860465116279066,1.578082185831668,weak,robust,0.384156976744186,regression_forecasting
bb_percent_b,0.03480956311772173,0.0011342200007954108,0.0,0.3637596899224806,0.044310501493840714,0.0,0.0,0.1380111303539649,0.3439627818961596,5,0.3537790697674418,0.36875,1.0423171704309195,weak,robust,0.4190406976744186,regression_forecasting
up_down_volume_ratio,0.038047170857221126,0.0007659088967849748,0.0,0.36308139534883715,0.03681201422855054,0.0,0.0,0.06616730895437249,0.18527667402522124,5,0.3863372093023255,0.351453488372093,0.9097065439206994,weak,robust,0.3200581395348837,regression_forecasting
volume_ratio_60,0.01562649455134994,0.0018820820011967662,0.0,0.36036821705426353,0.0652577971459046,0.0,0.0,0.07365505969631467,0.27406587700343676,5,0.2886627906976744,0.3962209302325581,1.3726082530495745,weak,robust,0.2847383720930233,regression_forecasting
net_advancers,0.051553989126555955,0.00042196495706833885,0.0,0.35867248062015505,0.05238133603653169,0.0,0.0,0.07972273681699726,0.1840428665028237,5,0.41889534883720925,0.3285610465116279,0.7843511431657405,weak,robust,0.3161337209302325,regression_forecasting
log_return_lag_3,0.023529869993141734,0.0014118261312751667,0.0,0.35697674418604647,0.026994217977531702,0.0,0.0,0.056182027738396624,0.25034827105826196,5,0.3456395348837209,0.3626453488372092,1.0492010062159363,weak,robust,0.32790697674418606,regression_forecasting
volume_lag_3,0.0492878444958215,0.0003347873091399933,0.0,0.3484980620155038,0.03796759061585611,0.0,0.0,0.07494870269478045,0.2040037032350507,5,0.3212209302325581,0.3621366279069767,1.1273755621012018,weak,robust,0.31613372093023256,regression_forecasting
volatility_regime_code,0.04990490258615887,0.0003731074611899307,0.0,0.34815891472868216,0.06617927981814972,0.0,0.0,0.08810454717922828,0.18950236026651335,5,0.42296511627906974,0.3107558139534884,0.7347079020430274,weak,robust,0.30392441860465114,regression_forecasting
macd_hist,0.018072000216776313,0.0013709103867506785,0.0,0.34273255813953485,0.020433792756732544,0.0,0.0,0.13465058021500828,0.32150317869234285,5,0.3558139534883721,0.33619186046511623,0.9448529385210014,weak,robust,0.43997093023255807,regression_forecasting
rel_to_sector,0.017125066564996533,0.001355471783959704,0.0,0.3406976744186047,0.03220977457465903,0.0,0.0,0.09189917578023912,0.182048318451762,5,0.3497093023255814,0.3361918604651163,0.961346630667471,weak,robust,0.3571220930232558,regression_forecasting
pct_return_lag_5,0.026930524974919656,0.0009497877517138728,0.0,0.3400193798449613,0.023318109393936484,0.0,0.0,0.07096006758819923,0.19683746135072194,5,0.31511627906976747,0.3524709302325581,1.118542431874736,weak,robust,0.3322674418604651,regression_forecasting
open_close_spread,0.05259642861035937,0.00015990364136695125,0.0,0.3369670542635659,0.023091870048178764,0.0,0.0,0.08213496967527112,0.14585681615558999,5,0.34767441860465115,0.3316133720930232,0.9538043450827031,weak,robust,0.35363372093023254,regression_forecasting
vroc_5,0.0011289487576835455,0.002022259118269994,0.0,0.33628875968992245,0.015817221718255125,0.0,0.0,0.060295781361850105,0.23821238137107614,5,0.3527616279069767,0.3280523255813953,0.9299546739192055,weak,robust,0.32921511627906974,regression_forecasting
turnover_ratio_60,0.0135267741896401,0.0016685530431793912,0.0,0.3345930232558139,0.08319897452383175,0.0,0.0,0.07800971106221102,0.2884856423585268,5,0.37209302325581395,0.3158430232558139,0.8488281227187743,weak,robust,0.24462209302325583,regression_forecasting
decliners,0.04646911949038716,0.00018766607497109106,0.0,0.3295058139534883,0.03330011330267205,0.0,0.0,0.07863034194147527,0.18307012872562403,5,0.2968023255813953,0.34585755813953484,1.16527913417379,weak,robust,0.31526162790697676,regression_forecasting
log_return_lag_2,0.03719299620809272,0.0005068157007085144,0.0,0.32916666666666666,0.03512072267691078,0.0,0.0,0.06086455971679521,0.19711654502167372,5,0.2886627906976744,0.3494186046511628,1.2104733089989645,weak,robust,0.28430232558139534,regression_forecasting
pct_return_lag_2,0.039363320514754406,0.00039578882301890905,0.0,0.32848837209302323,0.06015756420515955,0.0,0.0,0.06086455971679521,0.19711654502167372,5,0.2601744186046511,0.3626453488372093,1.393854743245966,weak,robust,0.24418604651162792,regression_forecasting
declining_share,0.048155783338879786,9.974917339454843e-05,0.0,0.31831395348837205,0.049172824175265265,0.0,0.0,0.07901054314631129,0.1873178527861507,5,0.2672965116279069,0.3438226744186046,1.2862968956771492,weak,robust,0.2795058139534884,regression_forecasting
trend_regime_code,0.04564761221158061,9.873089152607154e-05,0.0,0.31458333333333327,0.00702552792576178,0.0,0.0,0.11820696281818346,0.34318951769769784,5,0.3222383720930232,0.31075581395348834,0.964366257719964,weak,robust,0.40988372093023256,regression_forecasting
volume_spike_zscore_20,0.0,0.0021711229700035017,0.0,0.31458333333333327,0.0934669122970224,0.0,0.0,0.08567921822505004,0.32968981133325137,5,0.34665697674418605,0.2985465116279069,0.8612159304296997,weak,robust,0.24069767441860462,regression_forecasting
pct_return_lag_3,0.024220930991276052,0.0008485674968077168,0.0,0.31356589147286823,0.03735700758712388,0.0,0.0,0.056182027738396624,0.25034827105826196,5,0.31308139534883717,0.31380813953488373,1.0023212595654736,weak,robust,0.2625,regression_forecasting
advancers,0.029262274030765312,0.000604461217186681,0.0,0.31220930232558136,0.017195449326942155,0.0,0.0,0.07376667411583988,0.1407810563323453,5,0.29273255813953486,0.3219476744186046,1.0998013865111054,weak,robust,0.31613372093023256,regression_forecasting
sector_dispersion,0.016280453255723398,0.000985334272336837,0.0,0.2962693798449612,0.06568132599979266,0.0,0.0,0.08559827205286316,0.3282959197796958,5,0.3313953488372093,0.2787063953488372,0.8410087693920436,weak,robust,0.2611918604651163,regression_forecasting
sector_return_20d,0.013809661207058769,0.0008768429138159239,0.0,0.28846899224806194,0.04764279770023971,0.0,0.0,0.12745466090663193,0.26199349672424765,5,0.3313953488372092,0.2670058139534883,0.8057017519547245,weak,robust,0.3414244186046511,regression_forecasting
volume_shock_10,0.014867847384242516,0.000728856896020938,0.0,0.2877906976744186,0.033874699522095826,0.0,0.0,0.0747753494236293,0.29116468643237886,5,0.2886627906976744,0.2873546511627907,0.9954682744970684,weak,robust,0.27863372093023253,regression_forecasting
advance_decline_ratio,0.03761248196656227,0.00013621078350374571,0.0,0.28677325581395346,0.040959240431068834,0.0,0.0,0.07921435230686268,0.17508305183521886,5,0.24694767441860463,0.3066860465116279,1.2419069990910419,weak,robust,0.2694767441860465,regression_forecasting
down_volume,0.030099672507497566,0.0003076589041084924,0.0,0.28270348837209297,0.05472398197886899,0.0,0.0,0.0715166956296999,0.20012659365965266,5,0.28255813953488373,0.2827761627906976,1.0007716013964458,weak,robust,0.23502906976744187,regression_forecasting
advance_decline_ratio_5,0.008246203074324518,0.0010413354255943313,0.0,0.2813468992248062,0.08400764622682771,0.0,0.0,0.079285734767213,0.25209121111466565,5,0.29883720930232555,0.2726017441860465,0.9122081681537002,weak,robust,0.21061046511627907,regression_forecasting
market_regime_code,0.03953803642576714,8.721441773926311e-05,0.0,0.2810077519379845,0.026486344490595344,0.0,0.0,0.0957486887822969,0.23973649769946037,5,0.27340116279069765,0.2848110465116279,1.041733116870216,weak,robust,0.32747093023255813,regression_forecasting
s_ret_5d,0.025769716134755132,0.00035863702916770084,0.0,0.2782945736434108,0.03649191871637704,0.0,0.0,0.11587312930993714,0.2781881031427386,5,0.24389534883720926,0.2954941860465116,1.2115613776307854,weak,robust,0.3204941860465116,regression_forecasting
momentum_5,0.02174341540533664,0.0005058217867426307,0.0,0.27625968992248057,0.035078590073170636,0.0,0.0,0.09530003212554486,0.2980908756803966,5,0.3090116279069767,0.2598837209302325,0.8410159897524974,weak,robust,0.29781976744186045,regression_forecasting
rel_to_market,0.01995403356138829,0.0004175412526467536,0.0,0.2742248062015504,0.0528800830360555,0.0,0.0,0.1169058863050592,0.3074548940249123,5,0.2133720930232558,0.30465116279069765,1.4277929088397716,weak,robust,0.2934593023255814,regression_forecasting
overnight_return_1d,0.036530425788038855,9.068763215263617e-05,0.0,0.2725290697674418,0.013931517343788164,0.0,0.0,0.08340596399147215,0.3028822539942883,5,0.26831395348837206,0.2746366279069767,1.0235644598905072,weak,robust,0.31700581395348837,regression_forecasting
market_breadth,0.026236342047666266,0.00026730390152802756,0.0,0.2704941860465116,0.045280537042792696,0.0,0.0,0.07921435230686268,0.17508305183521886,5,0.22252906976744186,0.2944767441860465,1.3233180868031167,weak,robust,0.2450581395348837,regression_forecasting
value_ratio_10,0.007514164455971084,0.000621412384456141,0.0,0.2626937984496124,0.0022011272658140736,0.0,0.0,0.07695790120721946,0.29669230578942274,5,0.2601744186046511,0.263953488372093,1.0145251357654004,weak,robust,0.3109011627906977,regression_forecasting
advancing_share,0.029066389325727176,0.00015967390913909348,0.0,0.2623546511627907,0.03830624415151053,0.0,0.0,0.07272819134188681,0.13934680139670566,5,0.24389534883720926,0.2715843023255814,1.1135280049695635,weak,robust,0.234156976744186,regression_forecasting
sector_dispersion_zscore_20,0.0,0.0009003487058345784,0.0,0.25489341085271316,0.07708592173554078,0.0,0.0,0.08293641909734471,0.2146339585974217,5,0.20421511627906974,0.28023255813953485,1.3722419861629715,weak,robust,0.20450581395348835,regression_forecasting
sector_relative_zscore_20,0.0,0.0009437956386577169,0.0,0.24404069767441858,0.07141628996536797,0.0,0.0,0.07473186194657486,0.18527607391098286,5,0.3222383720930232,0.20494186046511625,0.6359945853064308,weak,robust,0.19142441860465115,regression_forecasting
stoch_k_14,0.0030725305952546598,0.0005769615759147392,0.0,0.2379360465116279,0.0936002499687532,0.0,0.0,0.13241092356179085,0.3344888718468874,5,0.1635174418604651,0.27514534883720926,1.6826666563762251,weak,robust,0.2515988372093023,regression_forecasting
turnover_ratio_5,0.012373666435827898,0.0002467360700287521,0.0,0.23250968992248064,0.039468655340304304,0.0,0.0,0.06289788015137818,0.23967615494813774,5,0.23168604651162789,0.23292151162790697,1.0053324925240354,weak,robust,0.21409883720930228,regression_forecasting
volume_ratio_5,0.0007837959068416703,0.0005459445534071478,0.0,0.23013565891472865,0.043854259735963644,0.0,0.0,0.061345106761886994,0.2361528401117065,5,0.28052325581395343,0.20494186046511625,0.730569945582217,weak,robust,0.20450581395348835,regression_forecasting
s_ret,0.00099842549499544,0.00037378029007444644,0.0,0.21860465116279068,0.017636989897811064,0.0,0.0,0.07961118017861049,0.1962099443675163,5,0.23168604651162789,0.2120639534883721,0.9153073988097147,weak,robust,0.2795058139534884,regression_forecasting
market_regime_transition_flag,0.0033924817707619384,0.0,0.0,0.18163759689922476,0.01437215103723773,0.0,0.0,0.06373892823020438,0.16250655494341534,5,0.171656976744186,0.18662790697674417,1.0872142188992093,weak,robust,0.25857558139534886,regression_forecasting
abnormal_gap_flag,0.004623419275298153,0.0,0.0,0.17960271317829457,0.013654541464803048,0.0,0.0,0.1043619265877196,0.19017995289678646,5,0.1818313953488372,0.17848837209302326,0.9816147028349249,weak,robust,0.31700581395348837,regression_forecasting
trend_regime_transition_flag,0.0017166729472198512,0.0,0.0,0.1741763565891473,0.009456987061987953,0.0,0.0,0.06477511020782774,0.1378210691308298,5,0.17369186046511625,0.17441860465116277,1.0041840946369986,weak,robust,0.25988372093023254,regression_forecasting
volatility_regime_transition_flag,0.0021167777631534435,0.0,0.0,0.1741763565891473,0.004814828778606539,0.0,0.0,0.05414944601995999,0.16069778125985018,5,0.1696220930232558,0.17645348837209301,1.0402742012364299,weak,robust,0.2581395348837209,regression_forecasting
pct_above_ma20,0.16075624403488967,0.04129561287677056,0.018637596084207675,0.9221899224806202,0.09608749149224761,1.0,3.0,0.14795562541824034,0.28161117520607326,5,0.8113372093023256,0.9776162790697674,1.2049444628645616,stable,robust,0.8450581395348836,directional_classification
pct_above_ma50,0.1614321691963676,0.020107775903132275,0.005159299398867352,0.9137596899224806,0.08569831208412952,1.0,3.0,0.12194742598930292,0.405503745460621,5,0.815406976744186,0.9629360465116279,1.180926914772767,stable,robust,0.829360465116279,directional_classification
market_return_20d,0.16302590724909058,0.02572161866580649,9.281096337618127e-05,0.8724806201550388,0.08797355693017749,1.0,3.0,0.11588391514539852,0.2699012067856867,5,0.973546511627907,0.8219476744186046,0.8442818743193999,stable,robust,0.8162790697674418,directional_classification
market_return_60d,0.15839072192721804,0.019489073334283902,0.0008064002398818511,0.8500968992248062,0.0713592234311991,1.0,3.0,0.1736899051283224,0.554144989777376,5,0.8011627906976745,0.874563953488372,1.0916182860104617,stable,robust,0.8677325581395349,directional_classification
new_high_low_spread_5,0.15985654123057183,0.012419819654511862,0.0005337168363219032,0.8421511627906977,0.07548685948276049,1.0,3.0,0.20518512586032367,0.3877645255299572,5,0.7808139534883721,0.8728197674418604,1.1178332078014346,stable,robust,0.8659883720930234,directional_classification
m_ret_5d,0.16757661066343302,0.008982139685536903,0.001673341514315152,0.8349806201550387,0.10580530141814537,1.0,3.0,0.1196579110827535,0.2445774524884012,5,0.7625000000000001,0.8712209302325581,1.1425848250360304,stable,robust,0.8005813953488372,directional_classification
up_down_volume_ratio_5,0.16595656768712153,0.008612537634172707,0.0049842548274489674,0.8267441860465116,0.12211897564706381,0.6666666666666666,2.0,0.10453031130702017,0.2514283615216898,5,0.7584302325581395,0.8609011627906976,1.1351092357589976,stable,robust,0.7627906976744185,directional_classification
m_ret_20d,0.1643691881662508,0.024977872516999733,0.0,0.824515503875969,0.008223884648340556,1.0,3.0,0.11551327247672767,0.26338185396477637,5,0.815406976744186,0.8290697674418603,1.016755791979451,stable,robust,0.9287790697674418,directional_classification
advance_decline_ratio_5,0.16011486583081877,0.008897865439498652,0.0022847450724886994,0.8206395348837209,0.08116714271666496,1.0,3.0,0.08647228005914152,0.18976694901949603,5,0.7625,0.8497093023255814,1.1143728540474866,stable,robust,0.7508720930232557,directional_classification
rolling_min_60,0.07117788560897924,0.02408976628991988,0.0005632243062880312,0.8142441860465115,0.08282639434905588,1.0,3.0,0.0778972088950892,0.2516866478153679,5,0.7665697674418605,0.8380813953488371,1.093287825650015,stable,robust,0.7238372093023255,directional_classification
up_down_volume_ratio,0.15778819964246224,0.009175857712486237,0.0024028989835660377,0.7969961240310077,0.1171657087936071,0.6666666666666666,2.0,0.07846392517313673,0.1580152224492062,5,0.7991279069767442,0.7959302325581394,0.9959985436790705,stable,robust,0.6908430232558139,directional_classification
sma_200,0.0674047266008931,0.012187242633226713,0.0001844890469406983,0.7941860465116278,0.0868816519411538,0.6666666666666666,2.0,0.07313036469639118,0.26160846139827854,5,0.7462209302325581,0.8181686046511627,1.0964160483943626,stable,robust,0.6947674418604651,directional_classification
declining_share,0.16130021434275457,0.009440933541473765,0.0,0.7688953488372093,0.04607626916073883,0.6666666666666666,2.0,0.08368669035356148,0.2969413576226694,5,0.7686046511627906,0.7690406976744186,1.0005673209372348,stable,robust,0.7776162790697675,directional_classification
bb_upper,0.05546372250176179,0.009032974184255726,0.00037739564141779186,0.7561046511627906,0.1019652913141255,0.3333333333333333,1.0,0.08320595548822984,0.2589068249638729,5,0.7258720930232557,0.7712209302325581,1.0624749685002348,stable,robust,0.6898255813953488,directional_classification
up_volume,0.16389755920863447,0.007735533196137432,0.0,0.7512596899224806,0.025581945906690017,0.6666666666666666,2.0,0.08132829029565508,0.21483866437970278,5,0.7401162790697674,0.7568313953488371,1.0225844448084485,stable,robust,0.8063953488372093,directional_classification
breadth_thrust_10,0.16198439842978116,0.008096300918381058,0.0,0.7505813953488372,0.048178699942789976,0.6666666666666666,2.0,0.19108833275467665,0.3316080349028013,5,0.8011627906976744,0.7252906976744186,0.9052975315260438,stable,robust,0.8709302325581395,directional_classification
rolling_min_5,0.1289202650554513,0.009051781293671632,0.0,0.7444767441860464,0.013992798309951997,0.3333333333333333,1.0,0.0966142702443451,0.28151110387868034,5,0.7319767441860465,0.7507267441860465,1.0256155665098818,stable,robust,0.8476744186046512,directional_classification
down_volume,0.16178003978510672,0.007671920852434493,0.0,0.7410852713178294,0.0377519180873195,0.3333333333333333,1.0,0.08248266809786545,0.30012287216862654,5,0.7319767441860464,0.7456395348837209,1.0186656062334356,stable,robust,0.7691860465116279,directional_classification
up_down_volume_spread,0.16530931205029278,0.006913339284332726,0.0,0.7370155038759689,0.0535588935174656,0.6666666666666666,2.0,0.07846392517313673,0.1580152224492062,5,0.7441860465116279,0.7334302325581394,0.9855468736756713,stable,robust,0.7292151162790698,directional_classification
rolling_max_20,0.10694010577020559,0.009668568006076059,0.0,0.7343023255813953,0.03199919930380093,0.3333333333333333,1.0,0.0839266264862413,0.2965032764756729,5,0.7380813953488371,0.7324127906976744,0.9923198096047342,stable,robust,0.7787790697674417,directional_classification
advancing_share,0.1670415145306361,0.005162013169080903,0.0005711564543462111,0.7251937984496123,0.1282729085433159,0.3333333333333333,1.0,0.08601423763299786,0.2555816685252262,5,0.6546511627906976,0.7604651162790697,1.1616341012451061,stable,robust,0.6697674418604651,directional_classification
new_high_low_ratio,0.14759077709827592,0.005877719599239204,0.0023131530511818488,0.718798449612403,0.1489854178209191,0.3333333333333333,1.0,0.14744493677067938,0.3429444354643041,5,0.7177325581395348,0.7193313953488372,1.0022276211228582,stable,robust,0.7543604651162791,directional_classification
breadth_thrust_5,0.16648736498441155,0.005638072840201788,0.0,0.6963178294573643,0.031863347207390126,0.0,0.0,0.09976479357562006,0.23989501858772566,5,0.7299418604651162,0.6795058139534884,0.9309040210265593,weak,robust,0.7020348837209303,directional_classification
decliners,0.10919261298550076,0.007164117648325437,0.0,0.6929263565891471,0.03768134147802066,0.3333333333333333,1.0,0.08387002899995309,0.29269933822805977,5,0.6627906976744186,0.7079941860465115,1.0682017527742922,stable,robust,0.7587209302325582,directional_classification
ema_20,0.051915521302564605,0.008311058318019256,0.0,0.6813953488372092,0.05111569581951346,0.0,0.0,0.08627851664892054,0.28682373478606443,5,0.6261627906976744,0.7090116279069767,1.1323119759075426,weak,robust,0.6122093023255814,directional_classification
breadth_member_count,0.02999871979402043,0.011475210397195222,0.0,0.6786821705426357,0.014680472405746584,0.0,0.0,0.1355988298523402,0.3070213171172426,5,0.6933139534883721,0.6713662790697674,0.968343814116938,weak,robust,0.7561046511627908,directional_classification
new_lows_252,0.05796863093760973,0.007805566486404482,0.0,0.6773255813953488,0.07372668435470528,0.0,0.0,0.11104825089938168,0.3590387060708592,5,0.727906976744186,0.6520348837209302,0.8957667719323332,weak,robust,0.6226744186046511,directional_classification
bb_lower,0.043280174642187065,0.00804320897491916,0.0,0.6752906976744186,0.031251014045202356,0.0,0.0,0.08379042593585286,0.26250900687641376,5,0.6587209302325582,0.6835755813953488,1.0377316842145643,weak,robust,0.6449127906976745,directional_classification
sma_50,0.03981679346829692,0.008609678647523898,0.0,0.6752906976744186,0.011381844157239515,0.0,0.0,0.08036956368520219,0.2643100978326842,5,0.6872093023255814,0.6693313953488371,0.9739847701562996,weak,robust,0.6632267441860467,directional_classification
new_high_low_spread,0.1462640192266361,0.006000127066814746,0.0,0.6752906976744185,0.02791151852576779,0.0,0.0,0.1458325744795828,0.33645055901187754,5,0.6627906976744186,0.6815406976744185,1.0282894721327562,weak,robust,0.736046511627907,directional_classification
close_lag_1,0.03706616298683422,0.008760086386392732,0.0,0.667829457364341,0.011416439508016494,0.0,0.0,0.09972841259451633,0.2774743124783369,5,0.6546511627906977,0.6744186046511627,1.0301953803091153,weak,robust,0.7098837209302326,directional_classification
sma_20,0.045979786361501164,0.007342659999861841,0.0,0.6637596899224806,0.04852329668204929,0.0,0.0,0.08071301419919288,0.29988824603709635,5,0.701453488372093,0.6449127906976744,0.9193949427423462,weak,robust,0.5912790697674419,directional_classification
m_ret,0.1586807725939412,0.0050352406806206595,0.0,0.6583333333333333,0.032415506369358194,0.0,0.0,0.07537846061644554,0.20891945518452096,5,0.6261627906976743,0.6744186046511628,1.077065922142476,weak,robust,0.6104651162790697,directional_classification
range_20,0.03115098316543241,0.009125178996214687,0.0,0.6542635658914728,0.016157491741933917,0.0,0.0,0.13439408114750642,0.3328555965782002,5,0.666860465116279,0.6479651162790697,0.9716652121436232,weak,robust,0.7325581395348837,directional_classification
trend_regime_persistence_days,0.017721177268255284,0.026302901427520103,0.0,0.6529069767441861,0.04808652710163829,0.0,0.0,0.11270429736138501,0.23346958888044655,5,0.6811046511627906,0.6388081395348837,0.9379001266639453,weak,robust,0.6531976744186047,directional_classification
ema_12,0.040319636122518876,0.00761296705597483,0.0,0.6522286821705426,0.055782401853892404,0.0,0.0,0.09133388564223552,0.2967297350455518,5,0.5936046511627907,0.6815406976744185,1.1481390773998048,weak,robust,0.5912790697674418,directional_classification
ema_50,0.044394333270182974,0.006818219986282286,0.0,0.6400193798449613,0.04838901248894907,0.0,0.0,0.08275279484164025,0.26611118878895457,5,0.6933139534883721,0.6133720930232558,0.884696015495449,weak,robust,0.5843023255813954,directional_classification
turnover_ma_60,0.047694073274270776,0.006368743830540047,0.0,0.637984496124031,0.040714628251632745,0.0,0.0,0.1205907022231584,0.263409552354549,5,0.6078488372093024,0.6530523255813954,1.0743663301311237,weak,robust,0.669767441860465,directional_classification
volume_max_5,0.1956133567114644,0.0037227528073494696,0.0,0.6339147286821706,0.048401235537808764,0.0,0.0,0.08805437841726146,0.21790710799667884,5,0.6892441860465116,0.60625,0.8795866710140118,weak,robust,0.5965116279069768,directional_classification
rolling_volatility_60,0.03932771505072467,0.007713966437648711,0.0,0.6339147286821705,0.05990370893935391,0.0,0.0,0.11249652103779585,0.29276570050276834,5,0.701453488372093,0.6001453488372093,0.8555739730861275,weak,robust,0.6087209302325581,directional_classification
sector_return_60d,0.03952111467583971,0.007057726857571039,0.0,0.62984496124031,0.058938072308193194,0.0,0.0,0.13718172897686878,0.32917516187611096,5,0.6953488372093023,0.5970930232558139,0.8586956509389996,weak,robust,0.6375000000000001,directional_classification
breadth_momentum_5,0.15742620495517504,0.004430998721082566,0.0,0.6217054263565891,0.08482712220521735,0.0,0.0,0.0762526458503557,0.20907505165321846,5,0.5488372093023256,0.6581395348837209,1.1991525401879848,weak,robust,0.5023255813953489,directional_classification
advancers,0.09728684075872884,0.005037143510222482,0.0,0.6203488372093023,0.038247463215242056,0.0,0.0,0.08699520639261026,0.26091810801597937,5,0.5813953488372093,0.6398255813953488,1.10049999810714,weak,robust,0.6026162790697674,directional_classification
new_highs_252,0.041244311518918865,0.006148744073915509,0.0,0.6162790697674417,0.029797575137004522,0.0,0.0,0.15708468079375398,0.3778810993574863,5,0.5834302325581395,0.632703488372093,1.0844544077077614,weak,robust,0.7037790697674419,directional_classification
