feature_name,train_missing_ratio,validation_missing_ratio,train_unique_count,quality_issue,quality_action,task_name,fold_id
rolling_min_5,0.0,0.0,1025,,keep,regression_forecasting,fold_003
rolling_max_5,0.0,0.0,1118,,keep,regression_forecasting,fold_003
dist_ma_20,0.0,0.0,4164,,keep,regression_forecasting,fold_003
rolling_min_20,0.0,0.0,659,,keep,regression_forecasting,fold_003
rolling_max_20,0.0,0.0,743,,keep,regression_forecasting,fold_003
dist_ma_60,0.0,0.0,4170,,keep,regression_forecasting,fold_003
rolling_min_60,0.0,0.0,459,,keep,regression_forecasting,fold_003
rolling_max_60,0.0,0.0,541,,keep,regression_forecasting,fold_003
sma_20,0.0,0.0,3883,,keep,regression_forecasting,fold_003
sma_50,0.0,0.0,4057,,keep,regression_forecasting,fold_003
sma_200,0.0,0.0,4159,,keep,regression_forecasting,fold_003
ema_12,0.0,0.0,4185,,keep,regression_forecasting,fold_003
ema_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
ema_50,0.0,0.0,4185,,keep,regression_forecasting,fold_003
close_to_sma_200,0.0,0.0,4184,,keep,regression_forecasting,fold_003
turnover,0.0,0.0,4067,,keep,regression_forecasting,fold_003
vroc_5,0.018399044205495818,0.020348837209302327,3940,,keep,regression_forecasting,fold_003
volume_std_5,0.0,0.0,4170,,keep,regression_forecasting,fold_003
volume_min_5,0.0,0.0,1283,,keep,regression_forecasting,fold_003
volume_max_5,0.0,0.0,1434,,keep,regression_forecasting,fold_003
turnover_ma_5,0.0,0.0,4181,,keep,regression_forecasting,fold_003
turnover_ratio_5,0.0,0.0,4100,,keep,regression_forecasting,fold_003
vroc_20,0.019115890083632018,0.01744186046511628,3941,,keep,regression_forecasting,fold_003
volume_std_20,0.0,0.0,4173,,keep,regression_forecasting,fold_003
volume_min_20,0.0,0.0,451,,keep,regression_forecasting,fold_003
volume_max_20,0.0,0.0,567,,keep,regression_forecasting,fold_003
turnover_ma_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
turnover_ratio_20,0.0,0.0,4100,,keep,regression_forecasting,fold_003
vroc_60,0.022700119474313024,0.0188953488372093,3929,,keep,regression_forecasting,fold_003
volume_std_60,0.0,0.0,4181,,keep,regression_forecasting,fold_003
volume_min_60,0.0,0.0,186,,keep,regression_forecasting,fold_003
volume_max_60,0.0,0.0,231,,keep,regression_forecasting,fold_003
turnover_ma_60,0.0,0.0,4185,,keep,regression_forecasting,fold_003
turnover_ratio_60,0.0,0.0,4100,,keep,regression_forecasting,fold_003
volume_spike_zscore_20,0.0,0.0,4184,,keep,regression_forecasting,fold_003
amihud_20,0.0,0.0,4056,,keep,regression_forecasting,fold_003
rsi_14,0.0,0.0,4185,,keep,regression_forecasting,fold_003
macd_line,0.0,0.0,4185,,keep,regression_forecasting,fold_003
macd_signal,0.0,0.0,4185,,keep,regression_forecasting,fold_003
macd_hist,0.0,0.0,4185,,keep,regression_forecasting,fold_003
bb_upper,0.0,0.0,4123,,keep,regression_forecasting,fold_003
bb_lower,0.0,0.0,4124,,keep,regression_forecasting,fold_003
bb_width,0.0,0.0,4167,,keep,regression_forecasting,fold_003
bb_percent_b,0.0,0.0,4172,,keep,regression_forecasting,fold_003
stoch_k_14,0.0,0.0,4040,,keep,regression_forecasting,fold_003
stoch_d_14,0.0,0.0,4147,,keep,regression_forecasting,fold_003
adx_14,0.0,0.0,4185,,keep,regression_forecasting,fold_003
close_lag_1,0.0,0.0,1488,,keep,regression_forecasting,fold_003
close_lag_2,0.0,0.0,1491,,keep,regression_forecasting,fold_003
close_lag_3,0.0,0.0,1484,,keep,regression_forecasting,fold_003
close_lag_5,0.0,0.0,1493,,keep,regression_forecasting,fold_003
volume_lag_1,0.0,0.0,3547,,keep,regression_forecasting,fold_003
volume_lag_2,0.0,0.0,3528,,keep,regression_forecasting,fold_003
volume_lag_3,0.0,0.0,3531,,keep,regression_forecasting,fold_003
volume_lag_5,0.0,0.0,3541,,keep,regression_forecasting,fold_003
pct_return_lag_1,0.0,0.0,3134,,keep,regression_forecasting,fold_003
pct_return_lag_2,0.0,0.0,3116,,keep,regression_forecasting,fold_003
pct_return_lag_3,0.0,0.0,3117,,keep,regression_forecasting,fold_003
pct_return_lag_5,0.0,0.0,3147,,keep,regression_forecasting,fold_003
log_return_lag_1,0.0,0.0,3134,,keep,regression_forecasting,fold_003
log_return_lag_2,0.0,0.0,3116,,keep,regression_forecasting,fold_003
log_return_lag_3,0.0,0.0,3117,,keep,regression_forecasting,fold_003
log_return_lag_5,0.0,0.0,3147,,keep,regression_forecasting,fold_003
rsi_14_lag_1,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rsi_14_lag_2,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rsi_14_lag_3,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rsi_14_lag_5,0.0,0.0,4185,,keep,regression_forecasting,fold_003
volume_ratio_5,0.0,0.0,4094,,keep,regression_forecasting,fold_003
volume_ratio_20,0.0,0.0,4098,,keep,regression_forecasting,fold_003
volume_ratio_60,0.0,0.0,4099,,keep,regression_forecasting,fold_003
close_to_close_return_1d,0.0,0.0,3135,,keep,regression_forecasting,fold_003
close_return_2d,0.0,0.0,3369,,keep,regression_forecasting,fold_003
close_return_3d,0.0,0.0,3443,,keep,regression_forecasting,fold_003
close_return_5d,0.0,0.0,3525,,keep,regression_forecasting,fold_003
close_return_10d,0.0,0.0,3618,,keep,regression_forecasting,fold_003
close_return_20d,0.0,0.0,3743,,keep,regression_forecasting,fold_003
open_to_close_return_1d,0.0,0.0,3269,,keep,regression_forecasting,fold_003
open_close_spread,0.0,0.0,736,,keep,regression_forecasting,fold_003
open_close_spread_pct,0.0,0.0,3269,,keep,regression_forecasting,fold_003
overnight_return_1d,0.0,0.0,2649,,keep,regression_forecasting,fold_003
high_low_range,0.0,0.0,612,,keep,regression_forecasting,fold_003
high_low_range_pct,0.0,0.0,3414,,keep,regression_forecasting,fold_003
true_range,0.0,0.0,617,,keep,regression_forecasting,fold_003
atr_14,0.0,0.0,3250,,keep,regression_forecasting,fold_003
atr_proxy_5,0.0,0.0,2291,,keep,regression_forecasting,fold_003
atr_proxy_10,0.0,0.0,3027,,keep,regression_forecasting,fold_003
close_mean_5,0.0,0.0,3354,,keep,regression_forecasting,fold_003
close_std_5,0.0,0.0,3948,,keep,regression_forecasting,fold_003
volume_ma_5,0.0,0.0,4024,,keep,regression_forecasting,fold_003
rolling_volatility_5,0.0,0.0,4011,,keep,regression_forecasting,fold_003
close_mean_10,0.0,0.0,3678,,keep,regression_forecasting,fold_003
close_std_10,0.0,0.0,4053,,keep,regression_forecasting,fold_003
volume_ma_10,0.0,0.0,4107,,keep,regression_forecasting,fold_003
volume_shock_10,0.0,0.0,4099,,keep,regression_forecasting,fold_003
rolling_volatility_10,0.0,0.0,4018,,keep,regression_forecasting,fold_003
value_ratio_10,0.0,0.0,4100,,keep,regression_forecasting,fold_003
close_std_20,0.0,0.0,4111,,keep,regression_forecasting,fold_003
volume_ma_20,0.0,0.0,4158,,keep,regression_forecasting,fold_003
rolling_volatility_20,0.0,0.0,4052,,keep,regression_forecasting,fold_003
rolling_volatility_60,0.0,0.0,4057,,keep,regression_forecasting,fold_003
market_return_20d,0.0,0.0,514,,keep,regression_forecasting,fold_003
market_return_60d,0.0,0.0,514,,keep,regression_forecasting,fold_003
relative_strength_market_20,0.0,0.0,4180,,keep,regression_forecasting,fold_003
relative_strength_market_60,0.0,0.0,4182,,keep,regression_forecasting,fold_003
rolling_beta_market_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_beta_market_60,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_corr_market_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_corr_market_60,0.0,0.0,4185,,keep,regression_forecasting,fold_003
sector_return_20d,0.0,0.0,2454,,keep,regression_forecasting,fold_003
sector_return_60d,0.0,0.0,2454,,keep,regression_forecasting,fold_003
relative_strength_sector_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
relative_strength_sector_60,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_beta_sector_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_beta_sector_60,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_corr_sector_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
rolling_corr_sector_60,0.0,0.0,4185,,keep,regression_forecasting,fold_003
sector_relative_zscore_20,0.0,0.0,4185,,keep,regression_forecasting,fold_003
sector_dispersion_zscore_20,0.0,0.0,2554,,keep,regression_forecasting,fold_003
breadth_thrust_5,0.0,0.0,835,,keep,regression_forecasting,fold_003
breadth_thrust_10,0.0,0.0,655,,keep,regression_forecasting,fold_003
breadth_momentum_5,0.0,0.0,512,,keep,regression_forecasting,fold_003
advance_decline_ratio_5,0.0,0.0,514,,keep,regression_forecasting,fold_003
new_high_low_ratio,0.0,0.0,485,,keep,regression_forecasting,fold_003
new_high_low_spread_5,0.0,0.0,514,,keep,regression_forecasting,fold_003
up_down_volume_ratio_5,0.0,0.0,514,,keep,regression_forecasting,fold_003
up_down_volume_spread,0.0,0.0,514,,keep,regression_forecasting,fold_003
market_regime_code,0.0,0.0,3,,keep,regression_forecasting,fold_003
trend_regime_strength,0.0,0.0,4185,,keep,regression_forecasting,fold_003
trend_regime_code,0.0,0.0,3,,keep,regression_forecasting,fold_003
volatility_regime_code,0.0,0.0,3,,keep,regression_forecasting,fold_003
market_regime_persistence_days,0.0,0.0,64,,keep,regression_forecasting,fold_003
market_regime_transition_flag,0.0,0.0,2,,keep,regression_forecasting,fold_003
volatility_regime_persistence_days,0.0,0.0,124,,keep,regression_forecasting,fold_003
volatility_regime_transition_flag,0.0,0.0,2,,keep,regression_forecasting,fold_003
trend_regime_persistence_days,0.0,0.0,190,,keep,regression_forecasting,fold_003
trend_regime_transition_flag,0.0,0.0,2,,keep,regression_forecasting,fold_003
abnormal_gap_sigma_20,0.0,0.0,2833,,keep,regression_forecasting,fold_003
abnormal_gap_flag,0.0,0.0,2,,keep,regression_forecasting,fold_003
potential_price_event_flag,0.0,0.0,1,near_constant,demote,regression_forecasting,fold_003
potential_corporate_action_flag,0.0,0.0,1,near_constant,demote,regression_forecasting,fold_003
recent_price_event_risk_5d,0.0,0.0,1,near_constant,demote,regression_forecasting,fold_003
recent_corporate_action_risk_20d,0.0,0.0,1,near_constant,demote,regression_forecasting,fold_003
m_ret,0.0,0.0,441,,keep,directional_classification,fold_001
m_ret_5d,0.0,0.0,683,,keep,directional_classification,fold_001
m_ret_20d,0.0,0.0,441,,keep,directional_classification,fold_001
rel_to_market,0.0,0.0,3128,,keep,directional_classification,fold_001
s_ret,0.0,0.0,1969,,keep,directional_classification,fold_001
sector_dispersion,0.0,0.0,1969,,keep,directional_classification,fold_001
sector_member_count,0.0,0.0,10,,keep,directional_classification,fold_001
s_ret_5d,0.0,0.0,1969,,keep,directional_classification,fold_001
rel_to_sector,0.0,0.0,3320,,keep,directional_classification,fold_001
advancers,0.0,0.0,304,,keep,directional_classification,fold_001
decliners,0.0,0.0,300,,keep,directional_classification,fold_001
unchanged,0.0,0.0,247,,keep,directional_classification,fold_001
net_advancers,0.0,0.0,359,,keep,directional_classification,fold_001
advance_decline_ratio,0.0,0.0,438,,keep,directional_classification,fold_001
market_breadth,0.0,0.0,438,,keep,directional_classification,fold_001
breadth_member_count,0.0,0.0,52,,keep,directional_classification,fold_001
advancing_share,0.0,0.0,431,,keep,directional_classification,fold_001
declining_share,0.0,0.0,436,,keep,directional_classification,fold_001
pct_above_ma20,0.0,0.0,435,,keep,directional_classification,fold_001
pct_above_ma50,0.0,0.0,432,,keep,directional_classification,fold_001
new_highs_252,0.0,0.0,156,,keep,directional_classification,fold_001
new_lows_252,0.0,0.0,119,,keep,directional_classification,fold_001
new_high_low_spread,0.0,0.0,412,,keep,directional_classification,fold_001
up_volume,0.0,0.0,441,,keep,directional_classification,fold_001
down_volume,0.0,0.0,441,,keep,directional_classification,fold_001
up_down_volume_ratio,0.0,0.0,441,,keep,directional_classification,fold_001
log_return,0.0,0.0,2582,,keep,directional_classification,fold_001
range_5,0.0,0.0,3034,,keep,directional_classification,fold_001
range_20,0.0,0.0,2862,,keep,directional_classification,fold_001
roc_60,0.0,0.0,3122,,keep,directional_classification,fold_001
momentum_5,0.0,0.0,1129,,keep,directional_classification,fold_001
momentum_10,0.0,0.0,1334,,keep,directional_classification,fold_001
momentum_20,0.0,0.0,1607,,keep,directional_classification,fold_001
dist_ma_5,0.0,0.0,3235,,keep,directional_classification,fold_001
rolling_min_5,0.0,0.0,919,,keep,directional_classification,fold_001
rolling_max_5,0.0,0.0,980,,keep,directional_classification,fold_001
dist_ma_20,0.0,0.0,3345,,keep,directional_classification,fold_001
rolling_min_20,0.0,0.0,589,,keep,directional_classification,fold_001
rolling_max_20,0.0,0.0,649,,keep,directional_classification,fold_001
dist_ma_60,0.0,0.0,3351,,keep,directional_classification,fold_001
rolling_min_60,0.0,0.0,401,,keep,directional_classification,fold_001
rolling_max_60,0.0,0.0,468,,keep,directional_classification,fold_001
sma_20,0.0,0.0,3158,,keep,directional_classification,fold_001
sma_50,0.0,0.0,3271,,keep,directional_classification,fold_001
sma_200,0.0,0.0,3337,,keep,directional_classification,fold_001
ema_12,0.0,0.0,3358,,keep,directional_classification,fold_001
ema_20,0.0,0.0,3358,,keep,directional_classification,fold_001
ema_50,0.0,0.0,3358,,keep,directional_classification,fold_001
close_to_sma_200,0.0,0.0,3357,,keep,directional_classification,fold_001
turnover,0.0,0.0,3240,,keep,directional_classification,fold_001
vroc_5,0.024121500893388922,0.006134969325153374,3104,,keep,directional_classification,fold_001
volume_std_5,0.0,0.0,3341,,keep,directional_classification,fold_001
volume_min_5,0.0,0.0,994,,keep,directional_classification,fold_001
volume_max_5,0.0,0.0,1138,,keep,directional_classification,fold_001
turnover_ma_5,0.0,0.0,3353,,keep,directional_classification,fold_001
turnover_ratio_5,0.0,0.0,3270,,keep,directional_classification,fold_001
vroc_20,0.023525908278737344,0.015337423312883436,3115,,keep,directional_classification,fold_001
volume_std_20,0.0,0.0,3347,,keep,directional_classification,fold_001
volume_min_20,0.0,0.0,352,,keep,directional_classification,fold_001
volume_max_20,0.0,0.0,478,,keep,directional_classification,fold_001
turnover_ma_20,0.0,0.0,3358,,keep,directional_classification,fold_001
turnover_ratio_20,0.0,0.0,3270,,keep,directional_classification,fold_001
vroc_60,0.02799285288862418,0.019938650306748466,3106,,keep,directional_classification,fold_001
volume_std_60,0.0,0.0,3354,,keep,directional_classification,fold_001
volume_min_60,0.0,0.0,151,,keep,directional_classification,fold_001
volume_max_60,0.0,0.0,194,,keep,directional_classification,fold_001
turnover_ma_60,0.0,0.0,3358,,keep,directional_classification,fold_001
turnover_ratio_60,0.0,0.0,3270,,keep,directional_classification,fold_001
volume_spike_zscore_20,0.0,0.0,3357,,keep,directional_classification,fold_001
amihud_20,0.0,0.0,3259,,keep,directional_classification,fold_001
rsi_14,0.0,0.0,3358,,keep,directional_classification,fold_001
macd_line,0.0,0.0,3358,,keep,directional_classification,fold_001
macd_signal,0.0,0.0,3358,,keep,directional_classification,fold_001
macd_hist,0.0,0.0,3358,,keep,directional_classification,fold_001
bb_upper,0.0,0.0,3316,,keep,directional_classification,fold_001
bb_lower,0.0,0.0,3317,,keep,directional_classification,fold_001
bb_width,0.0,0.0,3346,,keep,directional_classification,fold_001
bb_percent_b,0.0,0.0,3348,,keep,directional_classification,fold_001
stoch_k_14,0.0,0.0,3232,,keep,directional_classification,fold_001
stoch_d_14,0.0,0.0,3323,,keep,directional_classification,fold_001
adx_14,0.0,0.0,3358,,keep,directional_classification,fold_001
close_lag_1,0.0,0.0,1348,,keep,directional_classification,fold_001
close_lag_2,0.0,0.0,1347,,keep,directional_classification,fold_001
close_lag_3,0.0,0.0,1342,,keep,directional_classification,fold_001
close_lag_5,0.0,0.0,1354,,keep,directional_classification,fold_001
volume_lag_1,0.0,0.0,2740,,keep,directional_classification,fold_001
volume_lag_2,0.0,0.0,2726,,keep,directional_classification,fold_001
volume_lag_3,0.0,0.0,2733,,keep,directional_classification,fold_001
volume_lag_5,0.0,0.0,2741,,keep,directional_classification,fold_001
pct_return_lag_1,0.0,0.0,2580,,keep,directional_classification,fold_001
pct_return_lag_2,0.0,0.0,2560,,keep,directional_classification,fold_001
pct_return_lag_3,0.0,0.0,2567,,keep,directional_classification,fold_001
pct_return_lag_5,0.0,0.0,2598,,keep,directional_classification,fold_001
log_return_lag_1,0.0,0.0,2580,,keep,directional_classification,fold_001
log_return_lag_2,0.0,0.0,2560,,keep,directional_classification,fold_001
log_return_lag_3,0.0,0.0,2567,,keep,directional_classification,fold_001
log_return_lag_5,0.0,0.0,2598,,keep,directional_classification,fold_001
rsi_14_lag_1,0.0,0.0,3358,,keep,directional_classification,fold_001
rsi_14_lag_2,0.0,0.0,3358,,keep,directional_classification,fold_001
rsi_14_lag_3,0.0,0.0,3358,,keep,directional_classification,fold_001
rsi_14_lag_5,0.0,0.0,3358,,keep,directional_classification,fold_001
volume_ratio_5,0.0,0.0,3263,,keep,directional_classification,fold_001
volume_ratio_20,0.0,0.0,3268,,keep,directional_classification,fold_001
volume_ratio_60,0.0,0.0,3269,,keep,directional_classification,fold_001
close_to_close_return_1d,0.0,0.0,2582,,keep,directional_classification,fold_001
close_return_2d,0.0,0.0,2774,,keep,directional_classification,fold_001
close_return_3d,0.0,0.0,2825,,keep,directional_classification,fold_001
close_return_5d,0.0,0.0,2884,,keep,directional_classification,fold_001
close_return_10d,0.0,0.0,2957,,keep,directional_classification,fold_001
close_return_20d,0.0,0.0,3049,,keep,directional_classification,fold_001
open_to_close_return_1d,0.0,0.0,2656,,keep,directional_classification,fold_001
open_close_spread,0.0,0.0,705,,keep,directional_classification,fold_001
open_close_spread_pct,0.0,0.0,2656,,keep,directional_classification,fold_001
overnight_return_1d,0.0,0.0,2186,,keep,directional_classification,fold_001
high_low_range,0.0,0.0,594,,keep,directional_classification,fold_001
high_low_range_pct,0.0,0.0,2774,,keep,directional_classification,fold_001
true_range,0.0,0.0,602,,keep,directional_classification,fold_001
atr_14,0.0,0.0,2767,,keep,directional_classification,fold_001
atr_proxy_5,0.0,0.0,2038,,keep,directional_classification,fold_001
atr_proxy_10,0.0,0.0,2587,,keep,directional_classification,fold_001
close_mean_5,0.0,0.0,2785,,keep,directional_classification,fold_001
close_std_5,0.0,0.0,3163,,keep,directional_classification,fold_001
volume_ma_5,0.0,0.0,3185,,keep,directional_classification,fold_001
rolling_volatility_5,0.0,0.0,3211,,keep,directional_classification,fold_001
close_mean_10,0.0,0.0,3013,,keep,directional_classification,fold_001
close_std_10,0.0,0.0,3255,,keep,directional_classification,fold_001
volume_ma_10,0.0,0.0,3269,,keep,directional_classification,fold_001
volume_shock_10,0.0,0.0,3269,,keep,directional_classification,fold_001
rolling_volatility_10,0.0,0.0,3214,,keep,directional_classification,fold_001
value_ratio_10,0.0,0.0,3270,,keep,directional_classification,fold_001
close_std_20,0.0,0.0,3308,,keep,directional_classification,fold_001
volume_ma_20,0.0,0.0,3330,,keep,directional_classification,fold_001
rolling_volatility_20,0.0,0.0,3255,,keep,directional_classification,fold_001
rolling_volatility_60,0.0,0.0,3265,,keep,directional_classification,fold_001
market_return_20d,0.0,0.0,441,,keep,directional_classification,fold_001
market_return_60d,0.0,0.0,441,,keep,directional_classification,fold_001
relative_strength_market_20,0.0,0.0,3355,,keep,directional_classification,fold_001
relative_strength_market_60,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_beta_market_20,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_beta_market_60,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_corr_market_20,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_corr_market_60,0.0,0.0,3358,,keep,directional_classification,fold_001
sector_return_20d,0.0,0.0,1969,,keep,directional_classification,fold_001
sector_return_60d,0.0,0.0,1969,,keep,directional_classification,fold_001
relative_strength_sector_20,0.0,0.0,3358,,keep,directional_classification,fold_001
relative_strength_sector_60,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_beta_sector_20,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_beta_sector_60,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_corr_sector_20,0.0,0.0,3358,,keep,directional_classification,fold_001
rolling_corr_sector_60,0.0,0.0,3358,,keep,directional_classification,fold_001
sector_relative_zscore_20,0.0,0.0,3358,,keep,directional_classification,fold_001
sector_dispersion_zscore_20,0.0,0.0,2067,,keep,directional_classification,fold_001
breadth_thrust_5,0.0,0.0,681,,keep,directional_classification,fold_001
breadth_thrust_10,0.0,0.0,562,,keep,directional_classification,fold_001
breadth_momentum_5,0.0,0.0,440,,keep,directional_classification,fold_001
advance_decline_ratio_5,0.0,0.0,441,,keep,directional_classification,fold_001
new_high_low_ratio,0.0,0.0,426,,keep,directional_classification,fold_001
new_high_low_spread_5,0.0,0.0,441,,keep,directional_classification,fold_001
up_down_volume_ratio_5,0.0,0.0,441,,keep,directional_classification,fold_001
up_down_volume_spread,0.0,0.0,441,,keep,directional_classification,fold_001
market_regime_code,0.0,0.0,3,,keep,directional_classification,fold_001
trend_regime_strength,0.0,0.0,3358,,keep,directional_classification,fold_001
trend_regime_code,0.0,0.0,3,,keep,directional_classification,fold_001
volatility_regime_code,0.0,0.0,3,,keep,directional_classification,fold_001
market_regime_persistence_days,0.0,0.0,64,,keep,directional_classification,fold_001
market_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_001
volatility_regime_persistence_days,0.0,0.0,121,,keep,directional_classification,fold_001
volatility_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_001
trend_regime_persistence_days,0.0,0.0,190,,keep,directional_classification,fold_001
trend_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_001
abnormal_gap_sigma_20,0.0,0.0,2303,,keep,directional_classification,fold_001
abnormal_gap_flag,0.0,0.0,2,,keep,directional_classification,fold_001
potential_price_event_flag,0.0,0.0,1,near_constant,demote,directional_classification,fold_001
potential_corporate_action_flag,0.0,0.0,1,near_constant,demote,directional_classification,fold_001
recent_price_event_risk_5d,0.0,0.0,1,near_constant,demote,directional_classification,fold_001
recent_corporate_action_risk_20d,0.0,0.0,1,near_constant,demote,directional_classification,fold_001
m_ret,0.0,0.0,473,,keep,directional_classification,fold_002
m_ret_5d,0.0,0.0,717,,keep,directional_classification,fold_002
m_ret_20d,0.0,0.0,473,,keep,directional_classification,fold_002
rel_to_market,0.0,0.0,3493,,keep,directional_classification,fold_002
s_ret,0.0,0.0,2191,,keep,directional_classification,fold_002
sector_dispersion,0.0,0.0,2191,,keep,directional_classification,fold_002
sector_member_count,0.0,0.0,10,,keep,directional_classification,fold_002
s_ret_5d,0.0,0.0,2191,,keep,directional_classification,fold_002
rel_to_sector,0.0,0.0,3707,,keep,directional_classification,fold_002
advancers,0.0,0.0,313,,keep,directional_classification,fold_002
decliners,0.0,0.0,313,,keep,directional_classification,fold_002
unchanged,0.0,0.0,256,,keep,directional_classification,fold_002
net_advancers,0.0,0.0,379,,keep,directional_classification,fold_002
advance_decline_ratio,0.0,0.0,471,,keep,directional_classification,fold_002
market_breadth,0.0,0.0,471,,keep,directional_classification,fold_002
breadth_member_count,0.0,0.0,43,,keep,directional_classification,fold_002
advancing_share,0.0,0.0,462,,keep,directional_classification,fold_002
declining_share,0.0,0.0,467,,keep,directional_classification,fold_002
pct_above_ma20,0.0,0.0,465,,keep,directional_classification,fold_002
pct_above_ma50,0.0,0.0,464,,keep,directional_classification,fold_002
new_highs_252,0.0,0.0,143,,keep,directional_classification,fold_002
new_lows_252,0.0,0.0,119,,keep,directional_classification,fold_002
new_high_low_spread,0.0,0.0,439,,keep,directional_classification,fold_002
up_volume,0.0,0.0,473,,keep,directional_classification,fold_002
down_volume,0.0,0.0,473,,keep,directional_classification,fold_002
up_down_volume_ratio,0.0,0.0,473,,keep,directional_classification,fold_002
log_return,0.0,0.0,2832,,keep,directional_classification,fold_002
range_5,0.0,0.0,3376,,keep,directional_classification,fold_002
range_20,0.0,0.0,3183,,keep,directional_classification,fold_002
roc_60,0.0,0.0,3451,,keep,directional_classification,fold_002
momentum_5,0.0,0.0,1169,,keep,directional_classification,fold_002
momentum_10,0.0,0.0,1383,,keep,directional_classification,fold_002
momentum_20,0.0,0.0,1652,,keep,directional_classification,fold_002
dist_ma_5,0.0,0.0,3602,,keep,directional_classification,fold_002
rolling_min_5,0.0,0.0,970,,keep,directional_classification,fold_002
rolling_max_5,0.0,0.0,1051,,keep,directional_classification,fold_002
dist_ma_20,0.0,0.0,3733,,keep,directional_classification,fold_002
rolling_min_20,0.0,0.0,622,,keep,directional_classification,fold_002
rolling_max_20,0.0,0.0,694,,keep,directional_classification,fold_002
dist_ma_60,0.0,0.0,3737,,keep,directional_classification,fold_002
rolling_min_60,0.0,0.0,433,,keep,directional_classification,fold_002
rolling_max_60,0.0,0.0,511,,keep,directional_classification,fold_002
sma_20,0.0,0.0,3499,,keep,directional_classification,fold_002
sma_50,0.0,0.0,3643,,keep,directional_classification,fold_002
sma_200,0.0,0.0,3728,,keep,directional_classification,fold_002
ema_12,0.0,0.0,3750,,keep,directional_classification,fold_002
ema_20,0.0,0.0,3750,,keep,directional_classification,fold_002
ema_50,0.0,0.0,3750,,keep,directional_classification,fold_002
close_to_sma_200,0.0,0.0,3749,,keep,directional_classification,fold_002
turnover,0.0,0.0,3635,,keep,directional_classification,fold_002
vroc_5,0.0208,0.005788712011577424,3502,,keep,directional_classification,fold_002
volume_std_5,0.0,0.0,3734,,keep,directional_classification,fold_002
volume_min_5,0.0,0.0,1140,,keep,directional_classification,fold_002
volume_max_5,0.0,0.0,1277,,keep,directional_classification,fold_002
turnover_ma_5,0.0,0.0,3745,,keep,directional_classification,fold_002
turnover_ratio_5,0.0,0.0,3664,,keep,directional_classification,fold_002
vroc_20,0.021066666666666668,0.010130246020260492,3509,,keep,directional_classification,fold_002
volume_std_20,0.0,0.0,3738,,keep,directional_classification,fold_002
volume_min_20,0.0,0.0,400,,keep,directional_classification,fold_002
volume_max_20,0.0,0.0,514,,keep,directional_classification,fold_002
turnover_ma_20,0.0,0.0,3750,,keep,directional_classification,fold_002
turnover_ratio_20,0.0,0.0,3664,,keep,directional_classification,fold_002
vroc_60,0.024,0.017366136034732273,3502,,keep,directional_classification,fold_002
volume_std_60,0.0,0.0,3746,,keep,directional_classification,fold_002
volume_min_60,0.0,0.0,163,,keep,directional_classification,fold_002
volume_max_60,0.0,0.0,220,,keep,directional_classification,fold_002
turnover_ma_60,0.0,0.0,3750,,keep,directional_classification,fold_002
turnover_ratio_60,0.0,0.0,3664,,keep,directional_classification,fold_002
volume_spike_zscore_20,0.0,0.0,3749,,keep,directional_classification,fold_002
amihud_20,0.0,0.0,3634,,keep,directional_classification,fold_002
rsi_14,0.0,0.0,3750,,keep,directional_classification,fold_002
macd_line,0.0,0.0,3750,,keep,directional_classification,fold_002
macd_signal,0.0,0.0,3750,,keep,directional_classification,fold_002
macd_hist,0.0,0.0,3750,,keep,directional_classification,fold_002
bb_upper,0.0,0.0,3699,,keep,directional_classification,fold_002
bb_lower,0.0,0.0,3700,,keep,directional_classification,fold_002
bb_width,0.0,0.0,3736,,keep,directional_classification,fold_002
bb_percent_b,0.0,0.0,3739,,keep,directional_classification,fold_002
stoch_k_14,0.0,0.0,3611,,keep,directional_classification,fold_002
stoch_d_14,0.0,0.0,3712,,keep,directional_classification,fold_002
adx_14,0.0,0.0,3750,,keep,directional_classification,fold_002
close_lag_1,0.0,0.0,1419,,keep,directional_classification,fold_002
