feature_name,mutual_information,model_importance,permutation_importance,combined_score,selected_top_k,task_name,fold_id,train_start,train_end,validation_start,validation_end
rolling_corr_market_60,0.070731883866336,0.0022797595047434186,0.0,0.5531976744186047,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
sector_return_20d,0.015926076732471373,0.000573868107816501,0.0,0.2968023255813953,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
sector_return_60d,0.06609538708772433,0.0035629757812150695,0.0,0.5796511627906976,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
relative_strength_sector_20,0.010712778167683012,0.010662433431905703,0.0,0.48808139534883715,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
relative_strength_sector_60,0.055737454353095295,0.0013750662990741809,0.0,0.4941860465116279,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
rolling_beta_sector_20,0.08785525607147981,0.003825885205844088,0.0,0.6366279069767442,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
rolling_beta_sector_60,0.0905517427363165,0.002691487355968549,0.0,0.6162790697674418,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
rolling_corr_sector_20,0.03897710142524957,0.008445846992567124,0.0,0.538953488372093,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
rolling_corr_sector_60,0.06491489772053605,0.004175928960140422,0.0,0.5938953488372092,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
sector_relative_zscore_20,0.0,0.00036112152345914517,0.0,0.22761627906976745,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
sector_dispersion_zscore_20,0.0,0.0019838752269706133,0.0,0.34360465116279065,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
breadth_thrust_5,0.051082141641492385,0.0010512577334710704,0.0,0.451453488372093,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
breadth_thrust_10,0.04146850481792885,0.009853928631619147,0.0,0.5531976744186047,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
breadth_momentum_5,0.02909206618860516,0.0030140510376265844,0.0,0.44738372093023254,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
advance_decline_ratio_5,0.0047899236312201054,0.0,0.0,0.18997093023255812,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
new_high_low_ratio,0.0504876103790588,0.0026626259370311385,0.0,0.5063953488372093,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
new_high_low_spread_5,0.06525492682166956,0.0008492119379397522,0.0,0.477906976744186,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
up_down_volume_ratio_5,0.03619521674580195,0.0009916922161075036,0.0,0.37819767441860463,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
up_down_volume_spread,0.04516167217843492,0.0009749486489462684,0.0,0.4188953488372093,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
market_regime_code,0.037274273171876704,0.0,0.0,0.25915697674418603,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
trend_regime_strength,0.05873817433635509,0.011016769372325168,0.0,0.6427325581395349,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
trend_regime_code,0.04294467320807671,0.00019281226808099403,0.0,0.31308139534883717,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
volatility_regime_code,0.051768138187617385,0.0,0.0,0.32427325581395344,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
market_regime_persistence_days,0.050710253042268505,0.03436503485137903,0.0,0.6386627906976744,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
market_regime_transition_flag,0.007748142864045571,0.0,0.0,0.19811046511627906,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
volatility_regime_persistence_days,0.02258073289512108,0.019476960958906015,0.0,0.538953488372093,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
volatility_regime_transition_flag,0.0,0.0,0.0,0.17369186046511625,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
trend_regime_persistence_days,0.04506264291097839,0.039265678918418125,0.0,0.6223837209302325,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
trend_regime_transition_flag,0.0018647885581244417,0.0,0.0,0.18386627906976744,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
abnormal_gap_sigma_20,0.006900680661379166,0.002780571973740141,0.0,0.3944767441860465,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
abnormal_gap_flag,0.006655702389532614,0.0,0.0,0.19200581395348837,0.0,regression_forecasting,fold_002,2021-06-04,2023-06-29,2023-07-04,2023-11-06
m_ret,0.040790403617286586,0.00015477901112491231,0.0,0.31046511627906975,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
m_ret_5d,0.02723412244401935,0.011334922420018434,0.0,0.5302325581395348,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
m_ret_20d,0.06154692511366111,0.008964224880184671,0.0,0.6441860465116279,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rel_to_market,0.021973142339700047,0.0005559566104931811,0.0,0.30029069767441857,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
s_ret,0.0,0.00016145829298225053,0.0,0.19854651162790696,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
sector_dispersion,0.019950466366294606,0.0009999497472041802,0.0,0.33691860465116275,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
sector_member_count,0.14728734801853616,0.00021654576959572377,0.0,0.5037790697674418,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
s_ret_5d,0.02508373767677785,0.0006448242532511157,0.0,0.3165697674418605,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rel_to_sector,0.01835929568521255,0.0015855490350770887,0.0,0.3674418604651163,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
advancers,0.02493350130532157,0.0006535482417300222,0.0,0.3186046511627907,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
decliners,0.047957858737762926,0.0003164886582419928,0.0,0.3633720930232558,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
unchanged,0.03868875354619483,0.0030240262030852374,0.0,0.47936046511627906,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
net_advancers,0.05527508155073768,0.0,0.0,0.3236918604651163,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
advance_decline_ratio,0.0383300040501533,0.0003457903433905364,0.0,0.32877906976744187,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
market_breadth,0.02771638013592881,0.0005164552304210007,0.0,0.3125,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
breadth_member_count,0.10168855092658724,0.01898430679281575,0.0,0.75,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
advancing_share,0.028786739563009256,0.00040264180907413654,0.0,0.3063953488372093,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
declining_share,0.05089699607101483,0.0002992475201836453,0.0,0.365406976744186,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
pct_above_ma20,0.07716810531718554,0.1683426592077375,0.0,0.7316860465116279,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
pct_above_ma50,0.045205697023318336,0.012483974965340757,0.0,0.5973837209302325,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
new_highs_252,0.034018697758861016,0.005776190112205979,0.0,0.5058139534883721,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
new_lows_252,0.08509447425471439,0.0023367404168424784,0.0,0.5892441860465116,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
new_high_low_spread,0.03712239143489349,0.0010985629430481565,0.0,0.38982558139534884,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
up_volume,0.045855668987618614,0.0030651048551473188,0.0,0.5078488372093023,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
down_volume,0.025250566266341146,0.0,0.0,0.22805232558139532,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
up_down_volume_ratio,0.02368758748662403,0.0007318410461995769,0.0,0.3206395348837209,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
log_return,0.081660437776371,0.000989105310227087,0.0,0.522093023255814,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
range_5,0.09962467098041294,0.0018061207623878883,0.0,0.5933139534883721,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
range_20,0.16031005497424466,0.006757013094361928,0.0,0.7377906976744186,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
roc_60,0.07431481227184022,0.003643681236037212,0.0,0.6156976744186047,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
momentum_5,0.019934263527115803,0.00014546017508868436,0.0,0.2392441860465116,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
momentum_10,0.03743169949247438,0.0010134111301224797,0.0,0.38575581395348835,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
momentum_20,0.04447745047728624,0.0017027561973081906,0.0,0.4508720930232558,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
dist_ma_5,0.055090509833162216,0.003961720943450514,0.0,0.5627906976744186,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_min_5,0.2141432658305682,0.06688446892142359,0.0,0.8395348837209302,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_max_5,0.19271532713766693,6.825923603435565e-05,0.0,0.5017441860465116,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
dist_ma_20,0.08009592026720114,0.00522439313019682,0.0,0.6543604651162791,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_min_20,0.2243064187385686,0.049235322310018086,1.5204068627493183e-05,0.9848837209302324,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_max_20,0.16315300086561813,0.004246949677521279,0.0,0.7133720930232558,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
dist_ma_60,0.08727149143952673,0.00710018078432578,0.0,0.6889534883720929,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_min_60,0.19148474087230394,0.001479676077145976,0.0,0.6401162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_max_60,0.21574259858603462,0.019553717659598287,0.0,0.829360465116279,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
sma_20,0.1737860965119653,0.003649587389855582,0.00019605948121498296,0.858139534883721,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
sma_50,0.17863752593258297,0.005786453166428415,0.0,0.7337209302325581,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
sma_200,0.1818491551478587,0.001564809146896257,0.0,0.6380813953488371,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
ema_12,0.21179601255756886,9.233541114559269e-05,0.0,0.5180232558139535,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
ema_20,0.18957564912191938,0.01660333890981294,0.0,0.7947674418604651,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
ema_50,0.19136946890743278,0.011501483961738331,0.0,0.7886627906976744,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_to_sma_200,0.114412751613302,0.00676378416768429,2.1499267874161564e-06,0.8569767441860465,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover,0.04451856608354943,0.0008322561162541344,0.0,0.3979651162790697,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
vroc_5,0.0,0.00183895639452848,0.0,0.33488372093023255,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_std_5,0.06725253438560896,6.790888737957682e-05,0.0,0.3715116279069768,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_min_5,0.09202776465189988,0.00033632171601119017,0.0,0.47529069767441856,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_max_5,0.12401323872346559,0.0006546673821846628,0.0,0.540406976744186,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover_ma_5,0.08897731306945111,0.007173988774413774,0.0,0.6930232558139535,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover_ratio_5,0.011714924948052818,0.0,0.0,0.1934593023255814,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
vroc_20,0.011752868181623022,0.0030815267436762593,0.0,0.4142441860465116,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_std_20,0.12911816414788602,0.001070444419756399,0.0,0.5811046511627908,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_min_20,0.12875565980584014,0.0011377035055147515,0.0,0.583139534883721,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_max_20,0.1414562675153861,9.60337787378932e-05,0.0,0.47732558139534875,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover_ma_20,0.12465130178051709,0.00247173056579825,0.0,0.6401162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover_ratio_20,0.0,0.0031869495241136493,0.0,0.38575581395348835,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
vroc_60,0.016639007238846037,0.0024312395121313295,0.0,0.39186046511627903,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_std_60,0.13986412261142522,0.008708288146145146,0.0,0.7438953488372093,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_min_60,0.14234525019945332,8.230009490082862e-05,0.0,0.47325581395348837,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_max_60,0.18074157194050544,0.0033798026715738355,0.0,0.7011627906976744,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover_ma_60,0.15737132745468374,0.018501094029990575,0.0023998439847325694,0.9369186046511628,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
turnover_ratio_60,0.013041377910094631,0.00021168150669522115,0.0,0.2392441860465116,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_spike_zscore_20,0.0,0.0032619570193871414,0.0,0.38779069767441854,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
amihud_20,0.0872067708219757,0.0011614299840690613,0.0,0.5444767441860465,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rsi_14,0.09471410398532498,0.002290492393428855,0.0,0.601453488372093,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
macd_line,0.10841871729242936,0.0005687197690441977,0.0,0.5180232558139534,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
macd_signal,0.09832219750004079,0.008227722661665078,0.00010353405123908755,0.8604651162790697,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
macd_hist,0.02043082079181513,0.0012809334356343475,0.0,0.3531976744186046,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
bb_upper,0.1807511396967314,0.0023641497789182006,0.0,0.6625,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
bb_lower,0.1933853340600864,0.006676795784759211,0.0,0.7601744186046511,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
bb_width,0.10894873437904184,0.0029515926536213375,0.0,0.6401162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
bb_percent_b,0.0325275651998318,0.0018718321076564948,0.0,0.4122093023255814,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
stoch_k_14,0.009034450032679331,0.001530092694086316,0.0,0.34302325581395343,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
stoch_d_14,0.023856431302252012,0.004641330071390373,0.0,0.4712209302325582,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
adx_14,0.0394162774810507,0.00344811319668138,0.0,0.5037790697674418,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_lag_1,0.21158760536725563,0.023585301513775508,0.0,0.8273255813953488,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_lag_2,0.1836972760132527,0.001665674318282164,0.0,0.6441860465116278,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_lag_3,0.14057511239619203,0.0013197305484143004,0.0,0.5973837209302325,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_lag_5,0.1515195963086784,0.0028699244030010213,0.0,0.6665697674418605,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_lag_1,0.05405480340640345,0.00038455280639011384,0.0,0.38779069767441854,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_lag_2,0.05276100257168359,0.000515361415603022,0.0,0.3959302325581395,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_lag_3,0.05601483464608403,0.00034670044441580014,0.0,0.39186046511627903,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_lag_5,0.06324114712544926,0.0008755657467499868,0.0,0.4651162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
pct_return_lag_1,0.058700141804346906,0.0013509412167770998,0.0,0.48139534883720925,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
pct_return_lag_2,0.04138866312481593,0.0006511060876692863,0.0,0.373546511627907,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
pct_return_lag_3,0.029360679142794943,0.0009505051902117952,0.0,0.3511627906976744,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
pct_return_lag_5,0.032962113424895634,0.0009812970635977602,0.0,0.36133720930232555,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
log_return_lag_1,0.059368365250451305,0.0007759748783936088,0.0,0.44069767441860463,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
log_return_lag_2,0.04039335103478603,0.00043135225901107645,0.0,0.3511627906976744,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
log_return_lag_3,0.030461780588056264,0.0013853189981690587,0.0,0.38779069767441854,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
log_return_lag_5,0.035385684471263446,0.0006044923528353368,0.0,0.33691860465116275,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rsi_14_lag_1,0.07263928765295535,0.0013206485658295761,0.0,0.513953488372093,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rsi_14_lag_2,0.060883618375660475,0.000988038186468795,0.0,0.4651162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rsi_14_lag_3,0.05970030487154965,0.0013034053521581038,0.0,0.48139534883720925,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rsi_14_lag_5,0.03966232783449364,0.001872632397895491,0.0,0.4508720930232558,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_ratio_5,0.0,0.00016294315215829058,0.0,0.20058139534883718,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_ratio_20,0.004421217745823824,0.006743626154162738,0.0,0.4468023255813953,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_ratio_60,0.010981470295662099,0.0032752333986313703,0.0,0.4162790697674418,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_to_close_return_1d,0.08235244556420174,0.0014638293136295469,0.0,0.5546511627906977,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_return_2d,0.06141198156118488,0.0009656870229423064,0.0,0.4651162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_return_3d,0.08177179481435104,0.0036549270870813067,0.0,0.6401162790697674,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_return_5d,0.04967777373525095,0.0002999671134274184,0.0,0.365406976744186,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_return_10d,0.07181754523576878,0.015614193194979285,0.0,0.6767441860465115,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_return_20d,0.05774959073131214,0.011401878557193323,0.0,0.6340116279069767,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
open_to_close_return_1d,0.07655449440311202,0.0002731242054974719,0.0,0.43866279069767433,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
open_close_spread,0.04756904136561513,1.6040936398401455e-05,0.0,0.31046511627906975,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
open_close_spread_pct,0.07374556607372362,9.899508120632965e-05,0.0,0.4020348837209302,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
overnight_return_1d,0.037667241720668265,0.00011821294157568508,0.0,0.28808139534883714,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
high_low_range,0.05143026634423986,0.0008293085509524695,0.0,0.4223837209302326,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
high_low_range_pct,0.07291823661239505,0.00020362363690259704,0.0,0.4142441860465116,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
true_range,0.05676545369280639,0.0006705779035559932,0.0,0.43052325581395345,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
atr_14,0.07273824736564105,0.006442020756961156,0.0,0.6360465116279069,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
atr_proxy_5,0.03551965985251737,0.00682691132899864,0.0,0.5302325581395348,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
atr_proxy_10,0.07530724549773637,0.004064803916528908,0.0,0.627906976744186,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_mean_5,0.19593252506364767,0.0020183804042456068,0.0,0.6747093023255814,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_std_5,0.0468726153111767,0.0014876735173412565,0.0,0.4549418604651163,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_ma_5,0.0729179888941407,0.002719347057086871,0.0,0.5688953488372093,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_volatility_5,0.07810170425922802,0.00039910599466843206,0.0,0.4630813953488372,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_mean_10,0.19310561260687376,0.056843319327222454,0.0,0.8273255813953488,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_std_10,0.038891287806743335,0.004266549797753372,0.0,0.5180232558139535,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_ma_10,0.10691039388607226,0.006773296693427955,0.0,0.7052325581395349,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_shock_10,0.01948476035934288,0.0002495293143740166,0.0,0.2534883720930232,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_volatility_10,0.09700886344483362,0.000820980360424847,0.0,0.5281976744186047,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
value_ratio_10,0.010035626107066875,0.000475242643753498,0.0,0.2636627906976744,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
close_std_20,0.07531795069849423,0.002952331282201354,0.0,0.5953488372093023,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
volume_ma_20,0.11558054700040543,0.0028622486932090192,0.0,0.6421511627906976,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_volatility_20,0.12360292889357005,0.006370219446987519,0.0,0.7052325581395349,0.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
rolling_volatility_60,0.11027802921584495,0.008604065312789986,0.00029285684919717615,0.8781976744186046,1.0,regression_forecasting,fold_003,2021-08-27,2023-09-21,2023-09-26,2024-01-29
