feature_name,regime_bucket,abs_information_coefficient,signed_information_coefficient,observations,task_name,fold_id
net_advancers,high_vol,0.04438677589196732,-0.04438677589196732,117,regression_forecasting,fold_002
advance_decline_ratio,high_vol,0.04343125884089639,-0.04343125884089639,117,regression_forecasting,fold_002
market_breadth,high_vol,0.04343125884089639,-0.04343125884089639,117,regression_forecasting,fold_002
breadth_member_count,high_vol,0.08215418366096688,-0.08215418366096688,117,regression_forecasting,fold_002
advancing_share,high_vol,0.03984531782317041,-0.03984531782317041,117,regression_forecasting,fold_002
declining_share,high_vol,0.036557169780362116,0.036557169780362116,117,regression_forecasting,fold_002
pct_above_ma20,high_vol,0.12533302911452168,-0.12533302911452168,117,regression_forecasting,fold_002
pct_above_ma50,high_vol,0.04825410289632464,0.04825410289632464,117,regression_forecasting,fold_002
new_highs_252,high_vol,0.2527066483873887,-0.2527066483873887,117,regression_forecasting,fold_002
new_lows_252,high_vol,0.014625107335110066,0.014625107335110066,117,regression_forecasting,fold_002
new_high_low_spread,high_vol,0.16969108926469545,-0.16969108926469545,117,regression_forecasting,fold_002
up_volume,high_vol,0.07335594139155414,-0.07335594139155414,117,regression_forecasting,fold_002
down_volume,high_vol,0.011438153454280337,0.011438153454280337,117,regression_forecasting,fold_002
up_down_volume_ratio,high_vol,0.044075767405723984,-0.044075767405723984,117,regression_forecasting,fold_002
log_return,high_vol,0.06928550767241444,-0.06928550767241444,117,regression_forecasting,fold_002
range_5,high_vol,0.02332695770708707,-0.02332695770708707,117,regression_forecasting,fold_002
range_20,high_vol,0.10688372878147176,0.10688372878147176,117,regression_forecasting,fold_002
roc_60,high_vol,0.20984037128671068,-0.20984037128671068,117,regression_forecasting,fold_002
momentum_5,high_vol,0.008778831887301925,0.008778831887301925,117,regression_forecasting,fold_002
momentum_10,high_vol,0.04401014638856189,-0.04401014638856189,117,regression_forecasting,fold_002
momentum_20,high_vol,0.1908354330946504,-0.1908354330946504,117,regression_forecasting,fold_002
dist_ma_5,high_vol,0.054285334309506945,-0.054285334309506945,117,regression_forecasting,fold_002
rolling_min_5,high_vol,0.11361530003016322,-0.11361530003016322,117,regression_forecasting,fold_002
rolling_max_5,high_vol,0.10546557366595297,-0.10546557366595297,117,regression_forecasting,fold_002
dist_ma_20,high_vol,0.188677619537918,-0.188677619537918,117,regression_forecasting,fold_002
rolling_min_20,high_vol,0.07673392556496147,-0.07673392556496147,117,regression_forecasting,fold_002
rolling_max_20,high_vol,0.06935596163228844,-0.06935596163228844,117,regression_forecasting,fold_002
dist_ma_60,high_vol,0.13842003720940407,-0.13842003720940407,117,regression_forecasting,fold_002
rolling_min_60,high_vol,0.05443501958514955,-0.05443501958514955,117,regression_forecasting,fold_002
rolling_max_60,high_vol,0.04331392999582815,-0.04331392999582815,117,regression_forecasting,fold_002
sma_20,high_vol,0.09838368858627272,-0.09838368858627272,117,regression_forecasting,fold_002
sma_50,high_vol,0.052269534148285196,-0.052269534148285196,117,regression_forecasting,fold_002
sma_200,high_vol,0.011419836353667667,-0.011419836353667667,117,regression_forecasting,fold_002
ema_12,high_vol,0.11720275014168571,-0.11720275014168571,117,regression_forecasting,fold_002
ema_20,high_vol,0.10990427314929381,-0.10990427314929381,117,regression_forecasting,fold_002
ema_50,high_vol,0.0670575673561758,-0.0670575673561758,117,regression_forecasting,fold_002
close_to_sma_200,high_vol,0.09217137191469887,-0.09217137191469887,117,regression_forecasting,fold_002
turnover,high_vol,0.036361320275641165,-0.036361320275641165,117,regression_forecasting,fold_002
vroc_5,high_vol,0.007051197997783152,-0.007051197997783152,117,regression_forecasting,fold_002
volume_std_5,high_vol,0.05603866549035206,-0.05603866549035206,117,regression_forecasting,fold_002
volume_min_5,high_vol,0.002852543280464813,-0.002852543280464813,117,regression_forecasting,fold_002
volume_max_5,high_vol,0.0393952158108721,-0.0393952158108721,117,regression_forecasting,fold_002
turnover_ma_5,high_vol,0.08492909469380897,-0.08492909469380897,117,regression_forecasting,fold_002
turnover_ratio_5,high_vol,0.10845057239310897,0.10845057239310897,117,regression_forecasting,fold_002
vroc_20,high_vol,0.12443402050433741,-0.12443402050433741,117,regression_forecasting,fold_002
volume_std_20,high_vol,0.08468930900206713,0.08468930900206713,117,regression_forecasting,fold_002
volume_min_20,high_vol,0.023563813387412858,-0.023563813387412858,117,regression_forecasting,fold_002
volume_max_20,high_vol,0.053752714564745896,0.053752714564745896,117,regression_forecasting,fold_002
turnover_ma_20,high_vol,0.08275603686239864,-0.08275603686239864,117,regression_forecasting,fold_002
turnover_ratio_20,high_vol,0.0006256907893888343,0.0006256907893888343,117,regression_forecasting,fold_002
vroc_60,high_vol,0.0463581865984505,-0.0463581865984505,117,regression_forecasting,fold_002
volume_std_60,high_vol,0.008092767096286719,-0.008092767096286719,117,regression_forecasting,fold_002
volume_min_60,high_vol,0.04666756935266084,-0.04666756935266084,117,regression_forecasting,fold_002
volume_max_60,high_vol,0.012540127828741402,0.012540127828741402,117,regression_forecasting,fold_002
turnover_ma_60,high_vol,0.08562222520900019,-0.08562222520900019,117,regression_forecasting,fold_002
turnover_ratio_60,high_vol,0.03400086175870461,-0.03400086175870461,117,regression_forecasting,fold_002
volume_spike_zscore_20,high_vol,0.06911447899314867,-0.06911447899314867,117,regression_forecasting,fold_002
amihud_20,high_vol,0.0635528130410393,0.0635528130410393,117,regression_forecasting,fold_002
rsi_14,high_vol,0.13092298769103847,-0.13092298769103847,117,regression_forecasting,fold_002
macd_line,high_vol,0.13516794376515556,-0.13516794376515556,117,regression_forecasting,fold_002
macd_signal,high_vol,0.14332815058724466,-0.14332815058724466,117,regression_forecasting,fold_002
macd_hist,high_vol,0.050943219540838205,-0.050943219540838205,117,regression_forecasting,fold_002
bb_upper,high_vol,0.10769020388281857,-0.10769020388281857,117,regression_forecasting,fold_002
bb_lower,high_vol,0.0902045488878245,-0.0902045488878245,117,regression_forecasting,fold_002
bb_width,high_vol,0.144174893811208,0.144174893811208,117,regression_forecasting,fold_002
bb_percent_b,high_vol,0.10827447977573607,-0.10827447977573607,117,regression_forecasting,fold_002
stoch_k_14,high_vol,0.036477398356225696,-0.036477398356225696,117,regression_forecasting,fold_002
stoch_d_14,high_vol,0.07621813011100034,-0.07621813011100034,117,regression_forecasting,fold_002
adx_14,high_vol,0.09861186572882706,0.09861186572882706,117,regression_forecasting,fold_002
close_lag_1,high_vol,0.10935111360336575,-0.10935111360336575,117,regression_forecasting,fold_002
close_lag_2,high_vol,0.10298941705226987,-0.10298941705226987,117,regression_forecasting,fold_002
close_lag_3,high_vol,0.10429694968122977,-0.10429694968122977,117,regression_forecasting,fold_002
close_lag_5,high_vol,0.1105813454789159,-0.1105813454789159,117,regression_forecasting,fold_002
volume_lag_1,high_vol,0.0166313857131559,-0.0166313857131559,117,regression_forecasting,fold_002
volume_lag_2,high_vol,0.026095427234091206,-0.026095427234091206,117,regression_forecasting,fold_002
volume_lag_3,high_vol,0.013555410278956183,-0.013555410278956183,117,regression_forecasting,fold_002
volume_lag_5,high_vol,0.021794312214673334,0.021794312214673334,117,regression_forecasting,fold_002
pct_return_lag_1,high_vol,0.08167783839764313,-0.08167783839764313,117,regression_forecasting,fold_002
pct_return_lag_2,high_vol,0.014990948815708192,-0.014990948815708192,117,regression_forecasting,fold_002
pct_return_lag_3,high_vol,0.06654198088062967,-0.06654198088062967,117,regression_forecasting,fold_002
pct_return_lag_5,high_vol,0.039352078847619515,-0.039352078847619515,117,regression_forecasting,fold_002
log_return_lag_1,high_vol,0.08167783839764313,-0.08167783839764313,117,regression_forecasting,fold_002
log_return_lag_2,high_vol,0.014990948815708192,-0.014990948815708192,117,regression_forecasting,fold_002
log_return_lag_3,high_vol,0.06654198088062967,-0.06654198088062967,117,regression_forecasting,fold_002
log_return_lag_5,high_vol,0.039352078847619515,-0.039352078847619515,117,regression_forecasting,fold_002
rsi_14_lag_1,high_vol,0.14701485559777527,-0.14701485559777527,117,regression_forecasting,fold_002
rsi_14_lag_2,high_vol,0.12265038132594538,-0.12265038132594538,117,regression_forecasting,fold_002
rsi_14_lag_3,high_vol,0.14022592320033475,-0.14022592320033475,117,regression_forecasting,fold_002
rsi_14_lag_5,high_vol,0.17624997673311105,-0.17624997673311105,117,regression_forecasting,fold_002
volume_ratio_5,high_vol,0.10918491607406833,0.10918491607406833,117,regression_forecasting,fold_002
volume_ratio_20,high_vol,0.022015323823046648,0.022015323823046648,117,regression_forecasting,fold_002
volume_ratio_60,high_vol,0.015016578945332022,-0.015016578945332022,117,regression_forecasting,fold_002
close_to_close_return_1d,high_vol,0.06928550767241444,-0.06928550767241444,117,regression_forecasting,fold_002
close_return_2d,high_vol,0.0859447743106415,-0.0859447743106415,117,regression_forecasting,fold_002
close_return_3d,high_vol,0.05161819696438663,-0.05161819696438663,117,regression_forecasting,fold_002
close_return_5d,high_vol,0.005147995505234866,-0.005147995505234866,117,regression_forecasting,fold_002
close_return_10d,high_vol,0.05884446709978628,-0.05884446709978628,117,regression_forecasting,fold_002
close_return_20d,high_vol,0.25426653143120354,-0.25426653143120354,117,regression_forecasting,fold_002
open_to_close_return_1d,high_vol,0.13094097367548166,-0.13094097367548166,117,regression_forecasting,fold_002
open_close_spread,high_vol,0.11736275328151306,0.11736275328151306,117,regression_forecasting,fold_002
open_close_spread_pct,high_vol,0.13094097367548166,0.13094097367548166,117,regression_forecasting,fold_002
overnight_return_1d,high_vol,0.18507551745295386,0.18507551745295386,117,regression_forecasting,fold_002
high_low_range,high_vol,0.13780466008949174,-0.13780466008949174,117,regression_forecasting,fold_002
high_low_range_pct,high_vol,0.02758850673566227,0.02758850673566227,117,regression_forecasting,fold_002
true_range,high_vol,0.09574591689346129,-0.09574591689346129,117,regression_forecasting,fold_002
atr_14,high_vol,0.18684056711752928,-0.18684056711752928,117,regression_forecasting,fold_002
atr_proxy_5,high_vol,0.14148744851832915,-0.14148744851832915,117,regression_forecasting,fold_002
atr_proxy_10,high_vol,0.2584174312517201,-0.2584174312517201,117,regression_forecasting,fold_002
close_mean_5,high_vol,0.1024299408796368,-0.1024299408796368,117,regression_forecasting,fold_002
close_std_5,high_vol,0.0542521225262625,-0.0542521225262625,117,regression_forecasting,fold_002
volume_ma_5,high_vol,0.040628688144506105,-0.040628688144506105,117,regression_forecasting,fold_002
rolling_volatility_5,high_vol,0.05874385786726203,0.05874385786726203,117,regression_forecasting,fold_002
close_mean_10,high_vol,0.12318379036039075,-0.12318379036039075,117,regression_forecasting,fold_002
close_std_10,high_vol,0.004012686235581096,-0.004012686235581096,117,regression_forecasting,fold_002
volume_ma_10,high_vol,0.029928251650526996,-0.029928251650526996,117,regression_forecasting,fold_002
volume_shock_10,high_vol,0.08839849392119854,0.08839849392119854,117,regression_forecasting,fold_002
rolling_volatility_10,high_vol,0.050454470556648826,0.050454470556648826,117,regression_forecasting,fold_002
value_ratio_10,high_vol,0.07944399699521462,0.07944399699521462,117,regression_forecasting,fold_002
close_std_20,high_vol,0.010558083517440166,0.010558083517440166,117,regression_forecasting,fold_002
volume_ma_20,high_vol,0.0166538656217567,-0.0166538656217567,117,regression_forecasting,fold_002
rolling_volatility_20,high_vol,0.20925688651800187,0.20925688651800187,117,regression_forecasting,fold_002
rolling_volatility_60,high_vol,0.1694738716307945,0.1694738716307945,117,regression_forecasting,fold_002
market_return_20d,high_vol,0.07267396139853889,-0.07267396139853889,117,regression_forecasting,fold_002
market_return_60d,high_vol,0.10416494964744044,-0.10416494964744044,117,regression_forecasting,fold_002
relative_strength_market_20,high_vol,0.2682639892876043,-0.2682639892876043,117,regression_forecasting,fold_002
relative_strength_market_60,high_vol,0.15176186296397678,-0.15176186296397678,117,regression_forecasting,fold_002
rolling_beta_market_20,high_vol,0.2582379500516491,0.2582379500516491,117,regression_forecasting,fold_002
rolling_beta_market_60,high_vol,0.33590978091883433,0.33590978091883433,117,regression_forecasting,fold_002
rolling_corr_market_20,high_vol,0.1904235591059132,0.1904235591059132,117,regression_forecasting,fold_002
rolling_corr_market_60,high_vol,0.2865289150257514,0.2865289150257514,117,regression_forecasting,fold_002
sector_return_20d,high_vol,0.16193553834047197,-0.16193553834047197,117,regression_forecasting,fold_002
sector_return_60d,high_vol,0.04978222387103146,0.04978222387103146,117,regression_forecasting,fold_002
relative_strength_sector_20,high_vol,0.25047863493294087,-0.25047863493294087,117,regression_forecasting,fold_002
relative_strength_sector_60,high_vol,0.19300125529213785,-0.19300125529213785,117,regression_forecasting,fold_002
rolling_beta_sector_20,high_vol,0.08965362215140968,-0.08965362215140968,117,regression_forecasting,fold_002
rolling_beta_sector_60,high_vol,0.2633221560468626,0.2633221560468626,117,regression_forecasting,fold_002
rolling_corr_sector_20,high_vol,0.03143440552678036,-0.03143440552678036,117,regression_forecasting,fold_002
rolling_corr_sector_60,high_vol,0.258968547081175,0.258968547081175,117,regression_forecasting,fold_002
sector_relative_zscore_20,high_vol,0.0328768663286648,0.0328768663286648,117,regression_forecasting,fold_002
sector_dispersion_zscore_20,high_vol,0.049291407936124784,0.049291407936124784,117,regression_forecasting,fold_002
breadth_thrust_5,high_vol,0.1148522569187322,-0.1148522569187322,117,regression_forecasting,fold_002
breadth_thrust_10,high_vol,0.25840290564135693,-0.25840290564135693,117,regression_forecasting,fold_002
breadth_momentum_5,high_vol,0.04927305449535112,0.04927305449535112,117,regression_forecasting,fold_002
advance_decline_ratio_5,high_vol,0.038979653172203504,-0.038979653172203504,117,regression_forecasting,fold_002
new_high_low_ratio,high_vol,0.1700250504130762,-0.1700250504130762,117,regression_forecasting,fold_002
new_high_low_spread_5,high_vol,0.28751264776961466,-0.28751264776961466,117,regression_forecasting,fold_002
up_down_volume_ratio_5,high_vol,0.12800052511760499,-0.12800052511760499,117,regression_forecasting,fold_002
up_down_volume_spread,high_vol,0.044075767405723984,-0.044075767405723984,117,regression_forecasting,fold_002
market_regime_code,high_vol,0.12267159853838444,-0.12267159853838444,117,regression_forecasting,fold_002
trend_regime_strength,high_vol,0.05687791541144847,-0.05687791541144847,117,regression_forecasting,fold_002
trend_regime_code,high_vol,0.053779048244473444,-0.053779048244473444,117,regression_forecasting,fold_002
volatility_regime_code,high_vol,,,117,regression_forecasting,fold_002
market_regime_persistence_days,high_vol,0.027023337257151496,-0.027023337257151496,117,regression_forecasting,fold_002
market_regime_transition_flag,high_vol,0.030161513400245574,-0.030161513400245574,117,regression_forecasting,fold_002
volatility_regime_persistence_days,high_vol,0.21493520451011336,0.21493520451011336,117,regression_forecasting,fold_002
volatility_regime_transition_flag,high_vol,0.0010027213935884047,0.0010027213935884047,117,regression_forecasting,fold_002
trend_regime_persistence_days,high_vol,0.11628198213465875,0.11628198213465875,117,regression_forecasting,fold_002
trend_regime_transition_flag,high_vol,0.05366039172911958,-0.05366039172911958,117,regression_forecasting,fold_002
abnormal_gap_sigma_20,high_vol,0.07152941820735306,0.07152941820735306,117,regression_forecasting,fold_002
abnormal_gap_flag,high_vol,0.12921335015878602,0.12921335015878602,117,regression_forecasting,fold_002
m_ret,low_vol,0.16355750882184808,0.16355750882184808,73,regression_forecasting,fold_002
m_ret_5d,low_vol,0.2144053625389136,0.2144053625389136,73,regression_forecasting,fold_002
m_ret_20d,low_vol,0.13867385970469276,-0.13867385970469276,73,regression_forecasting,fold_002
rel_to_market,low_vol,0.3074548940249123,-0.3074548940249123,73,regression_forecasting,fold_002
s_ret,low_vol,0.0577875944476823,-0.0577875944476823,73,regression_forecasting,fold_002
sector_dispersion,low_vol,0.026578589112956436,-0.026578589112956436,73,regression_forecasting,fold_002
sector_member_count,low_vol,0.1602726314185978,0.1602726314185978,73,regression_forecasting,fold_002
s_ret_5d,low_vol,0.13378815936765762,0.13378815936765762,73,regression_forecasting,fold_002
rel_to_sector,low_vol,0.182048318451762,-0.182048318451762,73,regression_forecasting,fold_002
advancers,low_vol,0.09560418833885993,0.09560418833885993,73,regression_forecasting,fold_002
decliners,low_vol,0.12037702068615823,-0.12037702068615823,73,regression_forecasting,fold_002
unchanged,low_vol,0.03705876601342283,0.03705876601342283,73,regression_forecasting,fold_002
net_advancers,low_vol,0.11709452649037176,0.11709452649037176,73,regression_forecasting,fold_002
advance_decline_ratio,low_vol,0.1107646552358238,0.1107646552358238,73,regression_forecasting,fold_002
market_breadth,low_vol,0.1107646552358238,0.1107646552358238,73,regression_forecasting,fold_002
breadth_member_count,low_vol,0.373394175116561,-0.373394175116561,73,regression_forecasting,fold_002
advancing_share,low_vol,0.09628521176690835,0.09628521176690835,73,regression_forecasting,fold_002
declining_share,low_vol,0.11561261039478471,-0.11561261039478471,73,regression_forecasting,fold_002
pct_above_ma20,low_vol,0.023294407814549032,0.023294407814549032,73,regression_forecasting,fold_002
pct_above_ma50,low_vol,0.24593632536347018,0.24593632536347018,73,regression_forecasting,fold_002
new_highs_252,low_vol,0.11247058957969362,-0.11247058957969362,73,regression_forecasting,fold_002
new_lows_252,low_vol,0.12948771664669367,-0.12948771664669367,73,regression_forecasting,fold_002
new_high_low_spread,low_vol,0.014680910957004616,-0.014680910957004616,73,regression_forecasting,fold_002
up_volume,low_vol,0.18330080114246947,0.18330080114246947,73,regression_forecasting,fold_002
down_volume,low_vol,0.20012659365965266,-0.20012659365965266,73,regression_forecasting,fold_002
up_down_volume_ratio,low_vol,0.18527667402522124,0.18527667402522124,73,regression_forecasting,fold_002
log_return,low_vol,0.17776721949094168,-0.17776721949094168,73,regression_forecasting,fold_002
range_5,low_vol,0.016732269834735584,-0.016732269834735584,73,regression_forecasting,fold_002
range_20,low_vol,0.056203020749805856,0.056203020749805856,73,regression_forecasting,fold_002
roc_60,low_vol,0.040879339784971915,0.040879339784971915,73,regression_forecasting,fold_002
momentum_5,low_vol,0.03925961946452957,0.03925961946452957,73,regression_forecasting,fold_002
momentum_10,low_vol,0.1320878544396926,0.1320878544396926,73,regression_forecasting,fold_002
momentum_20,low_vol,0.3335340329524962,-0.3335340329524962,73,regression_forecasting,fold_002
dist_ma_5,low_vol,0.05946968405250022,-0.05946968405250022,73,regression_forecasting,fold_002
rolling_min_5,low_vol,0.30326866152932747,-0.30326866152932747,73,regression_forecasting,fold_002
rolling_max_5,low_vol,0.29961915998767846,-0.29961915998767846,73,regression_forecasting,fold_002
dist_ma_20,low_vol,0.175196812353252,-0.175196812353252,73,regression_forecasting,fold_002
rolling_min_20,low_vol,0.2543045232311175,-0.2543045232311175,73,regression_forecasting,fold_002
rolling_max_20,low_vol,0.2408226511919787,-0.2408226511919787,73,regression_forecasting,fold_002
dist_ma_60,low_vol,0.18555335019917146,0.18555335019917146,73,regression_forecasting,fold_002
rolling_min_60,low_vol,0.23052207786130044,-0.23052207786130044,73,regression_forecasting,fold_002
rolling_max_60,low_vol,0.23981876342373434,-0.23981876342373434,73,regression_forecasting,fold_002
sma_20,low_vol,0.24484286370129,-0.24484286370129,73,regression_forecasting,fold_002
sma_50,low_vol,0.23466949411927393,-0.23466949411927393,73,regression_forecasting,fold_002
sma_200,low_vol,0.2339386488150366,-0.2339386488150366,73,regression_forecasting,fold_002
ema_12,low_vol,0.30990658636650525,-0.30990658636650525,73,regression_forecasting,fold_002
ema_20,low_vol,0.29612369968762237,-0.29612369968762237,73,regression_forecasting,fold_002
ema_50,low_vol,0.278960687384243,-0.278960687384243,73,regression_forecasting,fold_002
close_to_sma_200,low_vol,0.02699470190522524,0.02699470190522524,73,regression_forecasting,fold_002
turnover,low_vol,0.11875318782010996,0.11875318782010996,73,regression_forecasting,fold_002
vroc_5,low_vol,0.09730906693059713,0.09730906693059713,73,regression_forecasting,fold_002
volume_std_5,low_vol,0.043555774028899735,0.043555774028899735,73,regression_forecasting,fold_002
volume_min_5,low_vol,0.11368166942508812,0.11368166942508812,73,regression_forecasting,fold_002
volume_max_5,low_vol,0.07718227119436792,0.07718227119436792,73,regression_forecasting,fold_002
turnover_ma_5,low_vol,0.08863955005243486,0.08863955005243486,73,regression_forecasting,fold_002
turnover_ratio_5,low_vol,0.05233662333725595,0.05233662333725595,73,regression_forecasting,fold_002
vroc_20,low_vol,0.12130054559316224,-0.12130054559316224,73,regression_forecasting,fold_002
volume_std_20,low_vol,0.10053944437429231,0.10053944437429231,73,regression_forecasting,fold_002
volume_min_20,low_vol,0.1927894880202453,0.1927894880202453,73,regression_forecasting,fold_002
volume_max_20,low_vol,0.11782275851310879,0.11782275851310879,73,regression_forecasting,fold_002
turnover_ma_20,low_vol,0.14451194621991076,0.14451194621991076,73,regression_forecasting,fold_002
turnover_ratio_20,low_vol,0.01849536128555535,0.01849536128555535,73,regression_forecasting,fold_002
vroc_60,low_vol,0.18524694496275343,0.18524694496275343,73,regression_forecasting,fold_002
volume_std_60,low_vol,0.12821325827713329,0.12821325827713329,73,regression_forecasting,fold_002
volume_min_60,low_vol,0.026918646347977387,0.026918646347977387,73,regression_forecasting,fold_002
volume_max_60,low_vol,0.15347181284691067,0.15347181284691067,73,regression_forecasting,fold_002
turnover_ma_60,low_vol,0.11534099904959877,0.11534099904959877,73,regression_forecasting,fold_002
turnover_ratio_60,low_vol,0.08847822665068254,0.08847822665068254,73,regression_forecasting,fold_002
volume_spike_zscore_20,low_vol,0.032396729158986726,-0.032396729158986726,73,regression_forecasting,fold_002
amihud_20,low_vol,0.16278999963667337,-0.16278999963667337,73,regression_forecasting,fold_002
rsi_14,low_vol,0.03319931606525986,-0.03319931606525986,73,regression_forecasting,fold_002
macd_line,low_vol,0.20606418818562733,0.20606418818562733,73,regression_forecasting,fold_002
macd_signal,low_vol,0.28430097718367575,0.28430097718367575,73,regression_forecasting,fold_002
macd_hist,low_vol,0.22552692066275087,-0.22552692066275087,73,regression_forecasting,fold_002
bb_upper,low_vol,0.2646766328405548,-0.2646766328405548,73,regression_forecasting,fold_002
bb_lower,low_vol,0.2909158604956133,-0.2909158604956133,73,regression_forecasting,fold_002
bb_width,low_vol,0.19319490928018726,0.19319490928018726,73,regression_forecasting,fold_002
bb_percent_b,low_vol,0.17226426065321518,-0.17226426065321518,73,regression_forecasting,fold_002
stoch_k_14,low_vol,0.10083425280238582,0.10083425280238582,73,regression_forecasting,fold_002
stoch_d_14,low_vol,0.1019285370966881,0.1019285370966881,73,regression_forecasting,fold_002
adx_14,low_vol,0.1337696291667165,-0.1337696291667165,73,regression_forecasting,fold_002
close_lag_1,low_vol,0.3125191527430679,-0.3125191527430679,73,regression_forecasting,fold_002
close_lag_2,low_vol,0.2719695584903612,-0.2719695584903612,73,regression_forecasting,fold_002
close_lag_3,low_vol,0.26420038626892944,-0.26420038626892944,73,regression_forecasting,fold_002
close_lag_5,low_vol,0.2205040041869387,-0.2205040041869387,73,regression_forecasting,fold_002
volume_lag_1,low_vol,0.1269787463785799,0.1269787463785799,73,regression_forecasting,fold_002
volume_lag_2,low_vol,0.10773945820923442,0.10773945820923442,73,regression_forecasting,fold_002
volume_lag_3,low_vol,0.05247181052793344,0.05247181052793344,73,regression_forecasting,fold_002
volume_lag_5,low_vol,0.1400166796845761,0.1400166796845761,73,regression_forecasting,fold_002
pct_return_lag_1,low_vol,0.13594529507702827,-0.13594529507702827,73,regression_forecasting,fold_002
pct_return_lag_2,low_vol,0.07618303737263887,0.07618303737263887,73,regression_forecasting,fold_002
pct_return_lag_3,low_vol,0.06769102850518477,0.06769102850518477,73,regression_forecasting,fold_002
pct_return_lag_5,low_vol,0.1607407505014921,0.1607407505014921,73,regression_forecasting,fold_002
log_return_lag_1,low_vol,0.13594529507702827,-0.13594529507702827,73,regression_forecasting,fold_002
log_return_lag_2,low_vol,0.07618303737263887,0.07618303737263887,73,regression_forecasting,fold_002
log_return_lag_3,low_vol,0.06769102850518477,0.06769102850518477,73,regression_forecasting,fold_002
log_return_lag_5,low_vol,0.1607407505014921,0.1607407505014921,73,regression_forecasting,fold_002
rsi_14_lag_1,low_vol,0.10226809309549596,0.10226809309549596,73,regression_forecasting,fold_002
rsi_14_lag_2,low_vol,0.2083639083593715,0.2083639083593715,73,regression_forecasting,fold_002
rsi_14_lag_3,low_vol,0.16991690867617193,0.16991690867617193,73,regression_forecasting,fold_002
rsi_14_lag_5,low_vol,0.14701231312022323,0.14701231312022323,73,regression_forecasting,fold_002
volume_ratio_5,low_vol,0.05491485817422402,0.05491485817422402,73,regression_forecasting,fold_002
volume_ratio_20,low_vol,0.021552190613218086,0.021552190613218086,73,regression_forecasting,fold_002
volume_ratio_60,low_vol,0.06377657551805438,0.06377657551805438,73,regression_forecasting,fold_002
close_to_close_return_1d,low_vol,0.17776721949094168,-0.17776721949094168,73,regression_forecasting,fold_002
close_return_2d,low_vol,0.21743231791355463,-0.21743231791355463,73,regression_forecasting,fold_002
close_return_3d,low_vol,0.07198055025147411,-0.07198055025147411,73,regression_forecasting,fold_002
close_return_5d,low_vol,0.03168462136889023,-0.03168462136889023,73,regression_forecasting,fold_002
close_return_10d,low_vol,0.1331614488193221,0.1331614488193221,73,regression_forecasting,fold_002
close_return_20d,low_vol,0.3403695652483906,-0.3403695652483906,73,regression_forecasting,fold_002
open_to_close_return_1d,low_vol,0.10201365780034966,-0.10201365780034966,73,regression_forecasting,fold_002
open_close_spread,low_vol,0.091065250557317,0.091065250557317,73,regression_forecasting,fold_002
open_close_spread_pct,low_vol,0.10201365780034966,0.10201365780034966,73,regression_forecasting,fold_002
overnight_return_1d,low_vol,0.007404203152324975,0.007404203152324975,73,regression_forecasting,fold_002
high_low_range,low_vol,0.17727933062089785,-0.17727933062089785,73,regression_forecasting,fold_002
high_low_range_pct,low_vol,0.02588898281447902,0.02588898281447902,73,regression_forecasting,fold_002
true_range,low_vol,0.2166958613100043,-0.2166958613100043,73,regression_forecasting,fold_002
atr_14,low_vol,0.21521743963202997,-0.21521743963202997,73,regression_forecasting,fold_002
atr_proxy_5,low_vol,0.2883791907504252,-0.2883791907504252,73,regression_forecasting,fold_002
atr_proxy_10,low_vol,0.20046002518014214,-0.20046002518014214,73,regression_forecasting,fold_002
close_mean_5,low_vol,0.31938560512557296,-0.31938560512557296,73,regression_forecasting,fold_002
close_std_5,low_vol,0.18906864487958783,-0.18906864487958783,73,regression_forecasting,fold_002
volume_ma_5,low_vol,0.09757604656651457,0.09757604656651457,73,regression_forecasting,fold_002
rolling_volatility_5,low_vol,0.07337836043682618,0.07337836043682618,73,regression_forecasting,fold_002
close_mean_10,low_vol,0.2820835636439861,-0.2820835636439861,73,regression_forecasting,fold_002
close_std_10,low_vol,0.3831020792307213,-0.3831020792307213,73,regression_forecasting,fold_002
volume_ma_10,low_vol,0.09655812334437004,0.09655812334437004,73,regression_forecasting,fold_002
volume_shock_10,low_vol,0.14901271045757947,0.14901271045757947,73,regression_forecasting,fold_002
rolling_volatility_10,low_vol,0.11635141243083064,0.11635141243083064,73,regression_forecasting,fold_002
value_ratio_10,low_vol,0.15381409389648407,0.15381409389648407,73,regression_forecasting,fold_002
close_std_20,low_vol,0.08558750707240244,-0.08558750707240244,73,regression_forecasting,fold_002
volume_ma_20,low_vol,0.134603084800154,0.134603084800154,73,regression_forecasting,fold_002
rolling_volatility_20,low_vol,0.12747535858531198,0.12747535858531198,73,regression_forecasting,fold_002
rolling_volatility_60,low_vol,0.06132309154168277,0.06132309154168277,73,regression_forecasting,fold_002
market_return_20d,low_vol,0.13799465340124686,-0.13799465340124686,73,regression_forecasting,fold_002
market_return_60d,low_vol,0.17067373850113385,0.17067373850113385,73,regression_forecasting,fold_002
relative_strength_market_20,low_vol,0.229755936284267,-0.229755936284267,73,regression_forecasting,fold_002
relative_strength_market_60,low_vol,0.02921725026105854,0.02921725026105854,73,regression_forecasting,fold_002
rolling_beta_market_20,low_vol,0.09726735929487106,0.09726735929487106,73,regression_forecasting,fold_002
rolling_beta_market_60,low_vol,0.0242319508240158,-0.0242319508240158,73,regression_forecasting,fold_002
