date,target_date,ticker,model_name,prediction_date,horizon,horizon_days,current_close,target_close,actual_return,predicted_return,naive_predicted_return,absolute_error,absolute_error_naive,pct_error,pct_error_naive,predicted_direction,predicted_direction_naive,actual_direction,momentum_predicted_return,absolute_error_momentum,pct_error_momentum,predicted_direction_momentum
2026-03-30,2026-03-30,ACB,xgboost,2026-03-02,20d,20,23.95,23.75,-0.008350730688935215,-0.0107671357691288,0.0,0.0024164050801935844,0.008350730688935215,28.936450835318407,100.0,-1,0,-1,-0.03427419354838712,0.025923462859451907,310.43346774193907,-1
2026-03-31,2026-03-31,ACB,xgboost,2026-03-03,20d,20,23.5,23.55,0.0021276595744681437,0.006590253207832575,0.0,0.004462593633364431,0.0021276595744681437,209.7419007681225,100.0,1,0,1,-0.04858299595141702,0.05071065552588516,2383.400809716537,-1
2026-04-01,2026-04-01,ACB,xgboost,2026-03-04,20d,20,23.2,23.8,0.02586206896551735,0.005109513644129038,0.0,0.02075255532138831,0.02586206896551735,80.24321390936781,100.0,1,0,1,-0.029288702928870314,0.05515077189438766,213.24965132496473,-1
2026-04-02,2026-04-02,ACB,xgboost,2026-03-05,20d,20,23.55,23.6,0.002123142250530785,-0.01503413263708353,0.0,0.017157274887614316,0.002123142250530785,808.1076472066345,100.0,-1,0,1,-0.010504201680672232,0.012627343931203017,594.7478991596622,-1
2026-04-03,2026-04-03,ACB,xgboost,2026-03-06,20d,20,23.3,23.5,0.008583690987124415,-0.0030742294620722532,0.0,0.011657920449196668,0.008583690987124415,135.81477323314195,100.0,-1,0,1,-0.03319502074688796,0.041778711734012375,486.7219917012469,-1
2026-04-06,2026-04-06,ACB,xgboost,2026-03-09,20d,20,21.7,23.25,0.0714285714285714,0.03677717596292496,0.0,0.03465139546564644,0.0714285714285714,48.51195365190504,100.0,1,0,1,-0.08631578947368423,0.15774436090225563,220.842105263158,-1
2026-04-07,2026-04-07,ACB,xgboost,2026-03-10,20d,20,23.15,23.2,0.002159827213823018,-0.009019443765282631,0.0,0.011179270979105649,0.002159827213823018,517.6002463325619,100.0,-1,0,1,-0.02320675105485237,0.025366578268675388,1174.4725738396032,-1
2026-04-08,2026-04-08,ACB,xgboost,2026-03-11,20d,20,23.2,24.1,0.03879310344827602,-0.0017550349002704024,0.0,0.040548138348546425,0.03879310344827602,104.52408996514147,100.0,-1,0,1,-0.016949152542372947,0.05574225599064897,143.69114877589453,-1
2026-04-09,2026-04-09,ACB,xgboost,2026-03-12,20d,20,23.15,23.85,0.030237580993520696,-0.010151338763535023,0.0,0.04038891975705572,0.030237580993520696,133.57192748226205,100.0,-1,0,1,-0.01279317697228144,0.043030757965802136,142.3088638440448,-1
2026-04-10,2026-04-10,ACB,xgboost,2026-03-13,20d,20,23.45,23.85,0.017057569296375252,-0.011585816740989685,0.0,0.028643386037364937,0.017057569296375252,167.92185064405209,100.0,-1,0,1,0.019565217391304346,0.0025076480949290936,14.701086956521822,1
2026-01-05,2026-01-05,DGC,cart,2025-12-04,20d,20,92.94,65.5,-0.29524424359802026,-0.049591211449020484,0.0,0.24565303214899978,0.29524424359802026,83.2033265595045,100.0,-1,0,-1,0.021094264996704082,0.31633850859472434,107.14468290376703,1
2026-01-06,2026-01-06,DGC,cart,2025-12-05,20d,20,91.02,63.0,-0.3078444297956493,-0.049591211449020484,0.0,0.25825321834662884,0.3078444297956493,83.89082060638886,100.0,-1,0,-1,0.020403587443946103,0.3282480172395954,106.62788911187715,1
2026-01-07,2026-01-07,DGC,cart,2025-12-08,20d,20,90.06,64.1,-0.28825227626027106,-0.049591211449020484,0.0,0.23866106481125057,0.28825227626027106,82.79589944877202,100.0,-1,0,-1,0.02726132086232469,0.31551359712259575,109.45745206803143,1
2026-01-08,2026-01-08,DGC,cart,2025-12-09,20d,20,90.92,62.8,-0.3092828860536736,-0.049591211449020484,0.0,0.25969167460465314,0.3092828860536736,83.96574343902937,100.0,-1,0,-1,0.03376918703808984,0.34305207309176344,110.91854368955593,1
2026-01-09,2026-01-09,DGC,cart,2025-12-10,20d,20,91.02,62.7,-0.31114040870138426,-0.049591211449020484,0.0,0.2615491972523638,0.31114040870138426,84.06146869318559,100.0,-1,0,-1,0.016075016744809156,0.3272154254461934,105.16648313599057,1
2026-01-12,2026-01-12,DGC,cart,2025-12-11,20d,20,90.64,63.7,-0.29721977052074133,0.036108754881903564,0.0,0.3333285254026449,0.29721977052074133,112.14884017258997,100.0,1,0,-1,-0.053960964408725665,0.24325880611201567,81.84475941348592,-1
2026-01-13,2026-01-13,DGC,cart,2025-12-12,20d,20,88.15,63.1,-0.2841747022121385,0.036108754881903564,0.0,0.32028345709404205,0.2841747022121385,112.7065339035521,100.0,1,0,-1,-0.07444351112977732,0.20973119108236116,73.80361075413227,-1
2026-01-14,2026-01-14,DGC,cart,2025-12-15,20d,20,89.1,63.9,-0.28282828282828276,0.036108754881903564,0.0,0.31893703771018633,0.28282828282828276,112.76702404753019,100.0,1,0,-1,-0.060622034791776525,0.22220624803650624,78.56578055576472,-1
2026-01-15,2026-01-15,DGC,cart,2025-12-16,20d,20,82.88,67.3,-0.18798262548262545,0.036108754881903564,0.0,0.22409138036452902,0.18798262548262545,119.20855972151585,100.0,1,0,-1,-0.12444538347770973,0.06353724200491573,33.79952899465607,-1
2026-01-16,2026-01-16,DGC,cart,2025-12-17,20d,20,77.13,66.0,-0.14430182808245817,0.036108754881903564,0.0,0.18041058296436174,0.14430182808245817,125.02307514861835,100.0,1,0,-1,-0.16661264181523505,0.02231081373277688,15.46121350592166,-1
2026-01-19,2026-01-19,DGC,cart,2025-12-18,20d,20,71.76,65.1,-0.09280936454849509,0.036108754881903564,0.0,0.12891811943039866,0.09280936454849509,138.90637012500596,100.0,1,0,-1,-0.229464189842156,0.1366548252936609,147.24249644253896,-1
2026-01-20,2026-01-20,DGC,cart,2025-12-19,20d,20,67.26,64.5,-0.04103479036574498,0.036108754881903564,0.0,0.07714354524764855,0.04103479036574498,187.99546570133435,100.0,1,0,-1,-0.27474660340737533,0.23371181304163036,569.5455269992759,-1
2026-01-21,2026-01-21,DGC,cart,2025-12-22,20d,20,71.47,69.0,-0.034559955225968886,0.036108754881903564,0.0,0.07066871010787246,0.034559955225968886,204.48148629188876,100.0,1,0,-1,-0.2229832572298326,0.1884233020038637,545.2070200087513,-1
2026-01-22,2026-01-22,DGC,cart,2025-12-23,20d,20,68.6,73.8,0.07580174927113714,0.036108754881903564,0.0,0.03969299438923358,0.07580174927113714,52.36421952118114,100.0,1,0,1,-0.2382855873861871,0.31408733665732425,414.3536787440848,-1
2026-01-23,2026-01-23,DGC,cart,2025-12-24,20d,20,65.0,73.9,0.13692307692307693,0.036108754881903564,0.0,0.10081432204117335,0.13692307692307693,73.62843744580077,100.0,1,0,1,-0.29186185859026037,0.4287849355133373,313.1575371726621,-1
2026-01-26,2026-01-26,DGC,cart,2025-12-25,20d,20,64.6,68.8,0.06501547987616108,0.11810069898704434,0.0,0.053085219110883264,0.06501547987616108,81.65012272769178,100.0,1,0,1,-0.29026587563172934,0.3552813555078904,546.4565610907069,-1
2026-01-27,2026-01-27,DGC,cart,2025-12-26,20d,20,60.9,67.5,0.10837438423645329,0.11810069898704434,0.0,0.009726314750591047,0.10837438423645329,8.974735883499914,100.0,1,0,1,-0.3259546209186497,0.434329005155103,400.7672183931174,-1
2026-01-28,2026-01-28,DGC,cart,2025-12-29,20d,20,61.0,68.1,0.1163934426229507,-0.14312722419928825,0.0,0.25952066682223895,0.1163934426229507,222.96846022755764,100.0,-1,0,1,-0.32981762250054925,0.44621106512349995,383.3644362328665,-1
2026-01-29,2026-01-29,DGC,cart,2025-12-30,20d,20,65.2,67.8,0.039877300613496924,-0.14312722419928825,0.0,0.18300452481278517,0.039877300613496924,458.9190391459075,100.0,-1,0,1,-0.29695924088850545,0.3368365415020024,844.6824040742523,-1
2026-01-30,2026-01-30,DGC,cart,2025-12-31,20d,20,68.5,68.6,0.0014598540145984717,0.11810069898704434,0.0,0.11664084497244587,0.0014598540145984717,7989.897880612916,100.0,1,0,1,-0.26296535399182264,0.2644252080064211,18113.126748440696,-1
2026-02-02,2026-02-02,DGC,cart,2026-01-05,20d,20,65.5,67.3,0.027480916030534264,-0.14312722419928825,0.0,0.1706081402298225,0.027480916030534264,620.8240658363006,100.0,-1,0,1,-0.29524424359802026,0.3227251596285545,1174.3609975372437,-1
2026-02-03,2026-02-03,DGC,cart,2026-01-06,20d,20,63.0,67.9,0.07777777777777795,0.11810069898704434,0.0,0.040322921209266394,0.07777777777777795,51.84375584048525,100.0,1,0,1,-0.3078444297956493,0.38562220757342724,495.79998116583397,-1
2026-02-04,2026-02-04,DGC,cart,2026-01-07,20d,20,64.1,68.7,0.07176287051482078,0.11810069898704434,0.0,0.04633782847222356,0.07176287051482078,64.57075663194615,100.0,1,0,1,-0.28825227626027106,0.36001514677509183,501.673280614855,-1
2026-02-05,2026-02-05,DGC,cart,2026-01-08,20d,20,62.8,67.7,0.07802547770700641,0.11810069898704434,0.0,0.04007522128003793,0.07802547770700641,51.36171217115063,100.0,1,0,1,-0.3092828860536736,0.38730836376068,496.38704579940185,-1
2026-02-06,2026-02-06,DGC,cart,2026-01-09,20d,20,62.7,65.3,0.04146730462519921,0.11810069898704434,0.0,0.07663339436184513,0.04146730462519921,184.8043779418349,100.0,1,0,1,-0.31114040870138426,0.35260771332658347,850.3270625221871,-1
2026-02-09,2026-02-09,DGC,cart,2026-01-12,20d,20,63.7,67.2,0.05494505494505497,0.11810069898704434,0.0,0.06315564404198937,0.05494505494505497,114.94327215642059,100.0,1,0,1,-0.29721977052074133,0.3521648254657963,640.9399823477489,-1
2026-02-10,2026-02-10,DGC,cart,2026-01-13,20d,20,63.1,68.0,0.07765451664025358,-0.14312722419928825,0.0,0.22078174083954183,0.07765451664025358,284.3128132035732,100.0,-1,0,1,-0.2841747022121385,0.36182921885239205,465.9474226446109,-1
2026-02-11,2026-02-11,DGC,cart,2026-01-14,20d,20,63.9,68.5,0.07198748043818459,0.11810069898704434,0.0,0.04611321854885975,0.07198748043818459,64.05727533200306,100.0,1,0,1,-0.28282828282828276,0.35481576326646735,492.88537549407147,-1
2026-02-12,2026-02-12,DGC,cart,2026-01-15,20d,20,67.3,67.8,0.007429420505200568,-0.14312722419928825,0.0,0.15055664470448882,0.007429420505200568,2026.4924377224268,100.0,-1,0,1,-0.18798262548262545,0.19541204598782602,2630.2461389961477,-1
2026-02-13,2026-02-13,DGC,cart,2026-01-16,20d,20,66.0,68.4,0.036363636363636376,0.11810069898704434,0.0,0.08173706262340796,0.036363636363636376,224.77692221437184,100.0,1,0,1,-0.14430182808245817,0.18066546444609455,496.8300272267599,-1
2026-02-23,2026-02-23,DGC,cart,2026-01-19,20d,20,65.1,70.2,0.07834101382488501,0.11810069898704434,0.0,0.03975968516215933,0.07834101382488501,50.75206870699147,100.0,1,0,1,-0.09280936454849509,0.1711503783733801,218.46842415896103,-1
2026-02-24,2026-02-24,DGC,cart,2026-01-20,20d,20,64.5,75.1,0.16434108527131763,-0.29669368186392314,0.0,0.4610347671352408,0.16434108527131763,280.53530641719874,100.0,-1,0,1,-0.04103479036574498,0.2053758756370626,124.96928281689202,-1
2026-02-25,2026-02-25,DGC,cart,2026-01-21,20d,20,69.0,76.0,0.10144927536231885,-0.29669368186392314,0.0,0.398142957226242,0.10144927536231885,392.4552006944385,100.0,-1,0,1,-0.034559955225968886,0.13600923058828773,134.0662415798836,-1
2026-02-26,2026-02-26,DGC,cart,2026-01-22,20d,20,73.8,73.6,-0.0027100271002710175,-0.29669368186392314,0.0,0.2939836547636521,0.0027100271002710175,10847.996860778705,100.0,-1,0,-1,0.07580174927113714,0.07851177637140816,2897.084548104945,1
2026-02-27,2026-02-27,DGC,cart,2026-01-23,20d,20,73.9,73.8,-0.0013531799729364913,-0.29669368186392314,0.0,0.29534050189098665,0.0013531799729364913,21825.663089742447,100.0,-1,0,-1,0.13692307692307693,0.13827625689601342,10218.615384614706,1
2026-03-02,2026-03-02,DGC,cart,2026-01-26,20d,20,68.8,75.3,0.09447674418604657,-0.29669368186392314,0.0,0.3911704260499697,0.09447674418604657,414.0388509575062,100.0,-1,0,1,0.06501547987616108,0.029461264309885493,31.183615146463396,1
2026-03-03,2026-03-03,DGC,cart,2026-01-27,20d,20,67.5,73.8,0.09333333333333327,-0.29669368186392314,0.0,0.3900270151972564,0.09333333333333327,417.8860877113465,100.0,-1,0,1,0.10837438423645329,0.015041050903120023,16.11541168191432,1
2026-03-04,2026-03-04,DGC,cart,2026-01-28,20d,20,68.1,70.9,0.04111600587371522,-0.29669368186392314,0.0,0.33780968773763836,0.04111600587371522,821.6014191047542,100.0,-1,0,1,0.1163934426229507,0.07527743674923548,183.08548009367587,1
2026-03-05,2026-03-05,DGC,cart,2026-01-29,20d,20,67.8,71.0,0.0471976401179941,-0.29669368186392314,0.0,0.34389132198191724,0.0471976401179941,728.6197384491871,100.0,-1,0,1,0.039877300613496924,0.007320339504497175,15.509969325153392,1
2026-03-06,2026-03-06,DGC,cart,2026-01-30,20d,20,68.6,73.1,0.06559766763848396,-0.29669368186392314,0.0,0.3622913495024071,0.06559766763848396,552.293035019225,100.0,-1,0,1,0.0014598540145984717,0.06413781362388549,97.77453365774545,1
2026-03-09,2026-03-09,DGC,cart,2026-02-02,20d,20,67.3,71.0,0.054977711738484425,-0.29669368186392314,0.0,0.35167139360240757,0.054977711738484425,639.6617510660005,100.0,-1,0,1,0.027480916030534264,0.02749679570795016,50.01444192283905,1
2026-03-10,2026-03-10,DGC,cart,2026-02-03,20d,20,67.9,75.9,0.11782032400589104,-0.29669368186392314,0.0,0.4145140058698142,0.11782032400589104,351.8187624820047,100.0,-1,0,1,0.07777777777777795,0.040042546228113096,33.986111111110986,1
2026-03-11,2026-03-11,DGC,cart,2026-02-04,20d,20,68.7,77.7,0.13100436681222716,-0.29669368186392314,0.0,0.4276980486761503,0.13100436681222716,326.47617715612785,100.0,-1,0,1,0.07176287051482078,0.05924149629740638,45.22100884035351,1
2026-03-12,2026-03-12,DGC,cart,2026-02-05,20d,20,67.7,80.9,0.1949778434268834,-0.29669368186392314,0.0,0.49167152529080654,0.1949778434268834,252.16789592566354,100.0,-1,0,1,0.07802547770700641,0.116952365719877,59.98238756996719,1
2026-03-13,2026-03-13,DGC,cart,2026-02-06,20d,20,65.3,77.4,0.18529862174578882,-0.1035312525470816,0.0,0.28882987429287044,0.18529862174578882,155.87265116797045,100.0,-1,0,1,0.04146730462519921,0.1438313171205896,77.62136370226854,1
2026-03-16,2026-03-16,DGC,cart,2026-02-09,20d,20,67.2,73.9,0.09970238095238093,-0.1035312525470816,0.0,0.20323363349946255,0.09970238095238093,203.84030106214755,100.0,-1,0,1,0.05494505494505497,0.04475732600732596,44.89092996555679,1
2026-03-17,2026-03-17,DGC,cart,2026-02-10,20d,20,68.0,68.8,0.0117647058823529,-0.1035312525470816,0.0,0.1152959584294345,0.0117647058823529,980.0156466501967,100.0,-1,0,1,0.07765451664025358,0.06588981075790068,560.0633914421578,1
2026-03-18,2026-03-18,DGC,cart,2026-02-11,20d,20,68.5,64.0,-0.06569343065693434,-0.29669368186392314,0.0,0.2310002512069888,0.06569343065693434,351.6337157261939,100.0,-1,0,-1,0.07198748043818459,0.13768091109511893,209.58094244479204,1
2026-03-19,2026-03-19,DGC,cart,2026-02-12,20d,20,67.8,59.6,-0.12094395280235981,-0.29669368186392314,0.0,0.17574972906156333,0.12094395280235981,145.31501988260976,100.0,-1,0,-1,0.007429420505200568,0.12837337330756038,106.14286232015364,1
2026-03-20,2026-03-20,DGC,cart,2026-02-13,20d,20,68.4,55.5,-0.1885964912280702,-0.29669368186392314,0.0,0.10809719063585294,0.1885964912280702,57.316649918545274,100.0,-1,0,-1,0.036363636363636376,0.22496012759170658,119.28118393234672,1
2026-03-23,2026-03-23,DGC,cart,2026-02-23,20d,20,70.2,51.7,-0.26353276353276356,-0.29669368186392314,0.0,0.03316091833115958,0.26353276353276356,12.583224145121093,100.0,-1,0,-1,0.07834101382488501,0.34187377735764857,129.7272387594969,1
2026-03-24,2026-03-24,DGC,cart,2026-02-24,20d,20,75.1,52.5,-0.3009320905459387,-0.29669368186392314,0.0,0.004238408682015582,0.3009320905459387,1.4084269558379214,100.0,-1,0,-1,0.16434108527131763,0.46527317581725636,154.6106880702476,1
2026-03-25,2026-03-25,DGC,cart,2026-02-25,20d,20,76.0,54.7,-0.28026315789473677,-0.049591211449020484,0.0,0.23067194644571629,0.28026315789473677,82.30548323884715,100.0,-1,0,-1,0.10144927536231885,0.3817124332570556,136.19786350955977,1
2026-03-26,2026-03-26,DGC,cart,2026-02-26,20d,20,73.6,52.3,-0.28940217391304346,-0.29669368186392314,0.0,0.007291507950879683,0.28940217391304346,2.5195069726983323,100.0,-1,0,-1,-0.0027100271002710175,0.28669214681277244,99.06357749023499,-1
2026-03-27,2026-03-27,DGC,cart,2026-02-27,20d,20,73.8,51.8,-0.29810298102981025,-0.29669368186392314,0.0,0.0014092991658871123,0.29810298102981025,0.47275581110213144,100.0,-1,0,-1,-0.0013531799729364913,0.29674980105687376,99.5460696272604,-1
2026-03-30,2026-03-30,DGC,cart,2026-03-02,20d,20,75.3,49.1,-0.34794156706507295,-0.049591211449020484,0.0,0.2983503556160525,0.34794156706507295,85.7472586942319,100.0,-1,0,-1,0.09447674418604657,0.4424183112511195,127.1530489969821,1
2026-03-31,2026-03-31,DGC,cart,2026-03-03,20d,20,73.8,50.2,-0.3197831978319783,-0.049591211449020484,0.0,0.2701919863829578,0.3197831978319783,84.49223980958598,100.0,-1,0,-1,0.09333333333333327,0.41311653116531155,129.18644067796606,1
2026-04-01,2026-04-01,DGC,cart,2026-03-04,20d,20,70.9,50.5,-0.28772919605077585,-0.049591211449020484,0.0,0.23813798460175536,0.28772919605077585,82.7646230797277,100.0,-1,0,-1,0.04111600587371522,0.32884520192449107,114.28982753160004,1
2026-04-02,2026-04-02,DGC,cart,2026-03-05,20d,20,71.0,54.0,-0.23943661971830987,-0.049591211449020484,0.0,0.1898454082692894,0.23943661971830987,79.28837639482086,100.0,-1,0,-1,0.0471976401179941,0.286634259836304,119.71195557869166,1
2026-04-03,2026-04-03,DGC,cart,2026-03-06,20d,20,73.1,56.5,-0.22708618331053343,-0.049591211449020484,0.0,0.17749497186151295,0.22708618331053343,78.1619424281723,100.0,-1,0,-1,0.06559766763848396,0.2926838509490174,128.88668376128422,1
2026-04-06,2026-04-06,DGC,cart,2026-03-09,20d,20,71.0,53.0,-0.2535211267605634,-0.049591211449020484,0.0,0.2039299153115429,0.2535211267605634,80.43902215066414,100.0,-1,0,-1,0.054977711738484425,0.3084988384990478,121.6856529635133,1
2026-04-07,2026-04-07,DGC,cart,2026-03-10,20d,20,75.9,54.2,-0.2859025032938076,-0.049591211449020484,0.0,0.23631129184478714,0.2859025032938076,82.65450253925965,100.0,-1,0,-1,0.11782032400589104,0.40372282729969866,141.20996586196836,1
2026-04-08,2026-04-08,DGC,cart,2026-03-11,20d,20,77.7,55.7,-0.28314028314028317,-0.049591211449020484,0.0,0.23354907169126268,0.28314028314028317,82.48528577459595,100.0,-1,0,-1,0.13100436681222716,0.4141446499525103,146.26836046050022,1
2026-04-09,2026-04-09,DGC,cart,2026-03-12,20d,20,80.9,53.1,-0.3436341161928307,-0.049591211449020484,0.0,0.29404290474381023,0.3436341161928307,85.56860069702967,100.0,-1,0,-1,0.1949778434268834,0.5386119596197141,156.7399551555211,1
2026-04-10,2026-04-10,DGC,cart,2026-03-13,20d,20,77.4,54.0,-0.30232558139534893,-0.049591211449020484,0.0,0.2527343699463285,0.30232558139534893,83.59675313609324,100.0,-1,0,-1,0.18529862174578882,0.48762420314113775,161.2910825774532,1
2026-01-05,2026-01-05,DGC,lightgbm,2025-12-04,20d,20,92.94,65.5,-0.29524424359802026,-0.014692140450682817,0.0,0.2805521031473375,0.29524424359802026,95.02373347854788,100.0,-1,0,-1,0.021094264996704082,0.31633850859472434,107.14468290376703,1
2026-01-06,2026-01-06,DGC,lightgbm,2025-12-05,20d,20,91.02,63.0,-0.3078444297956493,0.0032547400146427296,0.0,0.311099169810292,0.3078444297956493,101.05726779490642,100.0,1,0,-1,0.020403587443946103,0.3282480172395954,106.62788911187715,1
2026-01-07,2026-01-07,DGC,lightgbm,2025-12-08,20d,20,90.06,64.1,-0.28825227626027106,-0.0009970507669107315,0.0,0.2872552254933603,0.28825227626027106,99.65410480713412,100.0,-1,0,-1,0.02726132086232469,0.31551359712259575,109.45745206803143,1
2026-01-08,2026-01-08,DGC,lightgbm,2025-12-09,20d,20,90.92,62.8,-0.3092828860536736,0.0217925871717994,0.0,0.331075473225473,0.3092828860536736,107.04616652083926,100.0,1,0,-1,0.03376918703808984,0.34305207309176344,110.91854368955593,1
2026-01-09,2026-01-09,DGC,lightgbm,2025-12-10,20d,20,91.02,62.7,-0.31114040870138426,0.03785213654874817,0.0,0.34899254525013246,0.31114040870138426,112.16561253060402,100.0,1,0,-1,0.016075016744809156,0.3272154254461934,105.16648313599057,1
2026-01-12,2026-01-12,DGC,lightgbm,2025-12-11,20d,20,90.64,63.7,-0.29721977052074133,0.05991613035574214,0.0,0.3571359008764835,0.29721977052074133,120.15886434834621,100.0,1,0,-1,-0.053960964408725665,0.24325880611201567,81.84475941348592,-1
2026-01-13,2026-01-13,DGC,lightgbm,2025-12-12,20d,20,88.15,63.1,-0.2841747022121385,0.06849945304241459,0.0,0.35267415525455303,0.2841747022121385,124.10469774726084,100.0,1,0,-1,-0.07444351112977732,0.20973119108236116,73.80361075413227,-1
2026-01-14,2026-01-14,DGC,lightgbm,2025-12-15,20d,20,89.1,63.9,-0.28282828282828276,0.07428281464205418,0.0,0.3571110974703369,0.28282828282828276,126.26428089129773,100.0,1,0,-1,-0.060622034791776525,0.22220624803650624,78.56578055576472,-1
2026-01-15,2026-01-15,DGC,lightgbm,2025-12-16,20d,20,82.88,67.3,-0.18798262548262545,0.07206170822821821,0.0,0.2600443337108437,0.18798262548262545,138.33423862615356,100.0,1,0,-1,-0.12444538347770973,0.06353724200491573,33.79952899465607,-1
2026-01-16,2026-01-16,DGC,lightgbm,2025-12-17,20d,20,77.13,66.0,-0.14430182808245817,0.08281837333493434,0.0,0.22712020141739253,0.14430182808245817,157.39246303075907,100.0,1,0,-1,-0.16661264181523505,0.02231081373277688,15.46121350592166,-1
2026-01-19,2026-01-19,DGC,lightgbm,2025-12-18,20d,20,71.76,65.1,-0.09280936454849509,0.10673825713946822,0.0,0.1995476216879633,0.09280936454849509,215.00806805297645,100.0,1,0,-1,-0.229464189842156,0.1366548252936609,147.24249644253896,-1
2026-01-20,2026-01-20,DGC,lightgbm,2025-12-19,20d,20,67.26,64.5,-0.04103479036574498,0.09214562771045064,0.0,0.13318041807619563,0.04103479036574498,324.55488839872805,100.0,1,0,-1,-0.27474660340737533,0.23371181304163036,569.5455269992759,-1
2026-01-21,2026-01-21,DGC,lightgbm,2025-12-22,20d,20,71.47,69.0,-0.034559955225968886,0.12110156624455298,0.0,0.15566152147052187,0.034559955225968886,450.4100785221949,100.0,1,0,-1,-0.2229832572298326,0.1884233020038637,545.2070200087513,-1
2026-01-22,2026-01-22,DGC,lightgbm,2025-12-23,20d,20,68.6,73.8,0.07580174927113714,0.07398904145099855,0.0,0.0018127078201385927,0.07580174927113714,2.3913799319520628,100.0,1,0,1,-0.2382855873861871,0.31408733665732425,414.3536787440848,-1
2026-01-23,2026-01-23,DGC,lightgbm,2025-12-24,20d,20,65.0,73.9,0.13692307692307693,0.05009716791705236,0.0,0.08682590900602456,0.13692307692307693,63.412180734737035,100.0,1,0,1,-0.29186185859026037,0.4287849355133373,313.1575371726621,-1
2026-01-26,2026-01-26,DGC,lightgbm,2025-12-25,20d,20,64.6,68.8,0.06501547987616108,0.1380027016087755,0.0,0.07298722173261443,0.06501547987616108,112.26129818873538,100.0,1,0,1,-0.29026587563172934,0.3552813555078904,546.4565610907069,-1
2026-01-27,2026-01-27,DGC,lightgbm,2025-12-26,20d,20,60.9,67.5,0.10837438423645329,0.09690992849421674,0.0,0.011464455742236548,0.10837438423645329,10.578565980336442,100.0,1,0,1,-0.3259546209186497,0.434329005155103,400.7672183931174,-1
2026-01-28,2026-01-28,DGC,lightgbm,2025-12-29,20d,20,61.0,68.1,0.1163934426229507,0.11686816925940542,0.0,0.000474726636454717,0.1163934426229507,0.40786372991179953,100.0,1,0,1,-0.32981762250054925,0.44621106512349995,383.3644362328665,-1
2026-01-29,2026-01-29,DGC,lightgbm,2025-12-30,20d,20,65.2,67.8,0.039877300613496924,0.08911139865696452,0.0,0.049234098043467595,0.039877300613496924,123.4639689397726,100.0,1,0,1,-0.29695924088850545,0.3368365415020024,844.6824040742523,-1
2026-01-30,2026-01-30,DGC,lightgbm,2025-12-31,20d,20,68.5,68.6,0.0014598540145984717,0.01227409211869609,0.0,0.010814238104097618,0.0014598540145984717,740.7753101307216,100.0,1,0,1,-0.26296535399182264,0.2644252080064211,18113.126748440696,-1
2026-02-02,2026-02-02,DGC,lightgbm,2026-01-05,20d,20,65.5,67.3,0.027480916030534264,0.050312046371765916,0.0,0.022831130341231652,0.027480916030534264,83.0799465194821,100.0,1,0,1,-0.29524424359802026,0.3227251596285545,1174.3609975372437,-1
2026-02-03,2026-02-03,DGC,lightgbm,2026-01-06,20d,20,63.0,67.9,0.07777777777777795,0.04718195017254293,0.0,0.030595827605235014,0.07777777777777795,39.33749263530208,100.0,1,0,1,-0.3078444297956493,0.38562220757342724,495.79998116583397,-1
2026-02-04,2026-02-04,DGC,lightgbm,2026-01-07,20d,20,64.1,68.7,0.07176287051482078,0.06259013881980537,0.0,0.00917273169501541,0.07176287051482078,12.78200220979318,100.0,1,0,1,-0.28825227626027106,0.36001514677509183,501.673280614855,-1
2026-02-05,2026-02-05,DGC,lightgbm,2026-01-08,20d,20,62.8,67.7,0.07802547770700641,0.031074265733134723,0.0,0.046951211973871684,0.07802547770700641,60.174206366513076,100.0,1,0,1,-0.3092828860536736,0.38730836376068,496.38704579940185,-1
2026-02-06,2026-02-06,DGC,lightgbm,2026-01-09,20d,20,62.7,65.3,0.04146730462519921,0.006144894640477764,0.0,0.03532240998472144,0.04146730462519921,85.18135023238625,100.0,1,0,1,-0.31114040870138426,0.35260771332658347,850.3270625221871,-1
2026-02-09,2026-02-09,DGC,lightgbm,2026-01-12,20d,20,63.7,67.2,0.05494505494505497,0.018607277462379602,0.0,0.036337777482675374,0.05494505494505497,66.13475501846915,100.0,1,0,1,-0.29721977052074133,0.3521648254657963,640.9399823477489,-1
2026-02-10,2026-02-10,DGC,lightgbm,2026-01-13,20d,20,63.1,68.0,0.07765451664025358,-0.010969586326674313,0.0,0.0886241029669279,0.07765451664025358,114.12614075945203,100.0,-1,0,1,-0.2841747022121385,0.36182921885239205,465.9474226446109,-1
2026-02-11,2026-02-11,DGC,lightgbm,2026-01-14,20d,20,63.9,68.5,0.07198748043818459,-0.07022781687091838,0.0,0.14221529730910298,0.07198748043818459,197.55559778373237,100.0,-1,0,1,-0.28282828282828276,0.35481576326646735,492.88537549407147,-1
2026-02-12,2026-02-12,DGC,lightgbm,2026-01-15,20d,20,67.3,67.8,0.007429420505200568,-0.17270023218281505,0.0,0.18012965268801562,0.007429420505200568,2424.5451251806985,100.0,-1,0,1,-0.18798262548262545,0.19541204598782602,2630.2461389961477,-1
2026-02-13,2026-02-13,DGC,lightgbm,2026-01-16,20d,20,66.0,68.4,0.036363636363636376,-0.18124304737529243,0.0,0.2176066837389288,0.036363636363636376,598.4183802820539,100.0,-1,0,1,-0.14430182808245817,0.18066546444609455,496.8300272267599,-1
