datetime,eligible_stocks,predicted_top_k_count,true_top_k_count,overlap_count,precision_at_k,hit_rate_at_k,true_tickers,pred_tickers,overlap_tickers
2026-02-12,25,10,10,4,0.4,1.0,"ACB,BVH,MSN,SSB,STB,TPB,VHM,VIC,VJC,VRE","BCM,BID,GAS,GVR,MBB,PLX,STB,VHM,VIC,VJC","STB,VHM,VIC,VJC"
2026-02-13,25,10,10,5,0.5,1.0,"ACB,BVH,MSN,SAB,SSB,STB,VHM,VIC,VJC,VRE","BID,BVH,FPT,GAS,GVR,PLX,SAB,STB,VHM,VJC","BVH,SAB,STB,VHM,VJC"
2026-02-23,25,10,10,2,0.2,1.0,"ACB,HDB,MSN,MWG,SSB,STB,VHM,VIC,VJC,VRE","BCM,BID,GAS,GVR,MBB,PLX,STB,VCB,VJC,VNM","STB,VJC"
2026-02-24,25,10,10,1,0.1,1.0,"ACB,HDB,MBB,MSN,SSB,STB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GAS,GVR,PLX,SAB,STB,VCB,VNM",STB
2026-02-25,25,10,10,3,0.3,1.0,"ACB,HDB,MSN,MWG,SSB,STB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GAS,GVR,MBB,PLX,STB,VJC,VRE","STB,VJC,VRE"
2026-02-26,25,10,10,5,0.5,1.0,"ACB,HDB,MSN,SSB,STB,VCB,VHM,VIC,VJC,VRE","BID,FPT,GAS,GVR,HDB,PLX,VCB,VHM,VJC,VRE","HDB,VCB,VHM,VJC,VRE"
2026-02-27,25,10,10,4,0.4,1.0,"ACB,HDB,MSN,SAB,SSB,STB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GAS,PLX,SAB,VCB,VHM,VJC,VRE","SAB,VHM,VJC,VRE"
2026-03-02,25,10,10,4,0.4,1.0,"ACB,HDB,SAB,SSB,STB,TCB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GAS,PLX,SAB,VCB,VHM,VJC,VRE","SAB,VHM,VJC,VRE"
2026-03-03,25,10,10,4,0.4,1.0,"ACB,HDB,SAB,SSB,STB,TCB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GAS,SAB,VCB,VHM,VJC,VNM,VRE","SAB,VHM,VJC,VRE"
2026-03-04,26,10,10,5,0.5,1.0,"HDB,MSN,SAB,SSB,STB,TCB,VHM,VIC,VJC,VRE","BID,BVH,FPT,SAB,SHB,TCB,VHM,VJC,VNM,VRE","SAB,TCB,VHM,VJC,VRE"
2026-03-05,26,10,10,6,0.6,1.0,"HDB,MSN,MWG,SAB,STB,TCB,VHM,VIC,VJC,VRE","BID,FPT,SAB,SHB,STB,TCB,VHM,VJC,VNM,VRE","SAB,STB,TCB,VHM,VJC,VRE"
2026-03-06,26,10,10,4,0.4,1.0,"HDB,MSN,MWG,SAB,STB,TCB,VHM,VIC,VJC,VRE","BID,FPT,GAS,GVR,SHB,TCB,VHM,VJC,VNM,VRE","TCB,VHM,VJC,VRE"
2026-03-09,26,10,10,6,0.6,1.0,"HDB,MSN,MWG,SAB,STB,TCB,VHM,VIC,VJC,VRE","FPT,MSN,PLX,SAB,SHB,TCB,VHM,VJC,VNM,VRE","MSN,SAB,TCB,VHM,VJC,VRE"
2026-03-10,26,10,10,5,0.5,1.0,"GVR,HDB,MSN,MWG,STB,TCB,VHM,VIC,VJC,VRE","BCM,BID,FPT,HDB,MSN,MWG,PLX,SHB,VHM,VRE","HDB,MSN,MWG,VHM,VRE"
2026-03-11,26,10,10,3,0.3,1.0,"CTG,HDB,MSN,SAB,STB,TCB,VHM,VIC,VJC,VRE","BID,BVH,FPT,GVR,HDB,MSN,MWG,PLX,SHB,VRE","HDB,MSN,VRE"
2026-03-12,26,10,10,3,0.3,1.0,"HDB,MSN,SAB,SSB,STB,TCB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GVR,HDB,MWG,PLX,SHB,VJC,VRE","HDB,VJC,VRE"
2026-03-13,26,10,10,3,0.3,1.0,"BID,GVR,HDB,MSN,STB,TCB,VHM,VIC,VJC,VRE","BCM,FPT,GAS,HDB,MWG,PLX,SHB,SSI,VJC,VRE","HDB,VJC,VRE"
2026-03-16,26,10,10,4,0.4,1.0,"BID,GVR,HDB,MSN,STB,TCB,VHM,VIC,VJC,VRE","BCM,BID,FPT,GAS,HDB,MWG,PLX,SSI,VJC,VRE","BID,HDB,VJC,VRE"
2026-03-17,25,10,10,2,0.2,1.0,"CTG,GVR,HDB,SAB,STB,TCB,VHM,VIC,VJC,VRE","BCM,BVH,FPT,GAS,GVR,HDB,MWG,PLX,SHB,SSI","GVR,HDB"
