symbol,asset_type,chunk_start,chunk_end,chunk_level,retry_attempt,package,package_version,provider,source,function_used,returned_rows,standardized_rows,returned_columns,first_timestamp,last_timestamp,success,exception_type,exception_message
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
SSB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
SSI,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
STB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
TCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
TPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VCB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VHM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VIB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VIC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VJC,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VNM,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VPL,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VRE,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
VNINDEX,index,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,ValueError,"Invalid derivative or bond symbol. Symbol must be in format of VN30F1M, VN30F2024, GB10F2024, or for company bonds, e.g., BAB122032"
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Invalid derivative or bond symbol. Symbol must be in format of VN30F1M, VN30F2024, GB10F2024, or for company bonds, e.g., BAB122032"
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Invalid derivative or bond symbol. Symbol must be in format of VN30F1M, VN30F2024, GB10F2024, or for company bonds, e.g., BAB122032"
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Invalid derivative or bond symbol. Symbol must be in format of VN30F1M, VN30F2024, GB10F2024, or for company bonds, e.g., BAB122032"
VN30INDEX,index,2012-02-06,2012-02-12,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
